it	posterior	likelihood	prior	accuracy	test_accuracy	acc_C0	acc_C1	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2	feat_w1_space	feat_w1_time	mean_feat_w2	std_feat_w2	acc_prob	mcmc_id
11200	-4836.407670795295	-284.21423613960377	-4552.193434655692	0.7433962264150943	0	0.6827309236947792	0.797153024911032	0.0005545983717316659	0.5679513816431382	-0.0021676452736731507	0.7078660231792134	0.0786431270420467	0.8929046380629746	-0.4498432438670344	-0.6726734964147705	0.0031346097577235332	0.1685476418191037	0.43564356435643564	1
11400	-4849.4636910227455	-287.2617651656952	-4562.20192585705	0.7377358490566037	0	0.714859437751004	0.7580071174377224	0.0017889461508123533	0.571794750023515	-0.006575755280906646	0.7217368552367491	0.07922046866595674	0.8895527942845468	-0.501314015292598	-0.6544261401228282	0.0017330562763002606	0.16773514025288105	0.4752475247524752	1
11600	-4857.778126458203	-289.96019507070906	-4567.817931387493	0.730188679245283	0	0.7108433734939759	0.7473309608540926	0.004610680848714775	0.5737736927706917	0.002821542947330051	0.7299070563334185	0.029379593887548985	0.9019314501397598	-0.4719626591610717	-0.6186041229524731	0.001318845583894664	0.1680525966403734	0.46534653465346537	1
11800	-4866.554931476402	-293.4669621067767	-4573.087969369625	0.7396226415094339	0	0.7188755020080321	0.7580071174377224	0.0064111825399769794	0.5761982676335462	0.007849903156522363	0.7321020616292438	0.04926259116657452	0.905341340959377	-0.5071713054115291	-0.6240295383367696	0.0008746832275954632	0.16743196577705982	0.39603960396039606	1
12000	-4869.982824342253	-288.445583244124	-4581.537241098129	0.7339622641509433	0	0.6947791164658634	0.7686832740213523	0.0054344936628294436	0.580050272965727	0.004272760866459625	0.7337614522021563	0.06845396815404525	0.9349954899524237	-0.48278421762291945	-0.600756750268014	0.000617821877359482	0.1678998875180251	0.3564356435643564	1
12200	-4870.534370956947	-288.05460167098437	-4582.479769285963	0.769811320754717	0	0.7068273092369478	0.8256227758007118	0.006492578585314874	0.5803754502391201	0.00864106864807613	0.7348272019073879	0.05827530370630184	0.937688397575876	-0.4063790150210735	-0.603275964612532	0.0006322062295806254	0.16853641067933206	0.40594059405940597	1
12400	-4875.605352546219	-287.1215756439349	-4588.483776902284	0.7584905660377359	0	0.6947791164658634	0.8149466192170819	0.0054412835357826395	0.5829435347233605	0.010808182663250067	0.737901951291422	0.04988268023073066	0.9458470476671114	-0.4056570003627214	-0.551518706086654	0.00037383704244484296	0.17073856501326035	0.4158415841584158	1
12600	-4876.847266597841	-285.46043809492517	-4591.386828502916	0.730188679245283	0	0.6867469879518072	0.7686832740213523	0.007173384300072714	0.5841086103371358	0.011129272371830826	0.7394003263613893	0.04491874656543154	0.9521729839324425	-0.3753835845238155	-0.5640869123319905	0.00013959867804744908	0.17226687041856528	0.43564356435643564	1
12800	-4882.01813606727	-285.0985395420395	-4596.91959652523	0.7641509433962265	0	0.6586345381526104	0.8576512455516014	0.007888321684720683	0.585869983523783	0.001398223682739809	0.7486747644938464	0.01763067251850474	0.9585149216219067	-0.42219317862870087	-0.6248124904753852	0.0005059188676024953	0.1726019100634491	0.4752475247524752	1
13000	-4887.691187829936	-284.1167773779867	-4603.574410451949	0.7358490566037735	0	0.606425702811245	0.8505338078291815	0.008223779495015066	0.5889532277972642	0.0036390044936549246	0.7526587041704181	0.024417988307866942	0.9313115789370057	-0.45460923830656197	-0.6346731313717882	0.00044056380961825345	0.1735676959715937	0.3465346534653465	1
13200	-4886.415482699253	-277.0682014233498	-4609.347281275903	0.7528301886792453	0	0.6506024096385542	0.8434163701067615	0.007516214666548251	0.591046957532368	0.011363446289189354	0.7563304316218796	0.048735612752150756	0.9665058084394994	-0.5066641471263904	-0.5917120481859883	0.0005356533483030283	0.17562557297512638	0.33663366336633666	1
13400	-4895.721263395697	-279.68699739170876	-4616.034266003988	0.7433962264150943	0	0.7068273092369478	0.7758007117437722	0.009607324241481245	0.5931680618502836	0.02183734732446893	0.7676674034128398	0.04700495611168389	0.965745854475348	-0.5234099135994247	-0.6293623992571366	0.00027501826965116807	0.17544140792120455	0.4158415841584158	1
13600	-4900.120907550346	-274.9851755345645	-4625.135732015781	0.7622641509433963	0	0.6867469879518072	0.8291814946619217	0.009636008304359242	0.5965374210296969	0.022192008561033056	0.770849290678383	0.07827908215471002	1.0499050842243078	-0.525111602652361	-0.5953710325595016	0.0015052403710649781	0.17592226547700504	0.38613861386138615	1
13800	-4906.755936677491	-278.18988965228357	-4628.566047025208	0.7528301886792453	0	0.6827309236947792	0.8149466192170819	0.009503353594171223	0.5981961711860468	0.03882486241303158	0.7699331331897981	0.12031608318090943	1.0363412274946386	-0.4798847805175635	-0.5962090483166307	0.0006595136707386553	0.17892815244860197	0.43564356435643564	1
14000	-4912.0555376016655	-279.8797264105108	-4632.175811191155	0.769811320754717	0	0.7188755020080321	0.8149466192170819	0.010318307120374775	0.5996577856838813	0.04986375072893342	0.7748825288101606	0.07738798018619425	1.0151717678947885	-0.44031349184460755	-0.5148883634388179	0.001167830367579646	0.17869300701226218	0.4158415841584158	1
14200	-4914.031542677285	-280.47893312490544	-4633.552609552379	0.7226415094339622	0	0.7228915662650602	0.7224199288256228	0.009224134008062136	0.6006679670934438	0.04312914357340956	0.7729464110916553	0.05878947109695511	1.0052250734742714	-0.4810770443898269	-0.555056040864582	0.0005179275420382017	0.17848620424259704	0.2871287128712871	1
14400	-4916.336246779866	-275.3065589307847	-4641.029687849082	0.7377358490566037	0	0.6987951807228916	0.7722419928825622	0.008357477924992899	0.6038128273175997	0.041080714711863454	0.7710785320803146	0.08348236843645664	1.0762310738892396	-0.41387155540996784	-0.5479408068593173	-0.0006532352628291322	0.17942966990281403	0.37623762376237624	1
14600	-4917.118777165718	-272.39011696931436	-4644.728660196403	0.7679245283018868	0	0.6867469879518072	0.8398576512455516	0.0074094022166281545	0.6054723102870054	0.04158809457692479	0.7711144924211971	0.08212179085216237	1.0822023273879349	-0.39651592750840764	-0.5402640513992071	-0.0014545216206979577	0.18115405255443937	0.3564356435643564	1
14800	-4921.1469449096785	-274.8422549107859	-4646.304689998892	0.7716981132075472	0	0.6827309236947792	0.8505338078291815	0.0075293968271442965	0.6068004238666278	0.03941649414014364	0.7649387948115065	0.10040327293070549	1.0824111276247794	-0.3626865374128653	-0.5310914760017378	-0.001346438342185254	0.18190425622432024	0.2871287128712871	1
15000	-4918.174504838769	-268.4096572230539	-4649.764847615716	0.7547169811320755	0	0.678714859437751	0.8220640569395018	0.007352859305333724	0.607414158412923	0.04431048469704718	0.7709380115043314	0.1582735180708805	1.1149630508762403	-0.40660562796381916	-0.5119798286896494	-0.0012701725077862713	0.18321616753395548	0.40594059405940597	1
15200	-4920.583960265229	-266.08417509045853	-4654.49978517477	0.7584905660377359	0	0.6626506024096386	0.8434163701067615	0.0067296137718424005	0.6083769974924198	0.042555269480192	0.77752739052463	0.10537134052497499	1.18753399462961	-0.41374412388313897	-0.4559031670408246	-0.003718294659095065	0.18382029157022525	0.38613861386138615	1
15400	-4924.19438958969	-262.3632264773418	-4661.831163112349	0.7603773584905661	0	0.714859437751004	0.800711743772242	0.00691486449776238	0.611594604226808	0.04848500758183245	0.780251677761486	0.12370023355882477	1.1805499139949718	-0.4865993062755918	-0.4412203737223737	-0.0030014887714961505	0.18442132997371008	0.38613861386138615	1
15600	-4925.567299959505	-264.21208615711447	-4661.355213802391	0.7584905660377359	0	0.7188755020080321	0.7935943060498221	0.00654543807947169	0.6110926573908143	0.04865625312785398	0.7845562549550908	0.12022607521290515	1.1651760419016521	-0.5052040734397539	-0.3739223492246045	-0.0032141465994840086	0.18483010107910938	0.3465346534653465	1
15800	-4923.637291238503	-260.6762785272646	-4662.961012711238	0.7584905660377359	0	0.7028112449799196	0.8078291814946619	0.0038110148002832634	0.6127465227417278	0.0315443177501927	0.776044578835432	0.1399083362659034	1.1659818188378333	-0.4551755039274942	-0.3591706110568431	-0.003816876073847779	0.18569318345479363	0.40594059405940597	1
16000	-4927.189300899937	-260.21654497522155	-4666.972755924715	0.7547169811320755	0	0.6465863453815262	0.8505338078291815	0.003883778766327535	0.6142622641947926	0.03238764050313634	0.7762625115405988	0.14431070979721905	1.1981264833194958	-0.5261497037800771	-0.391437979580885	-0.0049030319579056875	0.1859856243164922	0.4158415841584158	1
16200	-4932.547614319955	-259.77806400307725	-4672.769550316878	0.779245283018868	0	0.6947791164658634	0.8540925266903915	0.005572068344609761	0.6171223863923168	0.03245652349688186	0.776748004407509	0.14081279628947954	1.1786033136755318	-0.5415308248929112	-0.3998111843797533	-0.004952941219904846	0.18651448003260337	0.45544554455445546	1
16400	-4935.071879098435	-259.2550861953399	-4675.816792903095	0.7849056603773585	0	0.714859437751004	0.8469750889679716	0.0056944546208282315	0.6176410812303963	0.03247441197727052	0.7844276322097986	0.18894921721923064	1.1810124568712737	-0.5927010457188859	-0.38320447315507955	-0.0060439007226958915	0.18791511582240084	0.36633663366336633	1
16600	-4933.796208967268	-257.5061293995949	-4676.290079567673	0.7641509433962265	0	0.714859437751004	0.8078291814946619	0.0038045827711532336	0.617099160087467	0.03621285382062382	0.7949741329477413	0.17364144756670358	1.1477787439276164	-0.6281672859220346	-0.3242904391101297	-0.006321049213705042	0.18945621058832038	0.37623762376237624	1
