it	posterior	likelihood	prior	accuracy	test_accuracy	acc_C0	acc_C1	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2	feat_w1_space	feat_w1_time	mean_feat_w2	std_feat_w2	acc_prob	mcmc_id
16800	-4935.920552548612	-256.1034766483452	-4679.817075900267	0.7528301886792453	0	0.6987951807228916	0.800711743772242	0.0051305176912359975	0.6186496585955222	0.027173776254130054	0.7972199362742316	0.1593221941604462	1.1403162388216959	-0.6673898162912004	-0.2750064389117746	-0.006516641623545508	0.18960190785759468	0.31683168316831684	1
17000	-4936.831767573711	-256.36903971795834	-4680.462727855753	0.7830188679245284	0	0.7228915662650602	0.8362989323843416	0.0045414064583486555	0.6191949526603563	0.031190383875866378	0.7944384547874304	0.16110716938784286	1.1357174040042874	-0.6777702510227227	-0.2711092992521042	-0.0060450277072425125	0.19090698191243247	0.33663366336633666	1
17200	-4942.017966457067	-256.61046075093407	-4685.407505706133	0.769811320754717	0	0.7028112449799196	0.8291814946619217	0.004016351898579904	0.6211963159541724	0.037686363467880374	0.7966564790413128	0.15811069278904957	1.1330756145223864	-0.7288538380630587	-0.2854261793286423	-0.0062064105721810646	0.19277889478252577	0.3465346534653465	1
17400	-4942.862260197086	-257.1541410976963	-4685.7081190993895	0.7716981132075472	0	0.7349397590361446	0.8042704626334519	0.003206700847014379	0.6220530912144503	0.031203520243752936	0.7889191847673266	0.13576263144814713	1.143633227958943	-0.7230658472981268	-0.253912137623805	-0.005715235143595161	0.19298842160445837	0.33663366336633666	1
17600	-4948.612136641476	-258.9424741810893	-4689.669662460387	0.7528301886792453	0	0.6907630522088354	0.8078291814946619	0.0017230709267649607	0.6236664682890163	0.020779677303809127	0.7953503510680978	0.07583128677053132	1.1011421784900137	-0.7937507521423486	-0.21719109622162702	-0.00537292944971189	0.1947377014430525	0.4158415841584158	1
17800	-4952.11649338393	-261.1791642947137	-4690.937329089216	0.7867924528301887	0	0.7469879518072289	0.8220640569395018	0.00035839540996961323	0.6237667865651896	0.016832285594789984	0.7996050218036499	0.08150777269422489	1.1100257998496816	-0.7352478050198237	-0.1478168790325542	-0.006951143894460568	0.19519237209771093	0.44554455445544555	1
18000	-4948.905284573904	-256.39065786467063	-4692.514626709234	0.7660377358490567	0	0.714859437751004	0.8113879003558719	-0.0006911483945530814	0.6247062817521263	0.01999174016811039	0.7940355424925796	0.14805902580063232	1.129727827993122	-0.7904611702801132	-0.12561716512895288	-0.007101718620939351	0.19657472306599894	0.38613861386138615	1
18200	-4947.57536748885	-252.5485729830045	-4695.026794505846	0.7622641509433963	0	0.714859437751004	0.8042704626334519	-0.0007345400783512191	0.6259246235906696	0.023947283751463638	0.7907737812008789	0.14728248646472106	1.1536675604855904	-0.7726016710980473	-0.14114027342560073	-0.006828875030299923	0.19735936686128847	0.37623762376237624	1
18400	-4949.28192936131	-253.8326499005941	-4695.449279460716	0.7773584905660378	0	0.7590361445783133	0.7935943060498221	-0.0009884648078984828	0.6260406025663627	0.026632215356085943	0.7909455936088451	0.14387534021409987	1.1580076888609556	-0.8002142883665055	-0.20451768143591476	-0.006503629073845794	0.19741878749060005	0.297029702970297	1
18600	-4953.815445882881	-254.08987850027162	-4699.725567382609	0.7660377358490567	0	0.678714859437751	0.8434163701067615	0.00021334683037511033	0.6271061250786101	0.028180605624711055	0.7994773737911997	0.12339261228926472	1.1648524196160146	-0.7807162301118178	-0.17083035309476025	-0.006599724516267578	0.19848324396333317	0.33663366336633666	1
18800	-4949.885603093277	-250.3079319740566	-4699.57767111922	0.7924528301886793	0	0.7590361445783133	0.8220640569395018	0.0012257295775500855	0.627216506706171	0.03177331361978557	0.7971166991206441	0.12573130791163878	1.1649982179548992	-0.7873328456210547	-0.1593099349098133	-0.006221037666178929	0.1991293641376463	0.38613861386138615	1
19000	-4950.825469537489	-250.9140326762049	-4699.9114368612845	0.7924528301886793	0	0.7590361445783133	0.8220640569395018	0.00022239389609743132	0.6276271999669758	0.026871836120746482	0.793379322192707	0.12806979988188763	1.177382946643657	-0.787951257189453	-0.14289731090490176	-0.005427827067457879	0.19926195411155662	0.3564356435643564	1
19200	-4949.223019347966	-250.6546211640543	-4698.568398183912	0.8150943396226416	0	0.7469879518072289	0.8754448398576512	0.0005872454869270848	0.6274097126693111	0.026427065767404164	0.7882202812453166	0.11425724522006399	1.1878249280713677	-0.8116788416280177	-0.1291861112057186	-0.005293791876766554	0.19921750751650283	0.26732673267326734	1
19400	-4953.3801063353685	-249.12974980449417	-4704.250356530874	0.8037735849056604	0	0.7429718875502008	0.8576512455516014	0.0020583574156703994	0.629891655123098	0.021718560931457544	0.7841824989504583	0.13068715792442612	1.2314549605520901	-0.8061234232599997	-0.17250396003721397	-0.004969384195878148	0.20113662283395112	0.3465346534653465	1
19600	-4952.151891808755	-248.38673165017843	-4703.765160158577	0.8018867924528302	0	0.7188755020080321	0.8754448398576512	0.0020583574156703994	0.629891655123098	0.02081438922451293	0.780745531135502	0.14464992126869083	1.2319486435829388	-0.7998326062188376	-0.1348178748559881	-0.004078136434517389	0.20289404518492837	0.32673267326732675	1
19800	-4952.071114183108	-247.00470099956902	-4705.066413183539	0.7943396226415095	0	0.7269076305220884	0.8540925266903915	0.0019481459665834087	0.630756743918064	0.019492412037337675	0.7808012896933364	0.13518165470612717	1.2014194739560384	-0.789534445775094	-0.10555857137648189	-0.004642675403696172	0.20407195387108157	0.25742574257425743	1
20000	-4952.377761228251	-243.90076529128623	-4708.476995936965	0.7962264150943397	0	0.7028112449799196	0.8790035587188612	0.002535710987745537	0.6314696991576737	0.021702122113564724	0.7921659747408454	0.12252736358925616	1.1766433855863556	-0.773365260620332	-0.08873056760523029	-0.004594594877113775	0.20466824225254518	0.36633663366336633	1
20200	-4953.727281421456	-243.85412855375574	-4709.8731528677	0.8150943396226416	0	0.7469879518072289	0.8754448398576512	0.0029144316427480647	0.6319998887331789	0.02274908045785191	0.7937249420201002	0.1120973467682705	1.161223128312311	-0.7631165001702321	-0.11683843644052036	-0.0034823899738839962	0.20700350394720216	0.36633663366336633	1
20400	-4955.926455012563	-244.22712699883124	-4711.699328013731	0.7886792452830189	0	0.7108433734939759	0.8576512455516014	0.0031255088048034152	0.6320147976750846	0.025115453071889574	0.8020102240676608	0.13143614010330934	1.1622849886312143	-0.7179382661366737	-0.10994780144916019	-0.0029435289740305207	0.20702260994825003	0.32673267326732675	1
20600	-4955.13399670903	-241.7330918200961	-4713.400904888934	0.8	0	0.7309236947791165	0.8612099644128114	0.0030120779496773074	0.6332103831545666	0.023298218451138174	0.7976043194364398	0.13315360806501053	1.1450439616617922	-0.7767708111302767	-0.13127531504002693	-0.00369481534935826	0.21013529255001212	0.297029702970297	1
20800	-4954.483449181088	-240.48197198696192	-4714.001477194126	0.8188679245283019	0	0.8072289156626506	0.8291814946619217	0.004171043616593682	0.6339050714278351	0.02168707067920946	0.7961071459524744	0.08869131708523481	1.1176980076285405	-0.8117260891742681	-0.01451797984090758	-0.004107711727479519	0.21038657687577375	0.37623762376237624	1
21000	-4964.888181761037	-242.4563052209238	-4722.431876540113	0.8207547169811321	0	0.8433734939759037	0.800711743772242	0.005043297969459488	0.6367342500642548	0.015930595353716374	0.805445608773527	0.02387332545006876	1.1343601387360656	-0.8111261572475176	0.02385489826761794	-0.0038690732507410883	0.21077435547788292	0.3564356435643564	1
21200	-4962.091016611369	-240.43653811046647	-4721.654478500903	0.8075471698113208	0	0.7871485943775101	0.8256227758007118	0.00541402019978791	0.6369756135657774	0.004841297526917508	0.8018975668491254	0.017581229685739594	1.1064990314193175	-0.8202747867901061	0.01557234827983475	-0.0043830938817568344	0.21101830743915237	0.42574257425742573	1
21400	-4963.286117438992	-235.6076870789811	-4727.678430360011	0.8207547169811321	0	0.7951807228915663	0.8434163701067615	0.004897178031950111	0.6394647700797335	0.007177083552788105	0.8009767655795614	0.03069677858452513	1.142144185984701	-0.8215532717314378	0.006557459569238636	-0.004874324379478309	0.21149023876278258	0.3465346534653465	1
21600	-4956.592691453277	-231.27229199512368	-4725.320399458154	0.8075471698113208	0	0.7791164658634538	0.8327402135231317	0.0043222513736269315	0.6388239385902418	0.012672853241102488	0.7974675466386859	0.04100244702552095	1.132016601840237	-0.849763569085275	-0.03277825611045918	-0.005426602522667844	0.21110250920105392	0.32673267326732675	1
21800	-4956.570862493896	-231.29125825250685	-4725.279604241389	0.8245283018867925	0	0.7630522088353414	0.8790035587188612	0.005306203563906781	0.6389448335259765	0.016189753399268	0.7961956567610486	0.053635107894904145	1.1166409739284544	-0.8624666566849107	-0.025563231807810505	-0.0038520481709311562	0.21302343714647262	0.32673267326732675	1
22000	-4959.147357400042	-231.30228545704102	-4727.845071943001	0.8113207547169812	0	0.7228915662650602	0.8896797153024911	0.006892628760970371	0.6405559072467291	0.011741635905740148	0.796650366760671	0.052827860949520807	1.0540405258267471	-0.8655139843526417	-0.00790346598742229	-0.005423579525108336	0.21421411916284863	0.3564356435643564	1
22200	-4957.321537265598	-227.3406490482156	-4729.980888217382	0.8207547169811321	0	0.7469879518072289	0.8861209964412812	0.007960234862159134	0.6416434971382273	0.013191300310846319	0.7944426570974782	0.061225352216059736	1.0616437942968393	-0.853222468325649	-0.011975263760802648	-0.005982981803803314	0.21451220951211056	0.38613861386138615	1
22400	-4960.066999884704	-228.60461429298067	-4731.462385591723	0.7962264150943397	0	0.7670682730923695	0.8220640569395018	0.007616114813453939	0.6420537706066345	0.017882419010047213	0.7956866784435006	0.050965953311065224	1.0761899134959967	-0.8533820273520917	-0.008449902870579507	-0.006004104392101905	0.21483875173703784	0.32673267326732675	1
22600	-4961.520752049978	-230.77249746910252	-4730.748254580875	0.7981132075471699	0	0.7791164658634538	0.8149466192170819	0.00782378422995051	0.6418037677302014	0.01881693470713739	0.7931907016532689	0.08253915654746279	1.079514743502422	-0.8849717607508844	0.06760132054937698	-0.006890489943760304	0.2166188068070931	0.48514851485148514	1
22800	-4960.976566824747	-229.2691518433529	-4731.707414981394	0.7981132075471699	0	0.7550200803212851	0.8362989323843416	0.007767830696108853	0.6423791056599956	0.023593229663238888	0.7902019788120821	0.08637922234467835	1.0930584920747115	-0.8084232588274739	0.04364380675209172	-0.006816120756057324	0.21736029642201196	0.42574257425742573	1
23000	-4960.366576902253	-226.82222884697615	-4733.544348055277	0.8226415094339623	0	0.8072289156626506	0.8362989323843416	0.007529414273615607	0.6432715297859444	0.024094506054269674	0.7876682090017976	0.049227325553558784	1.1090910811287145	-0.80526806653458	0.01860446733188275	-0.006282987513418769	0.2184856191233614	0.36633663366336633	1
23200	-4961.89971354272	-222.7522203602653	-4739.147493182454	0.8150943396226416	0	0.7791164658634538	0.8469750889679716	0.008582051545510692	0.6447982273136479	0.018348461000629306	0.7964298907740615	-0.01705909256676725	1.1239178582452793	-0.8768530383106468	-0.03225623944564827	-0.0054882184593915626	0.2190680995232875	0.3465346534653465	1
23400	-4963.67646259754	-223.16698577049925	-4740.509476827041	0.8226415094339623	0	0.7469879518072289	0.8896797153024911	0.008448507169116855	0.6452176156551932	0.019734010772577422	0.797418349847204	-0.013644765766043367	1.1267138187014871	-0.8987448773636257	-0.07269971178513897	-0.004587311902312611	0.2202962077701658	0.2871287128712871	1
23600	-4968.59046172049	-226.50482885989103	-4742.085632860599	0.8207547169811321	0	0.7349397590361446	0.896797153024911	0.009172679028051998	0.6458112866528082	0.024993595811507206	0.8020579547437932	-0.026654057309249142	1.0834956075557076	-0.8810529700526133	-0.07223788896612235	-0.004845832032803326	0.2211242211496057	0.40594059405940597	1
23800	-4970.438029526213	-223.48217118976933	-4746.955858336443	0.8245283018867925	0	0.7911646586345381	0.8540925266903915	0.008853920653945052	0.6476542199671567	0.031193145229037388	0.8066184959788839	0.014810969409579119	1.076193692074542	-0.892410505031133	-0.048525780490181344	-0.005023225405317584	0.2204879047084402	0.5445544554455446	1
24000	-4973.995053223033	-225.06394445380306	-4748.93110876923	0.8339622641509434	0	0.7751004016064257	0.8861209964412812	0.009059364184272499	0.6487119772731922	0.03353873305045087	0.8073503158373492	0.028945447688714137	1.0439290178032496	-0.9010481350936184	-0.05042005750425449	-0.005404188527717108	0.2208674542403419	0.42574257425742573	1
24200	-4974.220080534189	-221.34766775597308	-4752.872412778216	0.8377358490566038	0	0.8032128514056225	0.8683274021352313	0.00938152463624836	0.6505335767271797	0.030033068381566105	0.8046903406930055	0.021472560059429886	1.0575758730229023	-0.9576443876035088	-0.07085252281751313	-0.005472588903397435	0.22221513775471072	0.39603960396039606	1
24400	-4975.258701489148	-218.23886314688107	-4757.019838342267	0.8264150943396227	0	0.7630522088353414	0.8825622775800712	0.007702348690467696	0.6522866702590661	0.029757202454798615	0.8032685825529959	0.02106680219873193	1.0797585398931795	-1.0147740789802588	-0.011635179625262308	-0.0059833738918740175	0.22308962904443058	0.3564356435643564	1
24600	-4983.5458137250325	-222.5819046170106	-4760.963909108022	0.8301886792452831	0	0.8313253012048193	0.8291814946619217	0.0057275239359335485	0.6527361565510943	0.027751439482530938	0.8141924073938199	0.07004155837069669	1.1093019973820493	-1.0136397609183692	-0.029581933692500742	-0.006877455852129955	0.22344041159614494	0.4158415841584158	1
24800	-4987.440010082231	-220.28067386942323	-4767.159336212808	0.8245283018867925	0	0.8112449799196787	0.8362989323843416	0.008370392319068005	0.6551403134412589	0.017966531627961774	0.811133708443296	0.02571133308819147	1.168709167241048	-1.018634873852884	-0.002895181885978605	-0.007505992962182789	0.22565809927356403	0.3564356435643564	1
25000	-4986.487932463857	-215.30952168151896	-4771.178410782338	0.839622641509434	0	0.8032128514056225	0.8718861209964412	0.00660919728203738	0.6563626643559163	0.017431664767633775	0.8179907727791741	0.01738864765516734	1.1600492613762066	-1.0043559808291609	0.02176013685406328	-0.0073893049019479375	0.22603281941223935	0.36633663366336633	1
25200	-4987.644658841366	-215.24254385249156	-4772.402114988875	0.8415094339622642	0	0.8313253012048193	0.8505338078291815	0.006369271235408672	0.6570186322550929	0.02010414391540535	0.8171534008493622	0.025630500180083404	1.1560975012054873	-1.0260810830586584	0.015543798713769128	-0.007775651761101295	0.22585130798003944	0.40594059405940597	1
25400	-4991.653905416028	-214.77433952927282	-4776.879565886755	0.8339622641509434	0	0.8112449799196787	0.8540925266903915	0.006657194449189772	0.6587172356408812	0.017735957049564176	0.8184486491961412	-0.00029163011076893366	1.1660267218479359	-1.0401845531459828	0.06593545159633561	-0.007362081685039566	0.22712632299618873	0.42574257425742573	1
25600	-4994.063980645829	-211.69987232229352	-4782.364108323536	0.8433962264150944	0	0.8152610441767069	0.8683274021352313	0.005682586947000196	0.6605083018006808	0.008904689509627875	0.8204182332210449	0.07765402715851046	1.2054850921371483	-1.139086902994159	0.021365639257356232	-0.008005826347180238	0.22760041188438493	0.39603960396039606	1
25800	-4995.517565875542	-211.28971416964532	-4784.227851705896	0.8339622641509434	0	0.8152610441767069	0.8505338078291815	0.004779188553562625	0.6618537225198621	0.010029696222606669	0.8161699362278902	0.10213605331505035	1.1876797553768472	-1.112826767995042	-0.0449947979754922	-0.008778160393117107	0.22853144476701673	0.33663366336633666	1
26000	-5000.349219726944	-211.80486035567407	-4788.54435937127	0.8471698113207548	0	0.8232931726907631	0.8683274021352313	0.003946593380338036	0.6631267647355883	0.011751700827238868	0.8220199630155534	0.09877711929879579	1.1923078398154283	-1.0600739022012227	-0.06511180138521735	-0.009626883675582823	0.2295527130584191	0.38613861386138615	1
26200	-5006.1255475791295	-211.6492848480491	-4794.47626273108	0.8452830188679246	0	0.8232931726907631	0.8647686832740213	0.003833642702260569	0.6651289014421061	0.020540194623983193	0.8264253538042923	0.06739806143490694	1.2050553275207823	-1.005854886254918	-0.07477058113773158	-0.009131959559943701	0.2312260507551346	0.40594059405940597	1
26400	-5009.017431341221	-214.60550425749673	-4794.411927083724	0.8283018867924529	0	0.8514056224899599	0.8078291814946619	0.004694269182273828	0.6651117207335046	0.02123839912155344	0.8263852345521838	0.056860405862859675	1.2106164279724891	-1.0105228121155898	-0.03563453722460093	-0.00812996440679874	0.2301366264278591	0.43564356435643564	1
26600	-5003.137695887424	-209.17231379171074	-4793.965382095714	0.8547169811320755	0	0.8112449799196787	0.8932384341637011	0.005693392596336104	0.6648264467006185	0.01630702938589366	0.8290606148893744	0.009690013526191052	1.1906086535009852	-0.9750567939700878	0.020221532155750295	-0.008119090470575721	0.23108316548806837	0.4158415841584158	1
26800	-5003.551575599877	-207.57448128538738	-4795.9770943144895	0.8528301886792453	0	0.8514056224899599	0.8540925266903915	0.004623095726351021	0.6655196489719468	0.017956256845534778	0.8303314410246851	-0.006480393813652822	1.1955194010139787	-0.9969424761635928	0.03389888934721226	-0.00686251290822968	0.23142756909644802	0.3564356435643564	1
27000	-5001.2456552122385	-202.25180636313502	-4798.993848849103	0.8547169811320755	0	0.8393574297188755	0.8683274021352313	0.0038713861756727325	0.6679027455901666	0.015828170194688705	0.8193152484010924	-0.013827411761012574	1.1992506748341827	-0.9997126546506532	0.05919483694615074	-0.0075727099772692165	0.23070566913657709	0.44554455445544555	1
27200	-5002.546921480309	-203.3739733601771	-4799.172948120132	0.8603773584905661	0	0.8313253012048193	0.8861209964412812	0.0036092635901459474	0.6678086368825235	0.010792451098711032	0.8231384571807571	-0.03443787253049146	1.168598273474292	-1.0176658423503444	0.05455165546812301	-0.008990662031017643	0.2323088780711356	0.38613861386138615	1
27400	-5003.033073985792	-202.71965391957457	-4800.313420066217	0.8603773584905661	0	0.8313253012048193	0.8861209964412812	0.0038982052852702567	0.6681994937621757	0.012232689541778625	0.8227026903919181	-0.011248254110235932	1.1780847750289558	-1.0625427142059682	0.07403544565164538	-0.009521779447168947	0.23301683640635681	0.33663366336633666	1
27600	-5003.84161276815	-201.71945904709537	-4802.122153721055	0.8584905660377359	0	0.8192771084337349	0.8932384341637011	0.003798354361821682	0.6685900624812968	0.018150231234815104	0.8278886530857572	0.005050622545095816	1.1604211987183835	-1.087226990301976	0.07752032757504693	-0.009289153400764227	0.23386161970822497	0.39603960396039606	1
27800	-5008.685276710452	-203.92699642899828	-4804.758280281454	0.8566037735849057	0	0.8072289156626506	0.900355871886121	0.004797476571111654	0.6691660478250053	0.015015146952114235	0.8348376993519794	0.0058221409329128615	1.1463175677089608	-1.1133596399039267	0.07991640377266489	-0.009350571375008396	0.23427880103927382	0.37623762376237624	1
28000	-5007.255006861545	-198.79247023758361	-4808.462536623961	0.8490566037735849	0	0.8433734939759037	0.8540925266903915	0.0061716964094576205	0.6701178813529108	0.01717091654334599	0.8393712898399718	0.016927678858789107	1.1584477442626107	-1.1758337105453178	0.08337047569620061	-0.009456821907919515	0.23549428061635577	0.3069306930693069	1
28200	-5006.99901995691	-197.8752980582166	-4809.1237218986935	0.8528301886792453	0	0.8353413654618473	0.8683274021352313	0.005790459844121193	0.6702687519647025	0.016389579748198674	0.8402066005095634	0.025330939268102738	1.1642074143987977	-1.196306453423871	0.1020279926288552	-0.010241009200057737	0.23539613155853512	0.3465346534653465	1
28400	-5007.144656716449	-197.65448488732986	-4809.490171829119	0.8584905660377359	0	0.8313253012048193	0.8825622775800712	0.006148080660252121	0.6708148991083941	0.016305213959592574	0.8392633120664005	0.02163964741218367	1.1262214944528368	-1.1787185157529636	0.12503513644977496	-0.009537636540764118	0.23632219700957188	0.33663366336633666	1
28600	-5008.892022771941	-197.14418868463918	-4811.747834087302	0.8679245283018868	0	0.8433734939759037	0.8896797153024911	0.005144312206498587	0.6717229055243614	0.011874649985142337	0.837560433676699	0.019461505846197328	1.1579318744041092	-1.1850615101113058	0.10858269739153686	-0.010716060841899073	0.23571403660891424	0.36633663366336633	1
28800	-5008.227805145913	-195.82376450387144	-4812.404040642042	0.8603773584905661	0	0.8433734939759037	0.8754448398576512	0.005642793275858498	0.6711406847602069	0.010980476385793785	0.8437609367366083	0.014372662858736266	1.179783304427549	-1.247260449655678	0.07457314037192943	-0.01107518530525939	0.23631766923192352	0.42574257425742573	1
29000	-5014.230166837445	-202.32909325743924	-4811.901073580006	0.8603773584905661	0	0.8032128514056225	0.9110320284697508	0.005733218053164846	0.670969325219334	0.010538733950143103	0.8419250273890282	-0.008529310555925441	1.1875314174229783	-1.1629393352982744	0.1093094515823975	-0.010649673125641988	0.23810615674648072	0.4158415841584158	1
29200	-5018.841929898681	-203.0533982154916	-4815.788531683189	0.8641509433962264	0	0.8112449799196787	0.9110320284697508	0.005375471197296634	0.6726353489530136	0.012097244936157414	0.8454322316969252	-0.02698275254716606	1.151513632573783	-1.1584408676187574	0.09016770226583821	-0.010618121910430295	0.2383765161087434	0.36633663366336633	1
29400	-5023.624755886753	-200.0455710974539	-4823.579184789299	0.8584905660377359	0	0.8514056224899599	0.8647686832740213	0.0054910166610958825	0.6756803735649649	0.013770625161123502	0.8463446425731195	-0.02496144008610983	1.1746681670114225	-1.1895919723926862	0.10576481133868479	-0.01090486696022613	0.23857659402569667	0.37623762376237624	1
29600	-5025.553723045139	-201.9788997953043	-4823.5748232498345	0.8603773584905661	0	0.8273092369477911	0.8896797153024911	0.005204267609241305	0.6755900282025952	0.013770625161123502	0.8463446425731195	-0.010126947212127828	1.1755229494305797	-1.1641149262412027	0.07822125936197574	-0.011500355774046844	0.24026909077756375	0.297029702970297	1
29800	-5025.878078269006	-195.85199356966623	-4830.026084699341	0.8641509433962264	0	0.8393574297188755	0.8861209964412812	0.004238394049950546	0.6771555495625113	0.014449624081451905	0.8556009086249804	-0.032713979631031995	1.2081859767491883	-1.2234722606480988	0.07270922810225877	-0.011501702550446925	0.24011466703685935	0.36633663366336633	1
30000	-5025.78220073261	-193.97336547032546	-4831.808835262284	0.8641509433962264	0	0.8473895582329317	0.8790035587188612	0.004774175522447907	0.6783250889466963	0.015873315925198736	0.8508667622666422	-0.010737998659328054	1.217906873033613	-1.2098383851168144	0.08776375227209214	-0.010973160698342073	0.2396361389833122	0.38613861386138615	1
30200	-5027.6712504889565	-193.1221924474464	-4834.54905804151	0.8660377358490566	0	0.8353413654618473	0.8932384341637011	0.004423676675104143	0.6793049392434839	0.015901970671036568	0.8512246971590107	-0.0192883898045512	1.2278467446598071	-1.2255731467299142	0.05162554673566547	-0.01165817036123825	0.2407273139714567	0.32673267326732675	1
30400	-5028.447566529832	-192.74311507561998	-4835.704451454212	0.8603773584905661	0	0.8634538152610441	0.8576512455516014	0.005282396328552633	0.6793617921118837	0.018977930572283926	0.8549827099759643	-0.0309293080950838	1.2332220208842983	-1.2669416173179175	0.06357877556925946	-0.011573798572904893	0.2405204322538998	0.3465346534653465	1
30600	-5029.06913847443	-191.39674855912517	-4837.672389915305	0.8716981132075472	0	0.8514056224899599	0.8896797153024911	0.005972649723132081	0.6796570586966566	0.02166419475438328	0.8647526166413116	-0.0670413106726216	1.1878087806108675	-1.32532978538175	0.10529157836441858	-0.010658375388233403	0.23991821646308473	0.42574257425742573	1
30800	-5030.910772051179	-193.17439181430177	-4837.736380236877	0.8566037735849057	0	0.8554216867469879	0.8576512455516014	0.0061515259942070905	0.6796910682578844	0.022350786677333985	0.8653965138569111	-0.0710143574169876	1.1803442450878079	-1.3345272311779486	0.16174547049520396	-0.009490494825623697	0.2397008546465908	0.297029702970297	1
31000	-5031.293755146435	-193.51528427607724	-4837.7784708703575	0.8641509433962264	0	0.8433734939759037	0.8825622775800712	0.00465812795044805	0.679849675950467	0.022694076217212346	0.8677777464981199	-0.061365708480483	1.130821737018103	-1.3738055430538219	0.1632441461891018	-0.009208234962243213	0.2407741948938123	0.36633663366336633	1
31200	-5038.636819417752	-192.13354568825457	-4846.503273729498	0.8735849056603774	0	0.8152610441767069	0.9252669039145908	0.0035703069089717313	0.6830477881700863	0.019028305562942313	0.8739235650351338	-0.03397316797511043	1.128536210508086	-1.3574244493528838	0.1466889163131966	-0.010230095850032268	0.24058485986409836	0.3465346534653465	1
31400	-5036.973514782485	-189.5496212675498	-4847.423893514935	0.8641509433962264	0	0.8393574297188755	0.8861209964412812	0.0031857796677698057	0.6845975949516987	0.015218018371427135	0.8613400204804149	-0.019890519075881685	1.1403116704250045	-1.298484574336178	0.12659367127396898	-0.010272609196950208	0.24090633568960168	0.31683168316831684	1
31600	-5037.016045454794	-188.72360692509076	-4848.292438529703	0.8547169811320755	0	0.8393574297188755	0.8683274021352313	0.0035353967236018023	0.6851968403702327	0.018981890795187542	0.8582307186547212	-0.004089086593565821	1.1401139348460414	-1.3735412712431976	0.1603545029622713	-0.010416005053407286	0.24127583528697608	0.3465346534653465	1
31800	-5039.720054378467	-189.84337744782437	-4849.876676930642	0.8754716981132076	0	0.8594377510040161	0.8896797153024911	0.0032807995622328627	0.685920360907129	0.02248249475272033	0.8604781240324682	0.05098088851913736	1.100286059840797	-1.3888266920945316	0.2218707610209142	-0.009969417721117525	0.24208936529144318	0.42574257425742573	1
32000	-5039.596416358241	-187.057353321042	-4852.539063037199	0.8679245283018868	0	0.8273092369477911	0.9039145907473309	0.004045266201743166	0.687022178558663	0.0220355515066123	0.8580463603080841	0.04962236851138088	1.117675065193567	-1.4598103337657855	0.2216694214301258	-0.009746912690668939	0.2433604432869068	0.43564356435643564	1
32200	-5043.68528444798	-190.29059525677573	-4853.394689191205	0.8660377358490566	0	0.8273092369477911	0.900355871886121	0.003048306610045827	0.6873924157414496	0.02424913243278457	0.8588245097345127	0.053113952245892625	1.105870578863275	-1.4879496794010532	0.1970282631073686	-0.009386952500084629	0.24339956317407588	0.40594059405940597	1
32400	-5046.330232150028	-193.43398587825175	-4852.896246271776	0.8622641509433963	0	0.7911646586345381	0.9252669039145908	0.0018980127290727734	0.6873912682454062	0.021028213491202263	0.8584251259494594	0.07790829783078107	1.0878052426181672	-1.460915782516552	0.17490136508249976	-0.007848542396340382	0.24341843177856337	0.39603960396039606	1
32600	-5048.148718908739	-191.826095795667	-4856.322623113072	0.8716981132075472	0	0.8433734939759037	0.896797153024911	0.0012098799657456532	0.6888854605129555	0.017000911652086437	0.8579166341574893	0.11660672399388133	1.080485795827219	-1.4750333160032871	0.17923966753233758	-0.007992347698658026	0.24414017682194386	0.2376237623762376	1
32800	-5053.285171106538	-189.7937881919966	-4863.491382914541	0.8622641509433963	0	0.8554216867469879	0.8683274021352313	0.0006782793282675416	0.6920899169164578	0.013926405784653028	0.8555890226176984	0.10641189340063989	1.0839088164746316	-1.5050145624183977	0.17224708445846973	-0.007641901678867561	0.24447357341651393	0.33663366336633666	1
33000	-5059.867782628849	-192.85889984466888	-4867.008882784181	0.8773584905660378	0	0.8313253012048193	0.9181494661921709	0.0011722351315703581	0.6934572583102886	0.015134672872704714	0.8557916305368367	0.09618255941198298	1.0893261683604962	-1.4581847726661783	0.19252257478919627	-0.0070543663501990055	0.24596173545709352	0.42574257425742573	1
33200	-5060.298020148649	-194.14014484791673	-4866.1578753007325	0.8660377358490566	0	0.8393574297188755	0.8896797153024911	0.001989671799947967	0.6938261778538145	0.011970228263514807	0.8462122554065763	0.08851014183599754	1.1058819160284288	-1.4664558041521278	0.15080196817722907	-0.006291938532607925	0.2468041375810422	0.43564356435643564	1
33400	-5064.846763937208	-193.3830167745614	-4871.4637471626465	0.8603773584905661	0	0.8433734939759037	0.8754448398576512	0.002914385541919632	0.6950440922789305	0.007858085481242496	0.8581431701357628	0.11677806138737006	1.091551796058884	-1.4410176180815746	0.17787080685043336	-0.005451613259973889	0.24676971459811928	0.42574257425742573	1
33600	-5065.903277198686	-193.4850004873574	-4872.418276711328	0.8584905660377359	0	0.8514056224899599	0.8647686832740213	0.0016342467166701124	0.6963547723001565	0.008194410884084178	0.8493941892725726	0.12380670001526302	1.0798771980059385	-1.438990102835119	0.23335697149595896	-0.004659162263021632	0.24691761212325886	0.31683168316831684	1
