species	max_age	min_age	lat	lon	family	mean_age	source	kingdom	citation
Geomys	0.126	0.0117	28.799999	-82.199997	Geomyidae	0.06885	pbdb	Animalia	S. D. Webb. 1974. Chronology of Florida Pleistocene mammals.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Geomys	1.8	0.3	28.799168	-82.070274	Geomyidae	1.05	pbdb	Animalia	R. A. Martin. 1974. Fossil mammals from the Coleman IIA fauna, Sumter County.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Geomys	0.126	0.0117	29.799999	-82.099998	Geomyidae	0.06885	pbdb	Animalia	S. D. Webb. 1974. Chronology of Florida Pleistocene mammals.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Geomys	0.126	0.0117	29.407499	-82.476387	Geomyidae	0.06885	pbdb	Animalia	R. A. Martin and S. D. Webb. 1974. Late Pleistocene mammals from the Devil's Den Fauna, Levy County.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Geomys	0.126	0.0117	29.683332	-82.566666	Geomyidae	0.06885	pbdb	Animalia	R. A. Martin. 1978. A new Late Pleistocene Conepatus and associated vertebrate fauna from Florida. Journal of Paleontology 52(5):1079-1085
Geomys	1.8	0.3	27.9	-81.800003	Geomyidae	1.05	pbdb	Animalia	G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)
Geomys	0.3	0.012	29.1	-82.300003	Geomyidae	0.156	pbdb	Animalia	S. D. Webb and K. T. Wilkins. 1984. Carnegie Museum of Natural History Special Publication 8
Geomys	1.8	0.3	29.799999	-82.099998	Geomyidae	1.05	pbdb	Animalia	G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)
Geomys	4.9	1.8	41.400002	-102.400002	Geomyidae	3.35	pbdb	Animalia	C. B. Schultz and T. M. Stout. 1948. Pleistocene of the Great Plains. Geological Society America Bulletin 59:553-588
Geomys	4.9	1.8	42.0	-101.0	Geomyidae	3.35	pbdb	Animalia	L. D. Martin and C. B. Schultz. 1985. Small mammals of the Seneca and Sappa Local Faunas (post-Ogallala of Nebraska). Institute for Teriary-Quaternary Studies, TER-QUA Symposium Series 1:163-179
Geomys	4.9	1.8	41.700001	-103.099998	Geomyidae	3.35	pbdb	Animalia	C. B. Schultz and T. M. Stout. 1948. Pleistocene of the Great Plains. Geological Society America Bulletin 59:553-588
Geomys	4.9	1.8	37.200001	-100.300003	Geomyidae	3.35	pbdb	Animalia	C. W. Hibbard. 1956. Vertebrate fossils from the Meade Formation of southwestern Kansas. Papers of the Michigan Academy of Science, Arts, and Letters 41(41):145-203
Geomys	4.9	1.8	42.700001	-100.0	Geomyidae	3.35	pbdb	Animalia	P. O. McGrew. 1944. An Early Pleistocene (Blancan) fauna from Nebraska. Geological Series, Field Museum of Natural History 9(2):31-66
Geomys	1.8	0.3	40.200001	-99.400002	Geomyidae	1.05	pbdb	Animalia	L. D. Martin and C. B. Schultz. 1985. Small mammals of the Seneca and Sappa Local Faunas (post-Ogallala of Nebraska). Institute for Teriary-Quaternary Studies, TER-QUA Symposium Series 1:163-179
Geomys	1.8	0.3	34.5	-101.699997	Geomyidae	1.05	pbdb	Animalia	W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas 
Geomys	1.8	0.3	39.0	-98.199997	Geomyidae	1.05	pbdb	Animalia	R. J. Zakrzewski and K. K. Kolb. 1982. Transactions of the Kansas Academy of Sciences 85(4)
Geomys	1.8	0.3	33.75	-99.5	Geomyidae	1.05	pbdb	Animalia	C. W. Hibbard and W. W. Dalquest. 1966. Contributions from the Museum of Paleontology, University of Michigan 21(1)
Geomys	1.8	0.3	38.900002	-98.800003	Geomyidae	1.05	pbdb	Animalia	R. J. Zakrzewski and K. K. Kolb. 1982. Transactions of the Kansas Academy of Sciences 85(4)
Geomys	1.8	0.3	37.200001	-100.300003	Geomyidae	1.05	pbdb	Animalia	R. E. Eshelman and C. W. Hibbard. 1981. Contr Mus Paleo Univ Mich 25(16)
Geomys	1.8	0.3	37.200001	-100.300003	Geomyidae	1.05	pbdb	Animalia	G. R. Paulson. 1961. Papers of the Michigan Academy of Science, Arts, and Letters 46
Geomys	1.8	0.3	34.5	-101.300003	Geomyidae	1.05	pbdb	Animalia	W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas 
Geomys	1.8	0.3	39.0	-99.900002	Geomyidae	1.05	pbdb	Animalia	R. J. Zakrzewski and K. K. Kolb. 1982. Transactions of the Kansas Academy of Sciences 85(4)
Geomys	1.8	0.3	35.0	-101.900002	Geomyidae	1.05	pbdb	Animalia	W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas 
Geomys	1.8	0.3	33.799999	-99.699997	Geomyidae	1.05	pbdb	Animalia	W. W. Dalquest and R. M. Carpenter. 1988. Early Pleistocene (Irvingtonian) mammals from the Seymour Formation, Knox and Baylor Counties, Texas, exclusive of Camelidae. Occasional Papers, Museum, Texas Tech University 124
Geomys	1.8	0.3	35.0	-101.900002	Geomyidae	1.05	pbdb	Animalia	W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas 
Geomys	4.9	1.8	37.200001	-100.300003	Geomyidae	3.35	pbdb	Animalia	C. W. Hibbard. 1956. Vertebrate fossils from the Meade Formation of southwestern Kansas. Papers of the Michigan Academy of Science, Arts, and Letters 41(41):145-203
Geomys	1.8	0.3	37.200001	-100.300003	Geomyidae	1.05	pbdb	Animalia	R. E. Eshelman and C. W. Hibbard. 1981. Contr Mus Paleo Univ Mich 25(16)
Gomphotherium	2.588	0.0117	30.566668	-96.416664	Gomphotheriidae	1.29985	pbdb	Animalia	O. P. Hay. 1916. Descriptions of some fossil vertebrates found in Texas. Bulletin of the University of Texas 71:3-24
Gomphotherium	13.6	10.3	34.799999	-117.0	Gomphotheriidae	11.95	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Gomphotherium	13.6	10.3	37.814999	-121.910004	Gomphotheriidae	11.95	pbdb	Animalia	D. E. Savage. 1955. University of California Publications in Geological Sciences 31(1)
Gomphotherium	15.97	13.6	30.745556	-95.212502	Gomphotheriidae	14.785	pbdb	Animalia	J. Alroy. 2003. Synonymies and reidentifications of North American fossil mammals. 
Gomphotherium	15.97	13.82	38.504166	-76.505836	Gomphotheriidae	14.895	pbdb	Animalia	C. L. Gazin and R. L. Collins. 1950. Remains of land mammals from the Miocene of the Miocene of the Chesapeake Bay Region. Smithsonian Miscellaneous Collections 116(2):1-21
Gomphotherium	13.6	10.3	35.0	-100.800003	Gomphotheriidae	11.95	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Gomphotherium	13.6	10.3	43.200001	-99.800003	Gomphotheriidae	11.95	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Gomphotherium	15.97	13.6	27.9	-81.800003	Gomphotheriidae	14.785	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Gomphotherium	15.97	13.6	36.5	-107.0	Gomphotheriidae	14.785	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Gomphotherium	15.97	13.6	30.5	-95.0	Gomphotheriidae	14.785	pbdb	Animalia	H. Tobien. 1973. On the Evolution of Mastodonts (Proboscidea, Mammalia); Part 1, The bunodont trilophodont Groups. Notizblatt des Hessischen Landesamtes fuer Bodenforschung zu Wiesbaden 101:202-276
Gomphotherium	13.6	10.3	41.0	-115.5	Gomphotheriidae	11.95	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Gomphotherium	13.82	11.62	38.400002	-76.5	Gomphotheriidae	12.719999999999999	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Gomphotherium	15.97	13.6	38.400002	-76.5	Gomphotheriidae	14.785	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Gomphotherium	13.6	10.3	42.799999	-100.800003	Gomphotheriidae	11.95	pbdb	Animalia	E. H. Barbour. 1914. Nebraska Geological Survey 4(14)
Gomphotherium	15.97	13.6	35.5	-106.199997	Gomphotheriidae	14.785	pbdb	Animalia	R. H. Tedford and S. F. Barghoorn. 1993. New Mexico Museum of Natural History Bulletin 2
Hypolagus	4.9	0.3	32.578499	-109.4842	Leporidae	2.6	pbdb	Animalia	J. A. White. 1991. North American Leporinae (Mammalia: Lagomorpha) from late Miocene (Clarendonian) to latest Pliocene (Blancan). Journal of Vertebrate Paleontology 11(1):67-89
Hypolagus	4.9	1.8	33.0	-109.599998	Leporidae	3.35	pbdb	Animalia	T. Galusha and Et al. 1984. Biostratigraphy and magnetostratigraphy, late Pliocene rocks, 111 Ranch, Arizona. Geological Society America Bulletin 95
Hypolagus	13.6	10.3	35.299999	-118.5	Leporidae	11.95	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	4.9	1.8	32.616669	-117.0	Leporidae	3.35	pbdb	Animalia	J. Alroy. 2003. Synonymies and reidentifications of North American fossil mammals. 
Hypolagus	4.9	1.8	47.0	-118.5	Leporidae	3.35	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	4.9	1.8	42.799999	-114.900002	Leporidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Hypolagus	4.9	1.8	33.900002	-117.0	Leporidae	3.35	pbdb	Animalia	L. B. Albright. 1999. University of California Publications in Geological Sciences 144:1-121
Hypolagus	4.9	1.8	33.599998	-117.800003	Leporidae	3.35	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	4.9	1.8	43.0	-115.699997	Leporidae	3.35	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	4.9	1.8	35.400002	-102.5	Leporidae	3.35	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	4.9	1.8	42.799999	-114.900002	Leporidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Hypolagus	4.9	1.8	32.616669	-117.0	Leporidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Hypolagus	4.9	1.8	32.900002	-117.099998	Leporidae	3.35	pbdb	Animalia	M. L. Cassiliano. 1999. Biostratigraphy of Blancan and Irvingtonian mammals in the Fish Creek-Vallecito Creek section, southern California, and a review of the Blancan-Irvingtonian boundary. Journal of Vertebrate Paleontology 19(1):169-186
Hypolagus	4.9	1.8	34.0	-118.199997	Leporidae	3.35	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	4.9	1.8	35.900002	-120.0	Leporidae	3.35	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	4.9	1.8	37.799999	-114.300003	Leporidae	3.35	pbdb	Animalia	R. E. Reynolds and E. H. Lindsay. 1999. Utah Geological Survey Miscellaneous Publication 99-1:469-478
Hypolagus	4.9	1.8	33.900002	-117.0	Leporidae	3.35	pbdb	Animalia	A. F. Pajak, iii, E. Scott, and C. J. Bell. 1996. A review of the biostratigraphy of Pliocene and Pleistocene sediments in the Elsinore Fault Zone, Riverside County, California. PaleoBios 17(2-4):28-49
Hypolagus	4.9	1.8	33.900002	-117.0	Leporidae	3.35	pbdb	Animalia	A. F. Pajak, iii, E. Scott, and C. J. Bell. 1996. A review of the biostratigraphy of Pliocene and Pleistocene sediments in the Elsinore Fault Zone, Riverside County, California. PaleoBios 17(2-4):28-49
Hypolagus	4.9	1.8	33.900002	-117.0	Leporidae	3.35	pbdb	Animalia	A. F. Pajak, iii, E. Scott, and C. J. Bell. 1996. A review of the biostratigraphy of Pliocene and Pleistocene sediments in the Elsinore Fault Zone, Riverside County, California. PaleoBios 17(2-4):28-49
Hypolagus	4.9	1.8	32.900002	-117.099998	Leporidae	3.35	pbdb	Animalia	M. L. Cassiliano. 1999. Biostratigraphy of Blancan and Irvingtonian mammals in the Fish Creek-Vallecito Creek section, southern California, and a review of the Blancan-Irvingtonian boundary. Journal of Vertebrate Paleontology 19(1):169-186
Hypolagus	4.9	1.8	36.0	-116.25	Leporidae	3.35	pbdb	Animalia	D. P. Whistler and S. D. Webb. 2005. New goatlike camelid from the Late Pliocene of Tecopa Lake Basin, California. Contributions in Science, Natural History Museum of Los Angeles County 503:1-40
Hypolagus	4.9	1.8	35.299999	-118.5	Leporidae	3.35	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	13.6	10.3	37.956669	-118.031944	Leporidae	11.95	pbdb	Animalia	J. B. Clark, M. R. Dawson, and A. E. Wood. 1964. Fossil mammals from the lower Pliocene of Fish Lake Valley, Nevada. Bulletin of the Museum of Comparative Zoology 131(2)
Hypolagus	13.6	10.3	34.799999	-117.0	Leporidae	11.95	pbdb	Animalia	M. R. Dawson. 1958. University of Kansas Paleontological Contributions Vertebrata 6
Hypolagus	15.97	13.6	34.799999	-117.0	Leporidae	14.785	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	15.97	13.6	34.799999	-117.0	Leporidae	14.785	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	15.97	13.6	34.799999	-117.0	Leporidae	14.785	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	15.97	13.6	34.799999	-117.0	Leporidae	14.785	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	15.97	13.6	34.799999	-117.0	Leporidae	14.785	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	15.97	13.6	42.783333	-100.033333	Leporidae	14.785	pbdb	Animalia	M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains 
Hypolagus	15.97	13.6	34.799999	-117.0	Leporidae	14.785	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Hypolagus	15.97	13.6	34.799999	-117.0	Leporidae	14.785	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	15.97	13.6	34.799999	-117.0	Leporidae	14.785	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	15.97	13.6	34.799999	-117.0	Leporidae	14.785	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	13.6	10.3	42.700001	-100.0	Leporidae	11.95	pbdb	Animalia	M. F. Skinner and F. W. Johnson. 1984. Tertiary stratigraphy and the Frick Collection of fossil vertebrates from north-central Nebraska. Bulletin of the American Museum of Natural History 178(3):1-368
Hypolagus	15.97	13.6	34.799999	-117.0	Leporidae	14.785	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	15.97	13.6	34.799999	-117.0	Leporidae	14.785	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	15.97	13.6	42.799999	-100.800003	Leporidae	14.785	pbdb	Animalia	M. R. Voorhies and C. L. Timperley. 1997. A New Pronotolagus (Lagomorpha: Leporidae) and Other Leporids from the Valentine Railway Quarries (Barstovian, Nebraska), and the Archaeolagine-Leporine Transition. Journal of Vertebrate Paleontology 17(4):725-737
Hypolagus	15.97	13.6	42.799999	-100.800003	Leporidae	14.785	pbdb	Animalia	M. R. Voorhies and C. L. Timperley. 1997. A New Pronotolagus (Lagomorpha: Leporidae) and Other Leporids from the Valentine Railway Quarries (Barstovian, Nebraska), and the Archaeolagine-Leporine Transition. Journal of Vertebrate Paleontology 17(4):725-737
Hypolagus	15.97	13.6	42.599998	-98.0	Leporidae	14.785	pbdb	Animalia	M. R. Voorhies. 1969. Taphonomy and population dynamics of an Early Pliocene vertebrate fauna, Know County, Nebraska. University of Wyoming Contributions to Geology Special Paper 1:1-69
Hypolagus	13.6	10.3	39.5	-118.5	Leporidae	11.95	pbdb	Animalia	T. S. Kelly. 1995. Bulletin of the Southern California Academy of Sciences 94(3):213-217
Hypolagus	13.6	10.3	42.700001	-100.0	Leporidae	11.95	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	15.97	13.6	42.799999	-100.800003	Leporidae	14.785	pbdb	Animalia	M. R. Voorhies and C. L. Timperley. 1997. A New Pronotolagus (Lagomorpha: Leporidae) and Other Leporids from the Valentine Railway Quarries (Barstovian, Nebraska), and the Archaeolagine-Leporine Transition. Journal of Vertebrate Paleontology 17(4):725-737
Hypolagus	15.97	13.6	34.799999	-117.0	Leporidae	14.785	pbdb	Animalia	J. A. White. 1988. The Archaeolaginae (Mammalia, Lagomorpha) of North America, Excluding Archaeolagus and Panolax. Journal of Vertebrate Paleontology 7(4):425-450
Hypolagus	13.6	10.3	33.700001	-101.5	Leporidae	11.95	pbdb	Animalia	D. A. Winkler. 1990. Sedimentary Facies and Biochronology of the Upper Tertiary Ogallala Group, Blanco and Yellow House Canyons, Texas Panhandle.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains 
Hypolagus	13.6	10.3	43.200001	-101.800003	Leporidae	11.95	pbdb	Animalia	M. R. Dawson. 1958. University of Kansas Paleontological Contributions Vertebrata 6
Hypolagus	13.6	10.3	43.599998	-117.5	Leporidae	11.95	pbdb	Animalia	J. A. Shotwell. 1970. Pliocene mammals of southeast Oregon and adjacent Idaho. Bulletin of the Museum of Natural History, University of Oregon 17:1-103
