species	max_age	min_age	lat	lon	family	mean_age	rounded_ages
Odocoileus	0.0	0.0	37.741362	-119.59643600000001	0.0	0.0	0.0021
Odocoileus	0.0	0.0	38.017593	-77.920852	0.0	0.0	0.0021
Odocoileus	0.0	0.0	44.540493	-73.115898	0.0	0.0	0.0021
Odocoileus	0.0	0.0	45.215037	-112.60249499999999	0.0	0.0	0.0021
Odocoileus	0.0	0.0	45.151058	-112.62313799999998	0.0	0.0	0.0021
Odocoileus	0.0	0.0	38.618076	-121.308714	0.0	0.0	0.0021
Odocoileus	0.0	0.0	42.993128999999996	-72.54115300000002	0.0	0.0	0.0021
Odocoileus	0.0	0.0	32.949757	-105.747326	0.0	0.0	0.0021
Odocoileus	0.0	0.0	41.98057	-87.73904300000002	0.0	0.0	0.0021
Odocoileus	0.0	0.0	42.9436	-72.667495	0.0	0.0	0.0021
Odocoileus	0.0	0.0	27.553525	-81.532883	0.0	0.0	0.0021
Odocoileus	0.0	0.0	33.069928000000004	-96.94339699999999	0.0	0.0	0.0021
Odocoileus	0.0	0.0	42.816531	-112.408626	0.0	0.0	0.0021
Odocoileus	0.0	0.0	30.140859999999996	-97.459385	0.0	0.0	0.0021
Odocoileus	0.0	0.0	29.888278000000003	-96.87679200000001	0.0	0.0	0.0021
Odocoileus	0.0	0.0	32.948928	-105.748088	0.0	0.0	0.0021
Odocoileus	0.0	0.0	31.722374	-89.334673	0.0	0.0	0.0021
Odocoileus	0.0	0.0	31.739625	-86.29103	0.0	0.0	0.0021
Odocoileus	0.0	0.0	38.235176	-120.37136799999999	0.0	0.0	0.0021
Odocoileus	0.0	0.0	28.061326	-97.87918	0.0	0.0	0.0021
Odocoileus	0.0	0.0	27.570826	-99.43474599999999	0.0	0.0	0.0021
Odocoileus	0.0	0.0	32.670193	-80.26753199999997	0.0	0.0	0.0021
Odocoileus	0.0	0.0	34.150405	-82.017259	0.0	0.0	0.0021
Odocoileus	0.0	0.0	37.504527	-122.318196	0.0	0.0	0.0021
Odocoileus	0.0	0.0	37.599271	-122.221451	0.0	0.0	0.0021
Odocoileus	0.0	0.0	30.235402	-97.642394	0.0	0.0	0.0021
Odocoileus	0.0	0.0	32.705006	-116.520233	0.0	0.0	0.0021
Odocoileus	0.0	0.0	30.59235300000001	-98.394114	0.0	0.0	0.0021
Odocoileus	0.0	0.0	39.91630900000001	-105.273721	0.0	0.0	0.0021
Odocoileus	0.0	0.0	28.355760999999998	-81.36950999999998	0.0	0.0	0.0021
Odocoileus	0.0	0.0	30.084069	-95.694923	0.0	0.0	0.0021
Odocoileus	0.0	0.0	38.619153999999995	-121.30886799999999	0.0	0.0	0.0021
Odocoileus	0.0	0.0	41.901146000000004	-74.188443	0.0	0.0	0.0021
Odocoileus	0.0	0.0	29.557131	-98.45088299999999	0.0	0.0	0.0021
Odocoileus	0.0	0.0	35.80710300000001	-77.378856	0.0	0.0	0.0021
Odocoileus	0.0	0.0	40.704103	-74.314514	0.0	0.0	0.0021
Odocoileus	0.0	0.0	43.192902000000004	-89.183199	0.0	0.0	0.0021
Odocoileus	0.0	0.0	36.632540999999996	-121.932852	0.0	0.0	0.0021
Odocoileus	0.0	0.0	32.941023	-105.810472	0.0	0.0	0.0021
Odocoileus	0.0	0.0	29.34495900000001	-98.283925	0.0	0.0	0.0021
Odocoileus	0.0	0.0	37.704856	-109.15626599999999	0.0	0.0	0.0021
Odocoileus	0.0	0.0	37.47075	-122.28577	0.0	0.0	0.0021
Odocoileus	0.0	0.0	37.075963	-121.466489	0.0	0.0	0.0021
Odocoileus	0.0	0.0	37.46738	-122.281419	0.0	0.0	0.0021
Odocoileus	0.0	0.0	43.797779	-72.256584	0.0	0.0	0.0021
Odocoileus	0.0	0.0	38.616298	-121.30997099999999	0.0	0.0	0.0021
Odocoileus	0.0	0.0	38.618933	-121.309146	0.0	0.0	0.0021
Odocoileus	0.0	0.0	32.970290999999996	-105.734784	0.0	0.0	0.0021
Odocoileus	0.0	0.0	33.50804	-117.579994	0.0	0.0	0.0021
Odocoileus	0.0	0.0	39.918734	-105.26661499999999	0.0	0.0	0.0021
Odocoileus	0.0	0.0	42.611202	-71.574515	0.0	0.0	0.0021
