index	Latitude	Longitude	Age.Max	Age.Min	mean_age	age_bin	paleolat	paleolon	Openness
974	79.88	-99.05	3.1	2.9	3.0	3	79.99	-97.72	Closed
989	43.68	-115.83200000000001	12.0	10.0	11.0	11	43.6	-112.12	Open
993	44.31399999999999	-123.29700000000001	11.6	7.25	9.425	9	44.2	-120.25	Closed
997	38.7	-75.7	3.6	2.6	3.1	3	38.75	-75.03	Closed
998	36.7	-76.3	3.6	2.6	3.1	3	36.75	-75.64	Closed
999	36.3	-76.7	3.6	2.6	3.1	3	36.35	-76.04	Closed
1000	37.2	-76.5	5.3	2.6	3.95	4	37.27	-75.62	Closed
1001	36.95	-76.6	5.3	2.6	3.95	4	37.02	-75.72	Closed
1002	38.67	-75.3	11.6	5.3	8.45	8	38.79	-73.51	Closed
1003	38.7	-76.8	11.6	5.3	8.45	8	38.83	-75.01	Closed
1004	38.8	-75.4	11.6	5.3	8.45	8	38.92	-73.6	Closed
1005	39.2	-75.5	11.6	5.3	8.45	8	39.32	-73.7	Closed
1006	38.0	-76.5	12.0	9.0	10.5	10	38.15	-74.27	Closed
1008	39.2	-75.5	16.0	11.6	13.8	14	39.37	-72.39	Closed
1009	39.8	-76.0	12.0	9.0	10.5	10	39.95	-73.74	Closed
1011	43.08	-99.83	13.6	10.3	11.95	12	43.53	-97.18	Open
1014	43.08	-101.75	13.6	10.3	11.95	12	43.55	-99.11	Open
1017	43.17	-101.66	13.6	10.3	11.95	12	43.64	-99.02	Open
1019	43.12	-101.75	13.6	10.3	11.95	12	43.59	-99.11	Open
1023	43.12	-102.0	13.6	10.3	11.95	12	43.59	-99.37	Open
1024	43.08	-102.0	13.6	10.3	11.95	12	43.55	-99.37	Open
1027	43.08	-99.8	13.6	10.3	11.95	12	43.53	-97.15	Open
1028	43.06	-99.8	13.6	10.3	11.95	12	43.51	-97.15	Open
1032	43.12	-101.7	13.6	10.3	11.95	12	43.59	-99.06	Open
1034	43.12	-101.8	13.6	10.3	11.95	12	43.59	-99.16	Open
1036	42.8	-100.0	13.6	10.3	11.95	12	43.25	-97.36	Open
1038	42.8	-99.8	13.6	10.3	11.95	12	43.25	-97.16	Open
1039	42.73	-99.75	13.6	10.3	11.95	12	43.18	-97.11	Open
1040	42.8	-100.05	13.6	10.3	11.95	12	43.25	-97.41	Open
1042	42.98	-100.9	13.6	10.3	11.95	12	43.44	-98.26	Open
1043	43.2	-101.33	13.6	10.3	11.95	12	43.67	-98.69	Open
1044	42.85	-100.5	13.6	10.3	11.95	12	43.31	-97.86	Open
1045	42.81	-101.75	13.6	10.3	11.95	12	43.28	-99.12	Open
1047	42.87	-101.45	13.6	10.3	11.95	12	43.34	-98.82	Open
1048	42.67	-99.75	13.6	10.3	11.95	12	43.12	-97.11	Open
1049	42.72	-99.75	13.6	10.3	11.95	12	43.17	-97.11	Open
1050	42.68	-100.83	13.6	10.3	11.95	12	43.14	-98.2	Open
1053	42.81	-100.9	13.6	10.3	11.95	12	43.27	-98.26	Open
1054	42.67	-100.83	13.6	10.3	11.95	12	43.13	-98.2	Open
1056	42.67	-100.85	13.6	10.3	11.95	12	43.13	-98.22	Open
1057	42.81	-101.09	13.6	10.3	11.95	12	43.27	-98.46	Open
1058	43.25	-99.4	13.6	10.3	11.95	12	43.7	-96.74	Open
1059	42.9	-100.55	13.6	10.3	11.95	12	43.36	-97.91	Open
1060	42.65	-99.78	13.6	10.3	11.95	12	43.1	-97.14	Open
1061	42.55	-99.73	13.6	10.3	11.95	12	43.0	-97.09	Open
1062	64.0	-148.5	23.0	16.0	19.5	20	65.36	-144.77	Closed
1064	63.86	-149.02	23.0	11.6	17.3	17	65.0	-145.9	Closed
1067	64.0	-148.5	16.0	11.6	13.8	14	64.91	-145.92	Closed
1068	64.0	-148.5	8.5	7.7	8.1	8	64.49	-147.04	Closed
1072	33.78	-118.26100000000001	16.3	10.3	13.3	13	33.13	-114.18	Open
1109	44.97	-117.52	16.0	11.6	13.8	14	44.87	-112.83	Closed
1115	39.4	-100.93	7.0	6.0	6.5	6	39.64	-99.64	Open
1116	54.023	-131.79399999999998	6.6	5.3	5.95	6	54.36	-130.59	Closed
1118	31.846999999999998	-91.656	8.68	8.68	8.68	9	32.13	-89.77	Closed
1122	44.7956666666667	-113.244777777778	21.5710042378119	21.5710042378119	21.5710042378119	22	45.57	-107.89	Open
1123	44.7956666666667	-113.244777777778	21.4994732469136	21.4994732469136	21.4994732469136	21	45.55	-108.17	Open
1124	44.7956666666667	-113.244777777778	21.3139353332455	21.3139353332455	21.3139353332455	21	45.55	-108.17	Open
1125	44.7956666666667	-113.244777777778	20.9786223283083	20.9786223283083	20.9786223283083	21	45.55	-108.17	Open
1126	44.809361111111095	-113.27172222222201	20.7272895620407	20.7272895620407	20.7272895620407	21	45.57	-108.2	Open
1127	44.8104166666667	-113.25816666666701	19.4403223895053	19.4403223895053	19.4403223895053	19	45.5	-108.71	Open
1128	44.8104166666667	-113.25816666666701	19.407551163955397	19.407551163955397	19.407551163955397	19	45.5	-108.71	Open
1129	44.8104166666667	-113.25816666666701	19.3565573340517	19.3565573340517	19.3565573340517	19	45.5	-108.71	Open
1130	44.8109166666667	-113.259388888889	18.927170944499	18.927170944499	18.927170944499	19	45.51	-108.71	Open
1131	44.8028611111111	-113.245583333333	18.839058018301397	18.839058018301397	18.839058018301397	19	45.5	-108.69	Open
1132	44.8028611111111	-113.245583333333	18.720305654949602	18.720305654949602	18.720305654949602	19	45.5	-108.69	Open
1133	44.8028611111111	-113.245583333333	18.454473521679102	18.454473521679102	18.454473521679102	18	45.46	-108.93	Open
1134	44.8102222222222	-113.250944444444	17.7560482463436	17.7560482463436	17.7560482463436	18	45.47	-108.94	Open
1135	44.805027777777795	-113.24019444444401	17.723864606554603	17.723864606554603	17.723864606554603	18	45.46	-108.93	Open
1136	44.805027777777795	-113.24019444444401	17.636836690520898	17.636836690520898	17.636836690520898	18	45.46	-108.93	Open
1137	44.805027777777795	-113.24019444444401	17.3102895686757	17.3102895686757	17.3102895686757	17	45.43	-109.17	Open
1138	44.805027777777795	-113.24019444444401	17.2408719745079	17.2408719745079	17.2408719745079	17	45.43	-109.17	Open
1139	44.808111111111096	-113.23116666666701	16.8267306054488	16.8267306054488	16.8267306054488	17	45.43	-109.16	Open
1140	44.808111111111096	-113.23116666666701	16.6191963536326	16.6191963536326	16.6191963536326	17	45.43	-109.16	Open
1141	44.808111111111096	-113.23116666666701	16.220145634598502	16.220145634598502	16.220145634598502	16	45.39	-109.4	Open
1142	44.808111111111096	-113.23116666666701	16.1546157511934	16.1546157511934	16.1546157511934	16	45.39	-109.4	Open
1143	44.808111111111096	-113.23116666666701	16.066300756823	16.066300756823	16.066300756823	16	45.39	-109.4	Open
1144	44.807777777777794	-113.23005555555599	16.0576814988329	16.0576814988329	16.0576814988329	16	45.39	-109.4	Open
1145	44.807777777777794	-113.23005555555599	15.986159208603	15.986159208603	15.986159208603	16	45.39	-109.4	Open
1146	44.807777777777794	-113.23005555555599	15.679967278257301	15.679967278257301	15.679967278257301	16	45.39	-109.4	Open
1148	45.7929444444444	-111.463555555556	10.42	9.58	10.0	10	46.25	-109.29	Open
1186	45.4358055555556	-112.44558333333299	5.66	5.2	5.43	5	45.68	-111.37	Open
1204	45.4358333333333	-112.445138888889	5.66	5.2	5.43	5	45.68	-111.37	Open
1212	45.04075	-112.25508333333299	10.2	8.9	9.55	10	45.51	-110.1	Open
1213	34.31478	-117.46984199999999	17.0	17.0	17.0	17	33.5	-112.18	Open
1214	34.31478	-117.46984199999999	16.8	16.8	16.8	17	33.5	-112.18	Open
1215	34.31478	-117.46984199999999	16.6	16.6	16.6	17	33.5	-112.18	Open
1216	34.31478	-117.46984199999999	16.2	16.2	16.2	16	33.55	-112.49	Open
1217	34.31478	-117.46984199999999	16.3	16.3	16.3	16	33.55	-112.49	Open
1218	34.31478	-117.46984199999999	15.95	15.95	15.95	16	33.55	-112.49	Open
1219	34.31478	-117.46984199999999	15.4	15.4	15.4	15	33.59	-112.79	Open
1220	34.31478	-117.46984199999999	15.3	15.3	15.3	15	33.59	-112.79	Open
1221	34.297939	-117.467096	16.2	16.2	16.2	16	33.53	-112.49	Open
1222	34.297939	-117.467096	15.5	15.5	15.5	16	33.53	-112.49	Open
1223	34.297939	-117.467096	14.95	14.95	14.95	15	33.57	-112.79	Open
1224	34.297939	-117.467096	14.9	14.9	14.9	15	33.57	-112.79	Open
1225	34.297939	-117.467096	13.6	13.6	13.6	14	33.62	-113.1	Open
1226	34.321863	-117.491704	15.65	15.65	15.65	16	33.55	-112.51	Open
1227	34.321863	-117.491704	15.5	15.5	15.5	16	33.55	-112.51	Open
1228	34.321863	-117.491704	15.3	15.3	15.3	15	33.6	-112.82	Open
1229	34.321863	-117.491704	14.4	14.4	14.4	14	33.64	-113.12	Open
1230	34.321863	-117.491704	14.2	14.2	14.2	14	33.64	-113.12	Open
1231	35.061	-117.103	13.04	13.04	13.04	13	35.73	-114.52	Open
1232	35.061	-117.103	13.05	13.05	13.05	13	35.73	-114.52	Open
1233	35.061	-117.103	13.06	13.06	13.06	13	35.73	-114.52	Open
1234	35.061	-117.103	13.07	13.07	13.07	13	35.73	-114.52	Closed
1235	35.04878	-117.07525700000001	13.697000000000001	13.697000000000001	13.697000000000001	14	35.77	-114.3	Open
1239	35.022	-117.024	14.8	14.8	14.8	15	35.8	-114.06	Closed
1240	35.025	-117.04799999999999	15.89	15.89	15.89	16	35.86	-113.89	Closed
