x	y	veg	x_albers	y_albers
-142.25	68.75	1	-2365255	5458778
-141.75	68.75	1	-2341703	5446395
-141.25	68.75	1	-2318087	5434137
-140.75	68.75	1	-2294406	5422003
-140.25	68.75	1	-2270662	5409994
-139.75	68.75	1	-2246855	5398110
-139.25	68.75	1	-2222986	5386351
-138.75	68.75	1	-2199056	5374718
-138.25	68.75	1	-2175064	5363211
-137.75	68.75	1	-2151012	5351831
-137.25	68.75	1	-2126901	5340577
-136.75	68.75	1	-2102731	5329450
-136.25	68.75	1	-2078502	5318451
-135.25	68.75	1	-2029874	5296835
-134.75	68.75	1	-2005475	5286220
-134.25	68.75	1	-1981020	5275732
-133.75	68.75	1	-1956511	5265374
-132.25	68.75	1	-1882661	5235075
-131.75	68.75	1	-1857939	5225235
-131.25	68.75	1	-1833166	5215525
-130.75	68.75	1	-1808342	5205945
-130.25	68.75	1	-1783468	5196496
-129.75	68.75	1	-1758544	5187178
-129.25	68.75	1	-1733572	5177992
-128.75	68.75	1	-1708552	5168937
-128.25	68.75	1	-1683485	5160013
-127.75	68.75	1	-1658371	5151222
-127.25	68.75	1	-1633211	5142563
-126.75	68.75	1	-1608006	5134036
-126.25	68.75	1	-1582756	5125643
-125.75	68.75	1	-1557462	5117382
-125.25	68.75	1	-1532126	5109254
-124.75	68.75	1	-1506747	5101260
-124.25	68.75	1	-1481326	5093399
-123.75	68.75	1	-1455865	5085672
-123.25	68.75	1	-1430363	5078080
-122.75	68.75	1	-1404821	5070621
-122.25	68.75	1	-1379240	5063297
-121.75	68.75	1	-1353622	5056108
-121.25	68.75	1	-1327966	5049054
-120.75	68.75	1	-1302273	5042134
-120.25	68.75	1	-1276544	5035350
-119.75	68.75	1	-1250780	5028702
-119.25	68.75	1	-1224981	5022189
-118.75	68.75	1	-1199148	5015812
-118.25	68.75	1	-1173282	5009571
-117.75	68.75	1	-1147383	5003466
-117.25	68.75	1	-1121453	4997497
-116.75	68.75	1	-1095492	4991665
-116.25	68.75	1	-1069500	4985970
-115.75	68.75	1	-1043479	4980411
-115.25	68.75	1	-1017429	4974990
-113.25	68.75	1	-912954	4954676
-112.75	68.75	1	-886771	4949942
-112.25	68.75	1	-860562	4945345
-111.75	68.75	1	-834330	4940887
-111.25	68.75	1	-808075	4936566
-110.75	68.75	1	-781798	4932384
-110.25	68.75	1	-755498	4928339
-109.75	68.75	1	-729178	4924434
-106.25	68.75	1	-544413	4900978
-93.25	68.75	1	146325	4873708
-92.75	68.75	1	172920	4874548
-92.25	68.75	1	199511	4875527
-91.75	68.75	1	226095	4876647
-91.25	68.75	1	252674	4877906
-90.75	68.75	1	279245	4879306
-89.75	68.75	1	332364	4882524
-89.25	68.75	1	358910	4884342
-88.75	68.75	1	385446	4886300
-85.25	68.75	1	570860	4903912
-84.75	68.75	1	597290	4906985
-84.25	68.75	1	623703	4910197
-83.75	68.75	1	650100	4913548
-83.25	68.75	1	676478	4917038
-82.75	68.75	1	702838	4920667
-82.25	68.75	1	729178	4924434
-81.75	68.75	1	755498	4928339
-74.25	68.75	1	1147383	5003466
-73.75	68.75	1	1173282	5009571
-73.25	68.75	1	1199148	5015812
-72.75	68.75	1	1224981	5022189
-72.25	68.75	1	1250780	5028702
-71.75	68.75	1	1276544	5035350
-71.25	68.75	1	1302273	5042134
-70.75	68.75	1	1327966	5049054
-70.25	68.75	1	1353622	5056108
-69.75	68.75	1	1379240	5063297
-69.25	68.75	1	1404821	5070621
-68.75	68.75	1	1430363	5078080
-179.75	68.25	1	-3934932	6684434
-179.25	68.25	1	-3917807	6663776
-178.75	68.25	1	-3900574	6643209
-178.25	68.25	1	-3883233	6622732
-165.75	68.25	1	-3416067	6141990
-165.25	68.25	1	-3396096	6124069
-164.75	68.25	1	-3376030	6106254
-164.25	68.25	1	-3355871	6088544
-163.75	68.25	1	-3335619	6070941
-163.25	68.25	1	-3315275	6053445
-162.75	68.25	1	-3294839	6036056
-162.25	68.25	1	-3274312	6018775
-161.75	68.25	1	-3253694	6001602
-161.25	68.25	1	-3232986	5984538
-160.75	68.25	1	-3212189	5967582
-160.25	68.25	1	-3191303	5950737
-159.75	68.25	1	-3170328	5934002
-159.25	68.25	1	-3149266	5917377
-158.75	68.25	1	-3128116	5900863
-158.25	68.25	1	-3106880	5884461
-157.75	68.25	1	-3085558	5868171
-157.25	68.25	1	-3064150	5851993
-156.75	68.25	1	-3042658	5835928
-156.25	68.25	1	-3021081	5819976
-155.75	68.25	1	-2999421	5804138
-155.25	68.25	1	-2977677	5788415
-154.75	68.25	1	-2955852	5772806
-154.25	68.25	1	-2933944	5757311
-153.75	68.25	1	-2911955	5741933
-153.25	68.25	1	-2889886	5726670
-152.75	68.25	1	-2867737	5711524
-152.25	68.25	1	-2845508	5696494
-151.75	68.25	1	-2823200	5681582
-151.25	68.25	1	-2800815	5666787
-150.75	68.25	1	-2778351	5652110
-150.25	68.25	1	-2755811	5637551
-149.75	68.25	1	-2733195	5623112
-149.25	68.25	1	-2710503	5608791
-148.75	68.25	1	-2687736	5594590
-148.25	68.25	1	-2664894	5580509
-147.75	68.25	1	-2641979	5566548
-147.25	68.25	1	-2618991	5552709
-146.75	68.25	1	-2595930	5538990
-146.25	68.25	1	-2572797	5525393
-145.75	68.25	1	-2549593	5511917
-145.25	68.25	1	-2526319	5498564
-144.75	68.25	1	-2502974	5485334
-144.25	68.25	1	-2479560	5472227
-143.75	68.25	1	-2456078	5459243
-143.25	68.25	1	-2432528	5446382
-142.75	68.25	1	-2408910	5433646
-142.25	68.25	1	-2385226	5421034
-141.75	68.25	1	-2361475	5408547
-141.25	68.25	1	-2337659	5396185
-140.75	68.25	1	-2313779	5383949
-140.25	68.25	1	-2289834	5371839
-139.75	68.25	1	-2265826	5359854
-139.25	68.25	1	-2241756	5347996
-138.75	68.25	1	-2217623	5336265
-138.25	68.25	1	-2193429	5324661
-137.75	68.25	1	-2169174	5313185
-137.25	68.25	1	-2144859	5301836
-136.75	68.25	1	-2120485	5290615
-136.25	68.25	1	-2096052	5279523
-135.75	68.25	1	-2071561	5268559
-135.25	68.25	0	-2047013	5257725
-134.75	68.25	0	-2022408	5247019
-133.75	68.25	1	-1973031	5225998
-133.25	68.25	1	-1948260	5215682
-132.75	68.25	1	-1923435	5205497
-132.25	68.25	1	-1898557	5195443
-131.75	68.25	1	-1873626	5185519
-131.25	68.25	1	-1848644	5175727
-130.75	68.25	1	-1823610	5166067
-130.25	68.25	1	-1798526	5156538
-129.75	68.25	1	-1773392	5147142
-129.25	68.25	1	-1748209	5137877
-128.75	68.25	1	-1722978	5128746
-128.25	68.25	1	-1697699	5119747
-127.75	68.25	1	-1672373	5110882
-127.25	68.25	1	-1647001	5102150
-126.75	68.25	1	-1621583	5093551
-126.25	68.25	1	-1596120	5085086
-125.75	68.25	1	-1570613	5076756
-125.25	68.25	1	-1545062	5068559
-124.75	68.25	1	-1519469	5060498
-124.25	68.25	1	-1493834	5052571
-123.75	68.25	1	-1468157	5044779
-123.25	68.25	1	-1442440	5037122
-122.75	68.25	1	-1416682	5029600
-122.25	68.25	1	-1390886	5022215
-121.75	68.25	1	-1365051	5014965
-121.25	68.25	1	-1339178	5007851
-120.75	68.25	1	-1313268	5000873
-120.25	68.25	1	-1287322	4994032
-119.75	68.25	1	-1261340	4987327
-119.25	68.25	1	-1235324	4980759
-118.75	68.25	1	-1209273	4974328
-118.25	68.25	1	-1183188	4968035
-117.75	68.25	1	-1157071	4961878
-117.25	68.25	1	-1130922	4955859
-116.75	68.25	1	-1104742	4949978
-116.25	68.25	1	-1078531	4944234
-115.75	68.25	1	-1052290	4938629
-115.25	68.25	1	-1026020	4933162
-108.25	68.25	1	-655589	4871201
-105.75	68.25	1	-522326	4855707
-105.25	68.25	1	-495627	4853029
-98.25	68.25	1	-120737	4830319
-97.75	68.25	1	-93910	4829754
-97.25	68.25	1	-67081	4829330
-94.25	68.25	1	93910	4829754
-93.75	68.25	1	120737	4830319
-93.25	68.25	1	147561	4831024
-92.75	68.25	1	174380	4831871
-92.25	68.25	1	201195	4832859
-91.75	68.25	1	228004	4833988
-91.25	68.25	1	254807	4835258
-90.75	68.25	1	281603	4836670
-90.25	68.25	1	308391	4838222
-89.75	68.25	1	335171	4839915
-89.25	68.25	1	361941	4841749
-88.75	68.25	1	388701	4843723
-88.25	68.25	1	415450	4845839
-85.75	68.25	1	549010	4858525
-85.25	68.25	1	575680	4861484
-84.75	68.25	1	602333	4864583
-84.25	68.25	1	628970	4867822
-83.75	68.25	1	655589	4871201
-83.25	68.25	1	682190	4874721
-82.75	68.25	1	708772	4878380
-72.75	68.25	1	1235324	4980759
-72.25	68.25	1	1261340	4987327
-71.75	68.25	1	1287322	4994032
-71.25	68.25	1	1313268	5000873
-70.75	68.25	1	1339178	5007851
-70.25	68.25	1	1365051	5014965
-69.75	68.25	1	1390886	5022215
-69.25	68.25	1	1416682	5029600
-68.75	68.25	1	1442440	5037122
-68.25	68.25	1	1468157	5044779
-67.75	68.25	1	1493834	5052571
-67.25	68.25	1	1519469	5060498
-52.75	68.25	1	2241756	5347996
-52.25	68.25	1	2265826	5359854
-179.75	67.75	1	-3968321	6656903
-179.25	67.75	1	-3951051	6636070
-178.75	67.75	1	-3933672	6615328
-178.25	67.75	1	-3916183	6594678
-177.75	67.75	1	-3898587	6574120
-177.25	67.75	1	-3880882	6553655
-176.75	67.75	1	-3863070	6533283
-164.25	67.75	1	-3384347	6055957
-163.75	67.75	1	-3363923	6038205
-163.25	67.75	1	-3343407	6020560
-162.75	67.75	1	-3322797	6003024
-162.25	67.75	1	-3302096	5985596
-161.75	67.75	1	-3281303	5968277
-161.25	67.75	1	-3260419	5951068
-160.75	67.75	1	-3239445	5933969
-160.25	67.75	1	-3218382	5916980
-159.75	67.75	1	-3197229	5900103
-159.25	67.75	1	-3175988	5883337
-158.75	67.75	1	-3154659	5866684
-158.25	67.75	1	-3133243	5850142
-157.75	67.75	1	-3111740	5833714
-157.25	67.75	1	-3090150	5817399
-156.75	67.75	1	-3068476	5801197
-156.25	67.75	1	-3046716	5785110
-155.75	67.75	1	-3024872	5769138
-155.25	67.75	1	-3002944	5753281
-154.75	67.75	1	-2980933	5737539
-154.25	67.75	1	-2958840	5721914
-153.75	67.75	1	-2936664	5706405
-153.25	67.75	1	-2914408	5691012
-152.75	67.75	1	-2892070	5675737
-152.25	67.75	1	-2869653	5660580
-151.75	67.75	1	-2847156	5645541
-151.25	67.75	1	-2824581	5630621
-150.75	67.75	1	-2801927	5615819
-150.25	67.75	1	-2779195	5601137
-149.75	67.75	1	-2756387	5586575
-149.25	67.75	1	-2733503	5572133
-148.75	67.75	1	-2710542	5557812
-148.25	67.75	1	-2687507	5543611
-147.75	67.75	1	-2664397	5529532
-147.25	67.75	1	-2641214	5515575
-146.75	67.75	1	-2617957	5501740
-146.25	67.75	1	-2594628	5488027
-145.75	67.75	1	-2571227	5474437
-145.25	67.75	1	-2547755	5460971
-144.75	67.75	1	-2524213	5447628
-144.25	67.75	1	-2500600	5434410
-143.75	67.75	1	-2476919	5421316
-143.25	67.75	1	-2453169	5408346
-142.75	67.75	0	-2429350	5395502
-142.25	67.75	1	-2405465	5382783
-141.75	67.75	1	-2381513	5370190
-141.25	67.75	1	-2357495	5357723
-140.75	67.75	1	-2333412	5345383
-140.25	67.75	1	-2309264	5333170
-139.75	67.75	1	-2285053	5321084
-139.25	67.75	1	-2260778	5309125
-138.75	67.75	1	-2236440	5297295
-138.25	67.75	1	-2212041	5285592
-137.75	67.75	1	-2187580	5274018
-137.25	67.75	1	-2163059	5262573
-136.75	67.75	1	-2138478	5251257
-136.25	67.75	1	-2113838	5240071
-135.75	67.75	1	-2089139	5229014
-135.25	67.75	1	-2064383	5218088
-134.75	67.75	1	-2039569	5207291
-134.25	67.75	1	-2014699	5196626
-133.75	67.75	1	-1989773	5186092
-133.25	67.75	1	-1964792	5175688
-132.75	67.75	1	-1939756	5165417
-132.25	67.75	1	-1914667	5155277
-131.75	67.75	1	-1889525	5145270
-131.25	67.75	1	-1864330	5135395
-130.75	67.75	1	-1839084	5125652
-130.25	67.75	1	-1813787	5116043
-129.75	67.75	1	-1788440	5106566
-129.25	67.75	0	-1763044	5097224
-128.75	67.75	1	-1737598	5088015
-128.25	67.75	1	-1712105	5078940
-127.75	67.75	1	-1686564	5069999
-127.25	67.75	1	-1660976	5061193
-126.75	67.75	1	-1635342	5052521
-126.25	67.75	1	-1609663	5043984
-125.75	67.75	1	-1583940	5035583
-125.25	67.75	1	-1558173	5027317
-124.75	67.75	1	-1532362	5019187
-124.25	67.75	1	-1506509	5011193
-123.75	67.75	1	-1480615	5003335
-123.25	67.75	1	-1454679	4995613
-122.75	67.75	1	-1428703	4988028
-122.25	67.75	1	-1402688	4980579
-121.75	67.75	1	-1376634	4973268
-121.25	67.75	1	-1350542	4966094
-120.75	67.75	1	-1324412	4959057
-120.25	67.75	1	-1298246	4952157
-119.75	67.75	1	-1272043	4945396
-119.25	67.75	1	-1245806	4938772
-118.75	67.75	1	-1219534	4932287
-118.25	67.75	1	-1193228	4925940
-117.75	67.75	1	-1166889	4919731
-117.25	67.75	1	-1140518	4913661
-116.75	67.75	1	-1114116	4907730
-116.25	67.75	1	-1087682	4901937
-115.75	67.75	1	-1061219	4896284
-115.25	67.75	1	-1034726	4890771
-114.75	67.75	1	-1008204	4885396
-110.75	67.75	1	-795088	4847440
-110.25	67.75	1	-768342	4843327
-109.75	67.75	1	-741575	4839355
-106.75	67.75	1	-580564	4818485
-106.25	67.75	1	-553669	4815501
-105.75	67.75	1	-526758	4812659
-105.25	67.75	1	-499832	4809958
-104.75	67.75	1	-472893	4807399
-104.25	67.75	1	-445940	4804982
-103.75	67.75	1	-418976	4802707
-103.25	67.75	1	-391999	4800573
-102.75	67.75	1	-365012	4798582
-100.25	67.75	1	-229939	4790756
-99.75	67.75	1	-202902	4789617
-98.75	67.75	1	-148813	4787767
-98.25	67.75	1	-121762	4787055
-97.25	67.75	1	-67650	4786058
-96.75	67.75	1	-40591	4785774
-96.25	67.75	1	-13530	4785631
-95.25	67.75	1	40591	4785774
-94.75	67.75	1	67650	4786058
-94.25	67.75	1	94707	4786485
-93.75	67.75	1	121762	4787055
-93.25	67.75	1	148813	4787767
-92.75	67.75	1	175860	4788621
-92.25	67.75	1	202902	4789617
-91.75	67.75	1	229939	4790756
-91.25	67.75	1	256969	4792037
-90.75	67.75	1	283993	4793460
-90.25	67.75	1	311008	4795025
-89.75	67.75	1	338015	4796732
-89.25	67.75	1	365012	4798582
-88.75	67.75	1	391999	4800573
-88.25	67.75	1	418976	4802707
-86.25	67.75	1	526758	4812659
-85.75	67.75	1	553669	4815501
-85.25	67.75	1	580564	4818485
-84.75	67.75	1	607444	4821610
-84.25	67.75	1	634307	4824877
-83.75	67.75	1	661152	4828285
-83.25	67.75	1	687979	4831834
-82.75	67.75	1	714787	4835524
-82.25	67.75	1	741575	4839355
-76.75	67.75	1	1034726	4890771
-76.25	67.75	1	1061219	4896284
-75.75	67.75	1	1087682	4901937
-75.25	67.75	1	1114116	4907730
-72.25	67.75	1	1272043	4945396
-71.75	67.75	1	1298246	4952157
-71.25	67.75	1	1324412	4959057
-70.75	67.75	1	1350542	4966094
-70.25	67.75	1	1376634	4973268
-69.75	67.75	1	1402688	4980579
-69.25	67.75	1	1428703	4988028
-68.75	67.75	1	1454679	4995613
-68.25	67.75	1	1480615	5003335
-67.75	67.75	1	1506509	5011193
-67.25	67.75	1	1532362	5019187
-66.75	67.75	1	1558173	5027317
-66.25	67.75	1	1583940	5035583
-65.75	67.75	1	1609663	5043984
-65.25	67.75	1	1635342	5052521
-64.75	67.75	1	1660976	5061193
-53.25	67.75	1	2236440	5297295
-52.75	67.75	1	2260778	5309125
-52.25	67.75	1	2285053	5321084
-179.75	67.25	1	-4002140	6629019
-179.25	67.25	1	-3984723	6608008
-178.75	67.25	1	-3967195	6587089
-178.25	67.25	1	-3949558	6566263
-177.75	67.25	1	-3931811	6545529
-177.25	67.25	1	-3913956	6524890
-176.75	67.25	1	-3895992	6504344
-176.25	67.25	1	-3877920	6483894
-175.75	67.25	1	-3859741	6463539
-175.25	67.25	1	-3841455	6443279
-163.25	67.25	1	-3371900	5987252
-162.75	67.25	1	-3351115	5969566
-162.25	67.25	1	-3330237	5951990
-161.75	67.25	1	-3309267	5934523
-161.25	67.25	1	-3288205	5917168
-160.75	67.25	1	-3267053	5899923
-160.25	67.25	1	-3245810	5882790
-159.75	67.25	1	-3224477	5865769
-159.25	67.25	1	-3203055	5848860
-158.75	67.25	1	-3181544	5832064
-158.25	67.25	1	-3159945	5815382
-157.75	67.25	1	-3138259	5798813
-157.25	67.25	1	-3116485	5782359
-156.75	67.25	1	-3094626	5766020
-156.25	67.25	1	-3072681	5749796
-155.75	67.25	1	-3050650	5733687
-155.25	67.25	1	-3028536	5717695
-154.75	67.25	1	-3006337	5701819
-154.25	67.25	1	-2984056	5686061
-153.75	67.25	1	-2961691	5670419
-153.25	67.25	1	-2939245	5654896
-152.75	67.25	1	-2916717	5639491
-152.25	67.25	1	-2894109	5624204
-151.75	67.25	1	-2871420	5609037
-151.25	67.25	0	-2848652	5593990
-150.75	67.25	0	-2825805	5579062
-150.25	67.25	0	-2802880	5564255
-149.75	67.25	1	-2779878	5549569
-149.25	67.25	1	-2756798	5535003
-148.75	67.25	1	-2733642	5520560
-148.25	67.25	1	-2710410	5506238
-147.75	67.25	1	-2687104	5492039
-147.25	67.25	1	-2663723	5477963
-146.75	67.25	1	-2640268	5464010
-146.25	67.25	0	-2616740	5450181
-145.75	67.25	0	-2593140	5436475
-145.25	67.25	0	-2569468	5422894
-144.75	67.25	0	-2545725	5409438
-144.25	67.25	0	-2521911	5396107
-143.75	67.25	0	-2498028	5382901
-143.25	67.25	0	-2474075	5369821
-142.75	67.25	0	-2450054	5356867
-142.25	67.25	0	-2425965	5344040
-141.75	67.25	0	-2401809	5331340
-141.25	67.25	0	-2377586	5318767
-140.75	67.25	0	-2353298	5306321
-140.25	67.25	0	-2328944	5294004
-139.75	67.25	1	-2304526	5281815
-139.25	67.25	1	-2280045	5269754
-138.75	67.25	1	-2255500	5257823
-138.25	67.25	1	-2230892	5246021
-137.75	67.25	1	-2206223	5234348
-137.25	67.25	1	-2181493	5222805
-136.75	67.25	1	-2156703	5211393
-136.25	67.25	1	-2131852	5200111
-135.75	67.25	1	-2106943	5188960
-135.25	67.25	1	-2081976	5177941
-134.75	67.25	1	-2056950	5167053
-134.25	67.25	1	-2031868	5156296
-133.75	67.25	1	-2006730	5145672
-133.25	67.25	1	-1981536	5135180
-132.75	67.25	1	-1956287	5124821
-132.25	67.25	1	-1930984	5114595
-131.75	67.25	1	-1905628	5104502
-131.25	67.25	1	-1880219	5094543
-130.75	67.25	1	-1854757	5084718
-130.25	67.25	1	-1829245	5075026
-129.75	67.25	1	-1803682	5065469
-129.25	67.25	1	-1778069	5056047
-128.75	67.25	1	-1752406	5046759
-128.25	67.25	1	-1726695	5037607
-127.75	67.25	1	-1700937	5028590
-127.25	67.25	1	-1675131	5019709
-126.75	67.25	1	-1649279	5010963
-125.75	67.25	1	-1597439	4993881
-125.25	67.25	1	-1571452	4985545
-124.75	67.25	1	-1545421	4977345
-124.25	67.25	1	-1519348	4969283
-123.75	67.25	1	-1493233	4961358
-123.25	67.25	1	-1467076	4953570
-122.75	67.25	1	-1440879	4945920
-122.25	67.25	1	-1414642	4938408
-121.75	67.25	1	-1388366	4931035
-121.25	67.25	1	-1362051	4923799
-120.75	67.25	1	-1335699	4916702
-120.25	67.25	1	-1309310	4909744
-119.75	67.25	1	-1282884	4902925
-119.25	67.25	1	-1256423	4896245
-118.75	67.25	1	-1229927	4889704
-118.25	67.25	1	-1203397	4883303
-117.75	67.25	1	-1176834	4877041
-117.25	67.25	1	-1150238	4870920
-116.75	67.25	1	-1123610	4864938
-116.25	67.25	1	-1096952	4859096
-115.75	67.25	1	-1070263	4853395
-115.25	67.25	1	-1043544	4847834
-114.75	67.25	1	-1016796	4842414
-114.25	67.25	1	-990020	4837135
-113.75	67.25	1	-963217	4831997
-113.25	67.25	1	-936387	4827000
-112.75	67.25	1	-909532	4822144
-112.25	67.25	1	-882651	4817429
-111.75	67.25	1	-855745	4812856
-111.25	67.25	1	-828816	4808424
-110.75	67.25	1	-801864	4804134
-110.25	67.25	1	-774890	4799987
-109.75	67.25	1	-747894	4795981
-109.25	67.25	1	-720878	4792117
-108.75	67.25	1	-693842	4788395
-107.25	67.25	1	-612621	4778084
-106.75	67.25	1	-585512	4774932
-106.25	67.25	1	-558387	4771923
-105.75	67.25	1	-531247	4769057
-105.25	67.25	1	-504092	4766333
-104.75	67.25	1	-476923	4763752
-104.25	67.25	1	-449741	4761315
-103.75	67.25	1	-422546	4759020
-103.25	67.25	1	-395340	4756868
-102.75	67.25	1	-368123	4754860
-102.25	67.25	1	-340895	4752995
-101.75	67.25	1	-313658	4751273
-101.25	67.25	1	-286413	4749694
-100.75	67.25	1	-259159	4748259
-100.25	67.25	1	-231899	4746967
-99.75	67.25	1	-204632	4745819
-99.25	67.25	1	-177359	4744814
-98.75	67.25	1	-150081	4743953
-98.25	67.25	1	-122799	4743235
-97.75	67.25	1	-95514	4742660
-97.25	67.25	1	-68226	4742230
-96.75	67.25	1	-40937	4741943
-96.25	67.25	1	-13646	4741799
-95.75	67.25	1	13646	4741799
-95.25	67.25	1	40937	4741943
-94.75	67.25	1	68226	4742230
-94.25	67.25	1	95514	4742660
-93.75	67.25	1	122799	4743235
-93.25	67.25	1	150081	4743953
-92.75	67.25	1	177359	4744814
-92.25	67.25	1	204632	4745819
-91.75	67.25	1	231899	4746967
-91.25	67.25	1	259159	4748259
-90.75	67.25	1	286413	4749694
-90.25	67.25	1	313658	4751273
-89.75	67.25	1	340895	4752995
-89.25	67.25	1	368123	4754860
-88.75	67.25	1	395340	4756868
-88.25	67.25	1	422546	4759020
-87.75	67.25	1	449741	4761315
-86.75	67.25	1	504092	4766333
-86.25	67.25	1	531247	4769057
-85.75	67.25	1	558387	4771923
-85.25	67.25	1	585512	4774932
-84.75	67.25	1	612621	4778084
-84.25	67.25	1	639712	4781379
-83.75	67.25	1	666786	4784816
-83.25	67.25	1	693842	4788395
-82.75	67.25	1	720878	4792117
-82.25	67.25	1	747894	4795981
-81.75	67.25	1	774890	4799987
-76.25	67.25	1	1070263	4853395
-72.25	67.25	1	1282884	4902925
-71.75	67.25	1	1309310	4909744
-71.25	67.25	1	1335699	4916702
-70.75	67.25	1	1362051	4923799
-70.25	67.25	1	1388366	4931035
-69.75	67.25	1	1414642	4938408
-69.25	67.25	1	1440879	4945920
-68.75	67.25	1	1467076	4953570
-68.25	67.25	1	1493233	4961358
-67.75	67.25	1	1519348	4969283
-67.25	67.25	1	1545421	4977345
-66.75	67.25	1	1571452	4985545
-66.25	67.25	1	1597439	4993881
-65.75	67.25	1	1623381	5002354
-65.25	67.25	1	1649279	5010963
-64.75	67.25	1	1675131	5019709
-64.25	67.25	1	1700937	5028590
-53.25	67.25	1	2255500	5257823
-52.75	67.25	1	2280045	5269754
-52.25	67.25	1	2304526	5281815
-179.75	66.75	1	-4036375	6600791
-179.25	66.75	1	-4018809	6579600
-178.75	66.75	1	-4001131	6558502
-178.25	66.75	1	-3983343	6537498
-177.75	66.75	1	-3965445	6516587
-177.25	66.75	1	-3947436	6495771
-176.75	66.75	1	-3929319	6475050
-176.25	66.75	1	-3911092	6454424
-175.75	66.75	1	-3892758	6433895
-175.25	66.75	1	-3874316	6413463
-173.75	66.75	1	-3818347	6352751
-173.25	66.75	1	-3799479	6332711
-172.75	66.75	1	-3780506	6312771
-172.25	66.75	1	-3761428	6292930
-171.75	66.75	1	-3742245	6273191
-161.25	66.75	1	-3316333	5882850
-160.75	66.75	1	-3295000	5865458
-160.25	66.75	1	-3273575	5848179
-159.75	66.75	1	-3252059	5831012
-159.25	66.75	1	-3230454	5813958
-158.75	66.75	1	-3208759	5797019
-158.25	66.75	1	-3186975	5780194
-157.75	66.75	1	-3165104	5763484
-157.25	66.75	1	-3143144	5746889
-156.75	66.75	1	-3121098	5730410
-156.25	66.75	1	-3098965	5714047
-155.75	66.75	1	-3076746	5697801
-155.25	66.75	1	-3054442	5681672
-154.75	66.75	1	-3032054	5665660
-154.25	66.75	1	-3009582	5649766
-153.75	66.75	1	-2987026	5633991
-153.25	66.75	1	-2964388	5618335
-152.75	66.75	1	-2941667	5602798
-152.25	66.75	0	-2918865	5587381
-151.75	66.75	0	-2895983	5572084
-151.25	66.75	0	-2873020	5556908
-150.75	66.75	1	-2849978	5541853
-150.25	66.75	1	-2826857	5526919
-149.75	66.75	1	-2803657	5512107
-149.25	66.75	0	-2780380	5497417
-148.75	66.75	0	-2757026	5482850
-148.25	66.75	0	-2733596	5468406
-147.75	66.75	0	-2710090	5454086
-147.25	66.75	0	-2686509	5439889
-146.75	66.75	0	-2662853	5425817
-146.25	66.75	0	-2639124	5411869
-145.75	66.75	0	-2615322	5398046
-145.25	66.75	0	-2591447	5384349
-144.75	66.75	0	-2567501	5370777
-144.25	66.75	0	-2543484	5357332
-143.75	66.75	0	-2519396	5344013
-143.25	66.75	0	-2495239	5330822
-142.75	66.75	0	-2471012	5317757
-142.25	66.75	0	-2446717	5304820
-141.75	66.75	0	-2422354	5292011
-141.25	66.75	0	-2397925	5279331
-140.75	66.75	0	-2373428	5266779
-140.25	66.75	0	-2348867	5254356
-139.75	66.75	1	-2324240	5242063
-139.25	66.75	0	-2299548	5229899
-138.75	66.75	0	-2274794	5217865
-138.25	66.75	1	-2249976	5205962
-137.75	66.75	1	-2225096	5194190
-137.25	66.75	1	-2200154	5182548
-136.75	66.75	1	-2175151	5171039
-136.25	66.75	1	-2150089	5159660
-135.75	66.75	1	-2124966	5148414
-135.25	66.75	1	-2099785	5137300
-134.75	66.75	1	-2074546	5126319
-134.25	66.75	1	-2049249	5115471
-133.75	66.75	1	-2023896	5104755
-133.25	66.75	1	-1998486	5094174
-132.75	66.75	1	-1973021	5083726
-132.25	66.75	1	-1947502	5073413
-131.75	66.75	1	-1921929	5063233
-131.25	66.75	1	-1896302	5053189
-130.75	66.75	1	-1870623	5043279
-130.25	66.75	1	-1844892	5033505
-129.75	66.75	1	-1819111	5023866
-129.25	66.75	1	-1793278	5014363
-128.75	66.75	1	-1767397	5004996
-128.25	66.75	1	-1741466	4995766
-127.75	66.75	1	-1715487	4986672
-127.25	66.75	1	-1689460	4977714
-126.75	66.75	1	-1663387	4968894
-126.25	66.75	1	-1637268	4960211
-125.75	66.75	1	-1611103	4951666
-124.75	66.75	1	-1558641	4934989
-124.25	66.75	1	-1532345	4926857
-123.75	66.75	1	-1506006	4918864
-123.25	66.75	1	-1479626	4911010
-122.75	66.75	1	-1453205	4903295
-122.25	66.75	1	-1426743	4895719
-119.25	66.75	1	-1267171	4853195
-118.75	66.75	1	-1240448	4846598
-118.25	66.75	1	-1213691	4840142
-117.75	66.75	1	-1186901	4833827
-117.25	66.75	1	-1160077	4827653
-116.75	66.75	1	-1133222	4821620
-116.25	66.75	1	-1106335	4815728
-115.75	66.75	1	-1079418	4809978
-115.25	66.75	1	-1052470	4804370
-114.75	66.75	1	-1025494	4798904
-114.25	66.75	1	-998489	4793579
-113.75	66.75	1	-971457	4788397
-113.25	66.75	1	-944397	4783357
-112.75	66.75	1	-917312	4778459
-112.25	66.75	1	-890201	4773704
-111.75	66.75	1	-863066	4769092
-111.25	66.75	1	-835906	4764623
-110.75	66.75	1	-808724	4760296
-110.25	66.75	1	-781519	4756113
-109.75	66.75	1	-754292	4752073
-109.25	66.75	1	-727045	4748176
-108.75	66.75	1	-699777	4744422
-108.25	66.75	1	-672490	4740812
