index	Latitude	Longitude	Age Max	Age Min	ID	Openness	mean_age
465	42.0	-115.0	16.0	5.3	3049	Closed	10.65
466	42.0	-115.0	16.0	5.3	3050	Closed	10.65
467	40.0	-107.0	20.6	16.3	3051	Open	18.450000000000003
468	40.0	-107.0	20.6	16.3	3052	Open	18.450000000000003
469	40.0	-107.0	20.6	16.3	3053	Open	18.450000000000003
470	40.0	-107.0	20.6	16.3	3054	Open	18.450000000000003
471	40.0	-107.0	20.6	16.3	3055	Open	18.450000000000003
472	41.0	-107.0	20.6	16.3	3056	Open	18.450000000000003
473	41.0	-107.0	20.6	16.3	3057	Open	18.450000000000003
474	41.0	-107.0	20.6	16.3	3058	Open	18.450000000000003
475	41.0	-107.0	16.3	13.6	3059	Open	14.95
476	42.24	-114.1	13.6	10.3	3100	Closed	11.95
477	43.74	-118.81	13.6	10.3	3102	Closed	11.95
478	43.26	-117.03	16.3	13.6	3103	Closed	14.95
479	43.26	-117.03	16.3	13.6	3104	Closed	14.95
480	43.26	-117.03	16.3	13.6	3105	Closed	14.95
481	43.26	-117.03	16.3	13.6	3106	Closed	14.95
482	43.26	-117.03	16.3	13.6	3107	Closed	14.95
483	43.26	-117.03	16.3	13.6	3108	Closed	14.95
484	39.9	-99.76	5.3	3.6	3111	Open	4.45
485	39.85	-99.76	5.3	3.6	3112	Open	4.45
486	40.42	-101.37	5.3	3.6	3113	Open	4.45
487	39.95	-99.54	5.3	3.6	3114	Open	4.45
488	39.9	-102.2	5.3	3.6	3115	Open	4.45
489	41.33	-102.14	5.3	3.6	3116	Open	4.45
490	39.74	-98.73	5.3	3.6	3117	Open	4.45
491	39.84	-100.2	5.3	3.6	3118	Open	4.45
492	41.7	-98.4	5.3	3.6	3119	Open	4.45
493	38.95	-100.56	5.3	3.6	3120	Open	4.45
494	42.45	-103.3	20.6	18.6	3121	Open	19.6
495	41.83	-103.11	22.6	20.6	3122	Open	21.6
496	42.1	-103.3	18.6	17.6	3123	Open	18.1
497	42.68	-102.69	17.6	16.3	3124	Open	16.950000000000003
498	42.87	-100.56	5.3	3.6	3125	Open	4.45
499	42.1	-114.6	7.4	7.4	3848	Open	7.4
500	42.08	-114.68	7.7	7.7	3849	Open	7.7
501	42.08	-115.22	8.0	8.0	3850	Open	8.0
502	42.0	-114.67	8.6	8.6	3851	Open	8.6
503	42.08	-113.93	9.3	9.3	3852	Open	9.3
504	42.4	-114.3	10.2	10.2	3853	Open	10.2
505	42.4	-114.3	10.4	10.4	3854	Open	10.4
506	42.42	-114.3	10.5	10.5	3855	Open	10.5
507	42.33	-114.28	10.55	10.55	3856	Open	10.55
508	42.3	-114.01	10.6	10.6	3857	Open	10.6
509	42.33	-114.27	10.7	10.7	3858	Open	10.7
510	42.3	-114.02	10.8	10.8	3859	Open	10.8
511	42.15	-114.07	11.6	11.6	3860	Open	11.6
512	41.96	-115.67	12.0	12.0	3861	Open	12.0
513	41.2	-112.55	2.6	2.6	3862	Open	2.6
514	41.2	-112.55	2.6	2.6	3863	Open	2.6
515	41.2	-112.55	2.7	2.7	3864	Open	2.7
516	41.2	-112.55	2.8	2.8	3865	Open	2.8
517	41.2	-112.55	2.8	2.8	3866	Open	2.8
518	41.2	-112.55	2.9	2.9	3867	Open	2.9
519	41.2	-112.55	3.0	3.0	3868	Open	3.0
520	41.2	-112.55	3.0	3.0	3869	Open	3.0
521	41.2	-112.55	3.1	3.1	3870	Open	3.1
522	41.2	-112.55	3.2	3.2	3871	Open	3.2
523	41.2	-112.55	3.3	3.3	3872	Open	3.3
524	41.2	-112.55	3.3	3.3	3873	Open	3.3
525	41.2	-112.55	3.4	3.4	3874	Open	3.4
526	41.2	-112.55	3.4	3.4	3875	Open	3.4
527	41.2	-112.55	3.5	3.5	3876	Open	3.5
528	41.2	-112.55	3.5	3.5	3877	Open	3.5
529	41.2	-112.55	3.6	3.6	3878	Open	3.6
530	41.2	-112.55	3.7	3.7	3879	Open	3.7
531	41.2	-112.55	3.9	3.9	3880	Open	3.9
532	41.2	-112.55	4.0	4.0	3881	Open	4.0
533	41.2	-112.55	4.1	4.1	3882	Open	4.1
534	41.2	-112.55	4.2	4.2	3883	Open	4.2
535	41.2	-112.55	4.4	4.4	3884	Open	4.4
536	41.2	-112.55	4.4	4.4	3885	Open	4.4
537	41.2	-112.55	4.5	4.5	3886	Open	4.5
538	41.2	-112.55	4.6	4.6	3887	Open	4.6
539	41.2	-112.55	4.7	4.7	3888	Open	4.7
540	41.2	-112.55	4.8	4.8	3889	Open	4.8
541	41.2	-112.55	4.9	4.9	3890	Open	4.9
542	41.2	-112.55	5.0	5.0	3891	Open	5.0
543	41.2	-112.55	5.1	5.1	3892	Open	5.1
544	41.2	-112.55	5.2	5.2	3893	Open	5.2
545	41.2	-112.55	5.3	5.3	3894	Open	5.3
546	41.2	-112.55	5.4	5.4	3895	Open	5.4
547	41.2	-112.55	5.5	5.5	3896	Open	5.5
548	41.2	-112.55	5.6	5.6	3897	Open	5.6
549	41.2	-112.55	5.7	5.7	3898	Open	5.7
550	41.2	-112.55	5.8	5.8	3899	Open	5.8
551	41.2	-112.55	6.1	6.1	3900	Open	6.1
552	41.2	-112.55	6.4	6.4	3901	Open	6.4
553	41.2	-112.55	6.6	6.6	3902	Open	6.6
554	41.2	-112.55	7.2	7.2	3903	Open	7.2
555	41.2	-112.55	7.5	7.5	3904	Open	7.5
556	41.2	-112.55	7.8	7.8	3905	Open	7.8
557	41.2	-112.55	8.1	8.1	3906	Open	8.1
558	41.2	-112.55	8.4	8.4	3907	Open	8.4
559	41.2	-112.55	8.6	8.6	3908	Open	8.6
560	41.2	-112.55	8.9	8.9	3909	Open	8.9
561	41.2	-112.55	9.5	9.5	3910	Open	9.5
562	41.2	-112.55	9.7	9.7	3911	Open	9.7
563	41.2	-112.55	10.0	10.0	3912	Open	10.0
564	41.2	-112.55	10.3	10.3	3913	Open	10.3
565	41.2	-112.55	10.5	10.5	3914	Open	10.5
566	41.2	-112.55	10.6	10.6	3915	Open	10.6
567	41.2	-112.55	10.7	10.7	3916	Open	10.7
568	41.2	-112.55	11.0	11.0	3917	Open	11.0
569	41.2	-112.55	11.2	11.2	3918	Open	11.2
570	41.2	-112.55	11.4	11.4	3919	Open	11.4
571	41.2	-112.55	11.5	11.5	3920	Open	11.5
572	41.2	-112.55	11.8	11.8	3921	Open	11.8
573	41.2	-112.55	12.0	12.0	3922	Open	12.0
574	41.2	-112.55	12.4	12.4	3923	Open	12.4
575	41.2	-112.55	12.5	12.5	3924	Open	12.5
576	41.2	-112.55	12.7	12.7	3925	Open	12.7
577	41.2	-112.55	12.9	12.9	3926	Open	12.9
578	41.2	-112.55	13.0	13.0	3927	Open	13.0
579	41.2	-112.55	13.1	13.1	3928	Open	13.1
580	41.2	-112.55	13.2	13.2	3929	Open	13.2
581	41.2	-112.55	13.5	13.5	3930	Open	13.5
582	44.0	-111.0	9.2	9.2	3988	Open	9.2
583	44.0	-111.0	9.2	9.2	3989	Open	9.2
584	44.0	-111.0	9.2	9.2	3990	Open	9.2
585	44.0	-111.0	9.2	9.2	3991	Open	9.2
586	44.0	-111.0	9.2	9.2	3992	Open	9.2
587	44.0	-111.0	9.2	9.2	3993	Open	9.2
588	44.0	-111.0	9.2	9.2	3994	Open	9.2
589	44.0	-111.0	9.2	9.2	3995	Open	9.2
590	44.0	-111.0	9.2	9.2	3996	Open	9.2
591	44.0	-111.0	9.2	9.2	3997	Open	9.2
592	44.0	-111.0	9.2	9.2	3998	Open	9.2
593	44.0	-111.0	9.2	9.2	3999	Open	9.2
594	44.0	-111.0	9.2	9.2	4000	Open	9.2
595	44.0	-111.0	9.2	9.2	4001	Closed	9.2
596	44.0	-111.0	9.2	9.2	4002	Closed	9.2
597	44.0	-111.0	9.2	9.2	4003	Closed	9.2
598	44.0	-111.0	9.2	9.2	4004	Closed	9.2
599	44.0	-111.0	9.2	9.2	4005	Closed	9.2
600	44.0	-111.0	9.2	9.2	4006	Closed	9.2
601	44.0	-111.0	9.2	9.2	4007	Closed	9.2
602	44.0	-111.0	9.2	9.2	4008	Closed	9.2
603	44.0	-111.0	9.2	9.2	4009	Open	9.2
604	44.0	-111.0	9.2	9.2	4010	Open	9.2
605	44.0	-111.0	9.2	9.2	4011	Open	9.2
606	44.0	-111.0	9.2	9.2	4012	Open	9.2
607	44.0	-111.0	9.2	9.2	4013	Open	9.2
608	44.0	-111.0	9.2	9.2	4014	Open	9.2
609	44.0	-111.0	9.2	9.2	4015	Open	9.2
610	44.0	-111.0	9.2	9.2	4016	Open	9.2
611	44.0	-111.0	9.2	9.2	4017	Open	9.2
612	44.0	-111.0	9.2	9.2	4018	Open	9.2
613	44.0	-111.0	9.2	9.2	4019	Open	9.2
614	44.0	-111.0	9.2	9.2	4020	Open	9.2
615	44.0	-111.0	9.2	9.2	4021	Open	9.2
616	44.0	-111.0	9.2	9.2	4022	Closed	9.2
617	44.0	-111.0	9.2	9.2	4023	Closed	9.2
618	44.0	-111.0	9.2	9.2	4024	Closed	9.2
619	44.0	-111.0	9.2	9.2	4025	Closed	9.2
620	44.0	-111.0	9.2	9.2	4026	Closed	9.2
621	44.0	-111.0	9.2	9.2	4027	Closed	9.2
622	44.0	-111.0	9.2	9.2	4028	Closed	9.2
623	44.0	-111.0	9.2	9.2	4029	Closed	9.2
624	44.0	-111.0	9.2	9.2	4030	Closed	9.2
625	44.0	-111.0	9.2	9.2	4031	Open	9.2
626	44.0	-111.0	9.2	9.2	4032	Open	9.2
627	44.0	-111.0	9.2	9.2	4033	Open	9.2
628	44.0	-111.0	9.2	9.2	4034	Open	9.2
629	44.0	-111.0	9.2	9.2	4035	Open	9.2
630	44.0	-111.0	9.2	9.2	4036	Open	9.2
631	44.0	-111.0	9.2	9.2	4037	Open	9.2
632	44.0	-111.0	9.2	9.2	4038	Open	9.2
633	44.0	-111.0	9.2	9.2	4039	Open	9.2
634	44.0	-111.0	9.2	9.2	4040	Open	9.2
635	44.0	-111.0	9.2	9.2	4041	Open	9.2
636	44.0	-111.0	9.2	9.2	4042	Open	9.2
637	44.0	-111.0	9.2	9.2	4043	Open	9.2
638	44.0	-111.0	9.2	9.2	4044	Open	9.2
639	44.0	-111.0	9.2	9.2	4045	Open	9.2
640	44.0	-111.0	9.2	9.2	4046	Open	9.2
641	44.0	-111.0	9.2	9.2	4047	Closed	9.2
642	44.0	-111.0	9.2	9.2	4048	Closed	9.2
643	44.0	-111.0	9.2	9.2	4049	Closed	9.2
644	44.0	-111.0	9.2	9.2	4050	Closed	9.2
645	44.0	-111.0	9.2	9.2	4051	Closed	9.2
646	44.0	-111.0	9.2	9.2	4052	Closed	9.2
647	43.83	-73.05	23.0	16.0	5057	Closed	19.5
648	42.5	-103.2	19.0	18.0	5058	Open/closed	18.5
649	42.5	-100.0	14.0	13.0	5059	Open	13.5
650	36.8	-100.5	12.0	10.0	5060	Open	11.0
651	35.0	-101.0	12.0	10.0	5061	Open	11.0
652	38.8	-101.2	6.0	5.0	5062	Open	5.5
653	39.0	-117.68	15.6	15.6	5063	Closed	15.6
654	42.25	-114.09	16.3	15.0	5064	Closed	15.65
655	39.39	-117.63	15.5	15.5	5065	Closed	15.5
656	39.39	-117.63	15.5	15.5	5066	Closed	15.5
657	75.37	-89.67	24.8	21.4	5067	Closed	23.1
658	75.37	-89.67	24.8	21.4	5068	Closed	23.1
659	75.37	-89.67	24.8	21.4	5069	Closed	23.1
660	75.37	-89.67	24.8	21.4	5070	Closed	23.1
661	75.37	-89.67	24.8	21.4	5071	Closed	23.1
662	75.37	-89.67	24.8	21.4	5072	Closed	23.1
663	75.37	-89.67	24.8	21.4	5073	Closed	23.1
664	75.37	-89.67	24.8	21.4	5074	Closed	23.1
665	75.37	-89.67	24.8	21.4	5075	Closed	23.1
666	75.37	-89.67	24.8	21.4	5076	Closed	23.1
667	75.37	-89.67	24.8	21.4	5077	Closed	23.1
668	75.37	-89.67	24.8	21.4	5078	Closed	23.1
669	42.41	-118.46	23.0	21.0	5079	Closed	22.0
670	36.19	-118.11	17.5	16.1	5080	Open	16.8
671	59.4	-151.7	16.8	15.8	5081	Closed	16.3
672	59.4	-151.7	16.8	15.8	5082	Closed	16.3
673	59.4	-151.7	16.8	15.8	5083	Closed	16.3
674	59.4	-151.7	16.8	15.8	5084	Closed	16.3
675	40.03	-74.33	11.0	11.0	5113	Closed	11.0
676	40.03	-74.33	11.0	11.0	5114	Closed	11.0
677	40.03	-74.33	11.0	11.0	5115	Closed	11.0
678	40.03	-74.33	11.0	11.0	5116	Closed	11.0
679	40.03	-74.33	11.0	11.0	5117	Closed	11.0
680	40.03	-74.33	11.0	11.0	5118	Closed	11.0
681	40.03	-74.33	11.0	11.0	5119	Closed	11.0
682	40.03	-74.33	11.0	11.0	5120	Closed	11.0
683	40.03	-74.33	11.0	11.0	5121	Closed	11.0
684	40.03	-74.33	11.0	11.0	5122	Closed	11.0
685	40.03	-74.33	11.0	11.0	5123	Closed	11.0
686	40.03	-74.33	11.0	11.0	5124	Closed	11.0
687	40.03	-74.33	11.0	11.0	5125	Closed	11.0
688	40.03	-74.33	11.0	11.0	5126	Closed	11.0
689	40.03	-74.33	11.0	11.0	5127	Closed	11.0
690	40.03	-74.33	11.0	11.0	5128	Closed	11.0
691	40.03	-74.33	11.0	11.0	5129	Closed	11.0
692	40.03	-74.33	11.0	11.0	5130	Closed	11.0
693	40.03	-74.33	11.0	11.0	5131	Closed	11.0
694	40.03	-74.33	11.0	11.0	5132	Closed	11.0
695	40.03	-74.33	11.0	11.0	5133	Closed	11.0
696	40.03	-74.33	11.0	11.0	5134	Closed	11.0
697	40.03	-74.33	11.0	11.0	5135	Closed	11.0
698	40.03	-74.33	11.0	11.0	5136	Closed	11.0
699	40.03	-74.33	11.0	11.0	5137	Closed	11.0
700	40.03	-74.33	11.0	11.0	5138	Closed	11.0
701	40.03	-74.33	11.0	11.0	5139	Closed	11.0
702	40.03	-74.33	11.0	11.0	5140	Closed	11.0
703	40.03	-74.33	11.0	11.0	5141	Closed	11.0
704	40.03	-74.33	11.0	11.0	5142	Closed	11.0
705	40.03	-74.33	11.0	11.0	5143	Closed	11.0
706	40.03	-74.33	11.0	11.0	5144	Closed	11.0
707	40.03	-74.33	11.0	11.0	5145	Closed	11.0
708	40.03	-74.33	11.0	11.0	5146	Closed	11.0
709	40.03	-74.33	11.0	11.0	5147	Closed	11.0
710	40.03	-74.33	11.0	11.0	5148	Closed	11.0
711	40.03	-74.33	11.0	11.0	5149	Closed	11.0
712	40.03	-74.33	11.0	11.0	5150	Closed	11.0
713	40.03	-74.33	11.0	11.0	5151	Closed	11.0
714	40.03	-74.33	11.0	11.0	5152	Closed	11.0
715	40.03	-74.33	11.0	11.0	5153	Closed	11.0
716	40.03	-74.33	11.0	11.0	5154	Closed	11.0
717	40.03	-74.33	11.0	11.0	5155	Closed	11.0
718	40.03	-74.33	11.0	11.0	5156	Closed	11.0
719	40.03	-74.33	11.0	11.0	5157	Closed	11.0
720	40.03	-74.33	11.0	11.0	5158	Closed	11.0
721	40.03	-74.33	11.0	11.0	5159	Closed	11.0
722	40.03	-74.33	11.0	11.0	5160	Closed	11.0
723	40.03	-74.33	11.0	11.0	5161	Closed	11.0
724	40.03	-74.33	11.0	11.0	5162	Closed	11.0
725	40.03	-74.33	11.0	11.0	5163	Closed	11.0
726	40.03	-74.33	11.0	11.0	5164	Closed	11.0
727	40.03	-74.33	11.0	11.0	5165	Closed	11.0
728	40.03	-74.33	11.0	11.0	5166	Closed	11.0
729	40.03	-74.33	11.0	11.0	5167	Closed	11.0
730	40.03	-74.33	11.0	11.0	5168	Closed	11.0
731	40.03	-74.33	11.0	11.0	5169	Closed	11.0
732	40.03	-74.33	11.0	11.0	5170	Closed	11.0
733	40.03	-74.33	11.0	11.0	5171	Closed	11.0
734	40.03	-74.33	11.0	11.0	5172	Closed	11.0
735	40.03	-74.33	11.0	11.0	5173	Closed	11.0
736	40.03	-74.33	11.0	11.0	5174	Closed	11.0
737	40.03	-74.33	11.0	11.0	5175	Closed	11.0
738	40.03	-74.33	11.0	11.0	5176	Closed	11.0
739	40.03	-74.33	11.0	11.0	5177	Closed	11.0
740	40.03	-74.33	11.0	11.0	5178	Closed	11.0
741	40.03	-74.33	11.0	11.0	5179	Closed	11.0
742	40.03	-74.33	11.0	11.0	5180	Closed	11.0
743	40.03	-74.33	11.0	11.0	5181	Closed	11.0
744	40.03	-74.33	11.0	11.0	5182	Closed	11.0
745	40.03	-74.33	11.0	11.0	5183	Closed	11.0
746	40.03	-74.33	11.0	11.0	5184	Closed	11.0
747	40.03	-74.33	11.0	11.0	5185	Closed	11.0
748	40.03	-74.33	11.0	11.0	5186	Closed	11.0
749	40.03	-74.33	11.0	11.0	5187	Closed	11.0
750	40.03	-74.33	11.0	11.0	5188	Closed	11.0
751	40.03	-74.33	11.0	11.0	5189	Closed	11.0
752	40.03	-74.33	11.0	11.0	5190	Closed	11.0
753	40.03	-74.33	11.0	11.0	5191	Closed	11.0
754	40.03	-74.33	11.0	11.0	5192	Closed	11.0
755	40.03	-74.33	11.0	11.0	5193	Closed	11.0
756	40.03	-74.33	11.0	11.0	5194	Closed	11.0
757	40.03	-74.33	11.0	11.0	5195	Closed	11.0
758	40.03	-74.33	11.0	11.0	5196	Closed	11.0
759	40.03	-74.33	11.0	11.0	5197	Closed	11.0
760	40.03	-74.33	11.0	11.0	5198	Closed	11.0
761	40.03	-74.33	11.0	11.0	5199	Closed	11.0
762	40.03	-74.33	11.0	11.0	5200	Closed	11.0
763	40.03	-74.33	11.0	11.0	5201	Closed	11.0
764	37.5	-77.4	7.2	3.6	5202	Closed	5.4
765	37.5	-77.4	7.2	3.6	5203	Closed	5.4
766	37.5	-77.4	7.2	3.6	5204	Closed	5.4
767	38.7	-76.8	7.2	5.3	5205	Closed	6.25
768	38.5	-75.2	7.2	3.6	5206	Closed	5.4
769	38.5	-75.2	7.2	3.6	5207	Closed	5.4
770	38.5	-75.2	7.2	3.6	5208	Closed	5.4
771	38.6	-75.5	7.2	3.6	5209	Closed	5.4
772	38.6	-75.5	7.2	3.6	5210	Closed	5.4
773	36.75	-76.4	4.0	3.0	5211	Closed	3.5
774	36.75	-76.4	4.0	3.0	5212	Closed	3.5
775	36.75	-76.4	4.0	3.0	5213	Closed	3.5
776	38.6	-75.1	3.6	2.6	5214	Closed	3.1
777	38.6	-75.1	3.6	2.6	5215	Closed	3.1
778	38.6	-75.1	3.6	2.6	5216	Closed	3.1
779	38.72	-76.82	10.0	6.0	5217	Closed	8.0
780	39.8	-119.6	15.6	15.6	5230	Closed	15.6
781	39.49	-119.97	5.3	4.9	5231	Open/closed	5.1
782	38.0	-117.5	16.4	15.1	5232	Closed	15.75
783	38.2	-117.75	14.8	14.0	5233	Open/closed	14.4
784	39.6	-119.33	14.8	14.7	5234	Closed	14.75
785	41.8	-119.8	16.0	16.0	5235	Closed	16.0
786	41.4	-119.29	16.0	16.0	5236	Closed	16.0
787	47.02	-116.26	23.0	11.6	5237	Closed	17.3
788	46.94	-116.26	16.0	16.0	5238	Closed	16.0
789	49.68	-115.57	14.5	14.5	5239	Closed	14.5
790	47.92	-118.95	14.5	14.5	5240	Closed	14.5
791	47.69	-117.31	14.5	14.5	5241	Closed	14.5
792	47.69	-117.31	14.5	14.5	5242	Closed	14.5
793	47.69	-117.31	14.5	14.5	5243	Closed	14.5
794	47.69	-117.31	14.5	14.5	5244	Closed	14.5
795	47.11	-116.35	14.5	14.5	5245	Closed	14.5
796	47.11	-116.35	14.5	14.5	5246	Closed	14.5
797	46.99	-116.25	14.5	14.5	5247	Closed	14.5
798	46.77	-116.28	14.5	14.5	5248	Closed	14.5
799	46.77	-116.28	14.5	14.5	5249	Closed	14.5
800	46.49	-116.71	14.5	14.5	5250	Closed	14.5
801	46.42	-116.26	14.5	14.5	5251	Closed	14.5
802	45.79	-116.28	14.5	14.5	5252	Closed	14.5
803	43.3	-117.1	16.7	16.7	5253	Open/closed	16.7
804	43.3	-117.1	16.7	16.7	5254	Open/closed	16.7
805	46.66	-103.02	13.1	13.1	5255	Closed	13.1
806	44.46	-119.47	15.4	15.4	5256	Closed	15.4
807	44.46	-119.47	15.4	15.4	5257	Closed	15.4
808	44.46	-119.47	15.4	15.4	5258	Closed	15.4
809	44.46	-119.47	15.4	15.4	5259	Closed	15.4
810	44.46	-119.47	15.4	15.4	5260	Closed	15.4
811	44.48	-118.76	16.0	11.6	5261	Closed	13.8
812	44.48	-118.76	16.0	11.6	5262	Closed	13.8
813	44.48	-118.76	16.0	11.6	5263	Closed	13.8
814	43.97	-118.2	16.0	11.6	5264	Open/closed	13.8
815	43.97	-118.2	16.0	11.6	5265	Open/closed	13.8
816	43.97	-118.2	16.0	11.6	5266	Open/closed	13.8
817	47.66	-117.42	16.0	5.3	5267	Closed	10.65
818	59.75	-151.17	5.3	2.6	5268	Closed	3.95
819	59.75	-151.17	5.3	2.6	5269	Closed	3.95
820	59.75	-151.17	5.3	2.6	5270	Closed	3.95
821	60.03	-151.7	5.3	2.6	5271	Closed	3.95
822	60.03	-151.7	5.3	2.6	5272	Closed	3.95
823	60.03	-151.7	5.3	2.6	5273	Closed	3.95
824	60.03	-151.7	5.3	2.6	5274	Closed	3.95
825	60.03	-151.7	5.3	2.6	5275	Closed	3.95
826	60.03	-151.7	5.3	2.6	5276	Closed	3.95
827	62.42	-150.6	11.6	5.3	5277	Closed	8.45
828	61.04	-151.4	11.6	5.3	5278	Closed	8.45
829	61.04	-151.4	11.6	5.3	5279	Closed	8.45
830	59.39	-151.75	11.6	5.3	5280	Closed	8.45
831	59.71	-151.29	11.6	5.3	5281	Closed	8.45
832	59.39	-151.75	11.6	5.3	5282	Closed	8.45
833	59.39	-151.75	11.6	5.3	5283	Closed	8.45
834	59.39	-151.75	11.6	5.3	5284	Closed	8.45
835	59.39	-151.75	11.6	5.3	5285	Closed	8.45
836	59.39	-151.75	11.6	5.3	5286	Closed	8.45
837	59.39	-151.75	11.6	5.3	5287	Closed	8.45
838	59.39	-151.75	11.6	5.3	5288	Closed	8.45
839	61.24	-151.25	16.0	11.6	5289	Closed	13.8
840	61.24	-151.25	16.0	11.6	5290	Closed	13.8
841	61.24	-151.25	16.0	11.6	5291	Closed	13.8
842	62.42	-150.6	16.0	11.6	5292	Closed	13.8
843	62.42	-150.6	16.0	11.6	5293	Closed	13.8
844	61.3	-151.77	16.0	11.6	5294	Closed	13.8
845	61.3	-151.77	16.0	11.6	5295	Closed	13.8
846	61.3	-151.77	16.0	11.6	5296	Closed	13.8
847	61.63	-149.85	16.0	11.6	5297	Closed	13.8
848	62.33	-151.53	16.0	11.6	5298	Closed	13.8
849	59.41	-151.74	16.0	11.6	5299	Closed	13.8
850	59.41	-151.74	16.0	11.6	5300	Closed	13.8
851	59.41	-151.74	16.0	11.6	5301	Closed	13.8
852	59.41	-151.74	16.0	11.6	5302	Closed	13.8
853	59.79	-152.61	23.0	11.6	5303	Closed	17.3
854	58.84	-153.29	23.0	16.0	5304	Closed	19.5
855	61.32	-149.58	23.0	16.0	5305	Closed	19.5
856	61.32	-149.58	23.0	16.0	5306	Closed	19.5
857	60.29	-152.45	23.0	16.0	5307	Closed	19.5
858	60.53	-152.32	23.0	16.0	5308	Closed	19.5
859	60.53	-152.32	23.0	16.0	5309	Closed	19.5
860	60.53	-152.32	23.0	16.0	5310	Closed	19.5
861	60.29	-152.43	23.0	16.0	5311	Closed	19.5
862	60.37	-152.34	23.0	16.0	5312	Closed	19.5
863	61.67	-149.15	23.0	16.0	5313	Closed	19.5
864	61.67	-149.15	23.0	16.0	5314	Closed	19.5
865	61.67	-149.15	23.0	16.0	5315	Closed	19.5
866	61.67	-149.15	23.0	16.0	5316	Closed	19.5
867	61.7	-149.09	23.0	16.0	5317	Closed	19.5
868	61.8	-143.17	16.0	11.6	5319	Closed	13.8
869	62.7	-149.2	5.3	2.6	5322	Closed	3.95
870	65.3	-164.1	11.6	5.3	5323	Closed	8.45
871	64.5	-165.4	3.6	1.8	5324	Open	2.7
872	41.35	-70.83	5.3	2.6	5328	Closed	3.95
873	41.35	-70.83	5.3	2.6	5329	Closed	3.95
874	41.35	-70.83	16.0	13.8	5330	Closed	14.9
875	41.35	-70.83	16.0	13.8	5331	Closed	14.9
876	41.32	-70.82	16.0	13.8	5332	Closed	14.9
877	38.51	-118.87	15.0	12.0	5333	Open/closed	13.5
878	39.75	-119.0	13.6	12.0	5334	Open/closed	12.8
879	39.38	-119.01	13.6	12.0	5335	Open/closed	12.8
880	46.94	-120.01	15.5	15.5	5336	Closed	15.5
881	40.45	-85.79	4.0	5.0	5478	Open	4.5
882	33.9	-116.9	4.4	3.5	5479	Open	3.95
883	44.75	-121.22	5.3	3.0	5480	Closed	4.15
884	27.47	-82.27	4.5	4.0	5481	Closed	4.25
885	27.47	-82.27	4.5	4.0	5482	Closed	4.25
886	27.47	-82.27	4.5	4.0	5483	Closed	4.25
887	27.47	-82.27	4.5	4.0	5484	Closed	4.25
888	27.47	-82.27	4.5	4.0	5485	Closed	4.25
889	27.47	-82.27	3.5	3.0	5486	Closed	3.25
890	27.47	-82.27	3.5	3.0	5487	Closed	3.25
891	27.47	-82.27	3.5	3.0	5488	Closed	3.25
892	27.47	-82.27	3.5	3.0	5489	Closed	3.25
893	27.47	-82.27	3.5	3.0	5490	Closed	3.25
894	27.47	-82.27	3.5	3.0	5491	Closed	3.25
895	27.47	-82.27	3.0	2.5	5492	Closed	2.75
896	27.47	-82.27	3.0	2.5	5493	Closed	2.75
897	27.47	-82.27	3.0	2.5	5494	Closed	2.75
898	27.47	-82.27	3.0	2.5	5495	Closed	2.75
899	27.47	-82.27	3.0	2.5	5496	Closed	2.75
900	27.47	-82.27	3.0	2.5	5497	Closed	2.75
901	27.47	-82.27	3.0	2.5	5498	Closed	2.75
902	27.47	-82.27	3.0	2.5	5499	Closed	2.75
903	27.47	-82.27	3.0	2.5	5500	Closed	2.75
904	27.47	-82.27	3.0	2.5	5501	Closed	2.75
905	27.47	-82.27	3.0	2.5	5502	Closed	2.75
906	27.47	-82.27	3.0	2.5	5503	Closed	2.75
907	27.47	-82.27	3.0	2.5	5504	Closed	2.75
908	27.47	-82.27	3.0	2.5	5505	Closed	2.75
909	79.7	-83.93	3.6	2.5	5506	Open	3.05
910	79.7	-83.93	3.6	2.5	5507	Open	3.05
911	78.47	-82.2	3.6	2.5	5508	Open	3.05
912	78.47	-82.2	3.6	2.5	5509	Open	3.05
913	78.4	-81.55	3.6	2.5	5510	Closed	3.05
914	78.37	-83.05	3.6	2.5	5511	Closed	3.05
915	78.37	-83.05	3.6	2.5	5512	Closed	3.05
916	78.47	-82.2	3.6	2.5	5513	Not possible to determine	3.05
917	78.47	-82.2	3.6	2.5	5514	Closed	3.05
918	78.47	-82.2	3.6	2.5	5515	Closed	3.05
919	77.86	-81.62	3.6	2.5	5516	Closed	3.05
920	79.52	-82.34	3.6	2.5	5517	Not possible to determine	3.05
921	79.52	-82.34	3.6	2.5	5518	Not possible to determine	3.05
922	78.4	-81.55	3.6	2.5	5519	Not possible to determine	3.05
923	79.7	-83.93	3.6	2.5	5520	Closed	3.05
924	78.47	-82.2	3.6	2.5	5521	Open	3.05
925	37.78	-118.47	5.3	3.6	5522	Closed	4.45
926	36.21	-116.54	7.2	2.6	5523	Not possible to determine	4.9
927	32.66	-117.1	3.0	1.5	5524	Open/closed	2.25
928	38.35	-122.63	3.6	2.6	5525	Closed	3.1
929	41.96	-121.51	2.6	2.6	5526	Closed	2.6
930	41.96	-121.51	2.62	2.62	5527	Closed	2.62
931	41.96	-121.51	2.64	2.64	5528	Closed	2.64
932	41.96	-121.51	2.64	2.64	5529	Closed	2.64
