lng	lat	avg_age	paleolng	paleolat
-99.25	79.75	6	-96.58	79.97
-98.75	79.75	6	-96.07	79.97
-95.75	79.75	6	-93.01	79.96
-95.25	79.75	6	-92.5	79.95
-94.75	79.75	6	-91.99	79.95
-94.25	79.75	6	-91.48	79.95
-93.75	79.75	6	-90.97	79.95
-93.25	79.75	6	-90.46	79.94
-92.75	79.75	6	-89.95	79.94
-92.25	79.75	6	-89.44	79.94
-91.75	79.75	6	-88.94	79.94
-91.25	79.75	6	-88.43	79.93
-90.75	79.75	6	-87.92	79.93
-90.25	79.75	6	-87.41	79.93
-89.75	79.75	6	-86.9	79.92
-89.25	79.75	6	-86.39	79.92
-88.75	79.75	6	-85.89	79.92
-88.25	79.75	6	-85.38	79.92
-87.75	79.75	6	-84.87	79.91
-87.25	79.75	6	-84.36	79.91
-86.25	79.75	6	-83.35	79.9
-85.75	79.75	6	-82.84	79.9
-85.25	79.75	6	-82.33	79.9
-84.75	79.75	6	-81.83	79.9
-84.25	79.75	6	-81.32	79.89
-83.75	79.75	6	-80.81	79.89
-83.25	79.75	6	-80.31	79.89
-82.75	79.75	6	-79.8	79.88
-82.25	79.75	6	-79.29	79.88
-81.25	79.75	6	-78.28	79.87
-80.75	79.75	6	-77.78	79.87
-80.25	79.75	6	-77.27	79.87
-79.75	79.75	6	-76.77	79.87
-79.25	79.75	6	-76.26	79.86
-78.75	79.75	6	-75.75	79.86
-78.25	79.75	6	-75.25	79.86
-77.75	79.75	6	-74.75	79.85
-77.25	79.75	6	-74.24	79.85
-76.75	79.75	6	-73.74	79.85
-76.25	79.75	6	-73.23	79.84
-75.75	79.75	6	-72.73	79.84
-75.25	79.75	6	-72.22	79.84
-74.75	79.75	6	-71.72	79.83
-74.25	79.75	6	-71.22	79.83
-73.75	79.75	6	-70.71	79.83
-72.75	79.75	6	-69.71	79.82
-72.25	79.75	6	-69.2	79.82
-71.75	79.75	6	-68.7	79.82
-64.75	79.75	6	-61.67	79.77
-64.25	79.75	6	-61.17	79.77
-63.75	79.75	6	-60.67	79.77
-63.25	79.75	6	-60.17	79.76
-62.75	79.75	6	-59.67	79.76
-62.25	79.75	6	-59.17	79.76
-61.75	79.75	6	-58.67	79.75
-61.25	79.75	6	-58.17	79.75
-60.75	79.75	6	-57.67	79.75
-60.25	79.75	6	-57.17	79.74
-59.75	79.75	6	-56.67	79.74
-59.25	79.75	6	-56.18	79.74
-58.75	79.75	6	-55.68	79.73
-58.25	79.75	6	-55.18	79.73
-57.75	79.75	6	-54.68	79.73
-57.25	79.75	6	-54.18	79.72
-56.75	79.75	6	-53.68	79.72
-56.25	79.75	6	-53.18	79.72
-55.75	79.75	6	-52.69	79.71
-55.25	79.75	6	-52.19	79.71
-54.75	79.75	6	-51.69	79.71
-54.25	79.75	6	-51.19	79.71
-53.75	79.75	6	-50.7	79.7
-53.25	79.75	6	-50.2	79.7
-52.75	79.75	6	-49.7	79.7
-52.25	79.75	6	-49.2	79.69
-105.25	79.25	6	-102.8	79.5
-104.75	79.25	6	-102.28	79.5
-104.25	79.25	6	-101.77	79.5
-103.75	79.25	6	-101.26	79.5
-103.25	79.25	6	-100.75	79.49
-92.25	79.25	6	-89.53	79.44
-91.75	79.25	6	-89.02	79.44
-91.25	79.25	6	-88.51	79.43
-90.75	79.25	6	-88	79.43
-90.25	79.25	6	-87.5	79.43
-89.75	79.25	6	-86.99	79.42
-89.25	79.25	6	-86.48	79.42
-88.75	79.25	6	-85.97	79.42
-88.25	79.25	6	-85.46	79.42
-87.75	79.25	6	-84.96	79.41
-87.25	79.25	6	-84.45	79.41
-86.75	79.25	6	-83.94	79.41
-86.25	79.25	6	-83.44	79.4
-85.75	79.25	6	-82.93	79.4
-85.25	79.25	6	-82.42	79.4
-84.25	79.25	6	-81.41	79.39
-83.75	79.25	6	-80.9	79.39
-83.25	79.25	6	-80.4	79.39
-82.75	79.25	6	-79.89	79.38
-82.25	79.25	6	-79.38	79.38
-81.75	79.25	6	-78.88	79.38
-81.25	79.25	6	-78.37	79.37
-80.75	79.25	6	-77.87	79.37
-80.25	79.25	6	-77.36	79.37
-79.75	79.25	6	-76.86	79.37
-79.25	79.25	6	-76.35	79.36
-78.75	79.25	6	-75.85	79.36
-78.25	79.25	6	-75.34	79.36
-77.75	79.25	6	-74.84	79.35
-77.25	79.25	6	-74.33	79.35
-76.75	79.25	6	-73.83	79.35
-65.25	79.25	6	-62.27	79.28
-64.75	79.25	6	-61.77	79.27
-64.25	79.25	6	-61.27	79.27
-63.75	79.25	6	-60.77	79.27
-63.25	79.25	6	-60.27	79.26
-62.75	79.25	6	-59.77	79.26
-62.25	79.25	6	-59.27	79.26
-61.75	79.25	6	-58.77	79.25
-61.25	79.25	6	-58.27	79.25
-60.75	79.25	6	-57.77	79.25
-60.25	79.25	6	-57.27	79.24
-59.75	79.25	6	-56.77	79.24
-59.25	79.25	6	-56.27	79.24
-58.75	79.25	6	-55.77	79.23
-58.25	79.25	6	-55.27	79.23
-57.75	79.25	6	-54.77	79.23
-57.25	79.25	6	-54.28	79.22
-56.75	79.25	6	-53.78	79.22
-56.25	79.25	6	-53.28	79.22
-55.75	79.25	6	-52.78	79.21
-55.25	79.25	6	-52.28	79.21
-54.75	79.25	6	-51.78	79.21
-54.25	79.25	6	-51.29	79.21
-53.75	79.25	6	-50.79	79.2
-53.25	79.25	6	-50.29	79.2
-52.75	79.25	6	-49.79	79.2
-52.25	79.25	6	-49.3	79.19
-103.75	78.75	6	-101.33	79
-103.25	78.75	6	-100.82	78.99
-102.75	78.75	6	-100.31	78.99
-102.25	78.75	6	-99.79	78.99
-101.75	78.75	6	-99.28	78.99
-101.25	78.75	6	-98.77	78.99
-100.75	78.75	6	-98.26	78.98
-100.25	78.75	6	-97.75	78.98
-98.25	78.75	6	-95.71	78.97
-97.75	78.75	6	-95.2	78.97
-93.75	78.75	6	-91.13	78.95
-93.25	78.75	6	-90.62	78.94
-92.75	78.75	6	-90.11	78.94
-92.25	78.75	6	-89.61	78.94
-91.75	78.75	6	-89.1	78.94
-91.25	78.75	6	-88.59	78.93
-90.75	78.75	6	-88.08	78.93
-90.25	78.75	6	-87.57	78.93
-89.75	78.75	6	-87.07	78.92
-89.25	78.75	6	-86.56	78.92
-88.75	78.75	6	-86.05	78.92
-88.25	78.75	6	-85.54	78.92
-87.75	78.75	6	-85.04	78.91
-86.75	78.75	6	-84.02	78.91
-86.25	78.75	6	-83.52	78.9
-85.75	78.75	6	-83.01	78.9
-85.25	78.75	6	-82.5	78.9
-84.75	78.75	6	-82	78.9
-84.25	78.75	6	-81.49	78.89
-83.75	78.75	6	-80.99	78.89
-82.25	78.75	6	-79.47	78.88
-81.75	78.75	6	-78.96	78.88
-81.25	78.75	6	-78.46	78.87
-80.75	78.75	6	-77.95	78.87
-80.25	78.75	6	-77.45	78.87
-79.75	78.75	6	-76.94	78.87
-79.25	78.75	6	-76.44	78.86
-78.75	78.75	6	-75.93	78.86
-78.25	78.75	6	-75.43	78.86
-77.75	78.75	6	-74.92	78.85
-77.25	78.75	6	-74.42	78.85
-76.75	78.75	6	-73.91	78.85
-76.25	78.75	6	-73.41	78.84
-75.75	78.75	6	-72.91	78.84
-75.25	78.75	6	-72.4	78.84
-69.75	78.75	6	-66.87	78.8
-69.25	78.75	6	-66.37	78.8
-68.75	78.75	6	-65.87	78.8
-68.25	78.75	6	-65.37	78.79
-67.75	78.75	6	-64.86	78.79
-67.25	78.75	6	-64.36	78.79
-66.75	78.75	6	-63.86	78.78
-66.25	78.75	6	-63.36	78.78
-65.75	78.75	6	-62.86	78.78
-65.25	78.75	6	-62.36	78.78
-64.75	78.75	6	-61.86	78.77
-64.25	78.75	6	-61.36	78.77
-63.75	78.75	6	-60.86	78.77
-63.25	78.75	6	-60.36	78.76
-62.75	78.75	6	-59.86	78.76
-62.25	78.75	6	-59.36	78.76
-61.75	78.75	6	-58.86	78.75
-61.25	78.75	6	-58.36	78.75
-60.75	78.75	6	-57.86	78.75
-60.25	78.75	6	-57.36	78.74
-59.75	78.75	6	-56.86	78.74
-59.25	78.75	6	-56.36	78.74
-58.75	78.75	6	-55.86	78.73
-58.25	78.75	6	-55.36	78.73
-57.75	78.75	6	-54.86	78.73
-57.25	78.75	6	-54.36	78.72
-56.75	78.75	6	-53.86	78.72
-56.25	78.75	6	-53.37	78.72
-55.75	78.75	6	-52.87	78.72
-55.25	78.75	6	-52.37	78.71
-54.75	78.75	6	-51.87	78.71
-54.25	78.75	6	-51.37	78.71
-53.75	78.75	6	-50.88	78.7
-53.25	78.75	6	-50.38	78.7
-52.75	78.75	6	-49.88	78.7
-52.25	78.75	6	-49.38	78.69
-101.25	78.25	6	-98.84	78.49
-100.75	78.25	6	-98.33	78.48
-100.25	78.25	6	-97.82	78.48
-99.75	78.25	6	-97.31	78.48
-97.75	78.25	6	-95.27	78.47
-97.25	78.25	6	-94.76	78.47
-96.75	78.25	6	-94.25	78.46
-96.25	78.25	6	-93.74	78.46
-95.75	78.25	6	-93.23	78.46
-91.75	78.25	6	-89.17	78.44
-91.25	78.25	6	-88.66	78.43
-90.75	78.25	6	-88.15	78.43
-89.75	78.25	6	-87.14	78.42
-89.25	78.25	6	-86.63	78.42
-88.75	78.25	6	-86.12	78.42
-87.25	78.25	6	-84.6	78.41
-86.75	78.25	6	-84.1	78.41
-86.25	78.25	6	-83.59	78.4
-85.75	78.25	6	-83.08	78.4
-85.25	78.25	6	-82.58	78.4
-84.75	78.25	6	-82.07	78.4
-84.25	78.25	6	-81.57	78.39
-83.75	78.25	6	-81.06	78.39
-83.25	78.25	6	-80.55	78.39
-82.75	78.25	6	-80.05	78.38
-82.25	78.25	6	-79.54	78.38
-81.75	78.25	6	-79.04	78.38
-81.25	78.25	6	-78.53	78.38
-80.75	78.25	6	-78.03	78.37
-80.25	78.25	6	-77.52	78.37
-79.75	78.25	6	-77.02	78.37
-79.25	78.25	6	-76.51	78.36
-78.75	78.25	6	-76.01	78.36
-78.25	78.25	6	-75.51	78.36
-77.75	78.25	6	-75	78.35
-77.25	78.25	6	-74.5	78.35
-76.75	78.25	6	-73.99	78.35
-76.25	78.25	6	-73.49	78.34
-75.75	78.25	6	-72.99	78.34
-72.25	78.25	6	-69.46	78.32
-71.75	78.25	6	-68.96	78.32
-71.25	78.25	6	-68.46	78.31
-70.75	78.25	6	-67.96	78.31
-70.25	78.25	6	-67.45	78.31
-69.75	78.25	6	-66.95	78.3
-69.25	78.25	6	-66.45	78.3
-68.75	78.25	6	-65.95	78.3
-68.25	78.25	6	-65.45	78.29
-67.75	78.25	6	-64.94	78.29
-67.25	78.25	6	-64.44	78.29
