lng	lat	avg_age	paleolng	paleolat
-99.25	79.75	11	-94.19	80.14
-98.75	79.75	11	-93.67	80.14
-95.75	79.75	11	-90.57	80.11
-95.25	79.75	11	-90.05	80.1
-94.75	79.75	11	-89.53	80.1
-94.25	79.75	11	-89.02	80.09
-93.75	79.75	11	-88.5	80.09
-93.25	79.75	11	-87.99	80.08
-92.75	79.75	11	-87.47	80.08
-92.25	79.75	11	-86.95	80.07
-91.75	79.75	11	-86.44	80.07
-91.25	79.75	11	-85.92	80.06
-90.75	79.75	11	-85.41	80.06
-90.25	79.75	11	-84.9	80.05
-89.75	79.75	11	-84.38	80.05
-89.25	79.75	11	-83.87	80.04
-88.75	79.75	11	-83.36	80.03
-88.25	79.75	11	-82.84	80.03
-87.75	79.75	11	-82.33	80.02
-87.25	79.75	11	-81.82	80.02
-86.25	79.75	11	-80.79	80.01
-85.75	79.75	11	-80.28	80
-85.25	79.75	11	-79.77	80
-84.75	79.75	11	-79.26	79.99
-84.25	79.75	11	-78.75	79.98
-83.75	79.75	11	-78.24	79.98
-83.25	79.75	11	-77.73	79.97
-82.75	79.75	11	-77.22	79.97
-82.25	79.75	11	-76.71	79.96
-81.25	79.75	11	-75.69	79.95
-80.75	79.75	11	-75.18	79.94
-80.25	79.75	11	-74.67	79.94
-79.75	79.75	11	-74.17	79.93
-79.25	79.75	11	-73.66	79.93
-78.75	79.75	11	-73.15	79.92
-78.25	79.75	11	-72.64	79.92
-77.75	79.75	11	-72.14	79.91
-77.25	79.75	11	-71.63	79.9
-76.75	79.75	11	-71.12	79.9
-76.25	79.75	11	-70.62	79.89
-75.75	79.75	11	-70.11	79.89
-75.25	79.75	11	-69.61	79.88
-74.75	79.75	11	-69.1	79.88
-74.25	79.75	11	-68.6	79.87
-73.75	79.75	11	-68.09	79.86
-72.75	79.75	11	-67.08	79.85
-72.25	79.75	11	-66.58	79.85
-71.75	79.75	11	-66.08	79.84
-64.75	79.75	11	-59.06	79.76
-64.25	79.75	11	-58.56	79.75
-63.75	79.75	11	-58.06	79.74
-63.25	79.75	11	-57.56	79.74
-62.75	79.75	11	-57.06	79.73
-62.25	79.75	11	-56.57	79.73
-61.75	79.75	11	-56.07	79.72
-61.25	79.75	11	-55.57	79.71
-60.75	79.75	11	-55.07	79.71
-60.25	79.75	11	-54.58	79.7
-59.75	79.75	11	-54.08	79.7
-59.25	79.75	11	-53.58	79.69
-58.75	79.75	11	-53.09	79.69
-58.25	79.75	11	-52.59	79.68
-57.75	79.75	11	-52.1	79.67
-57.25	79.75	11	-51.6	79.67
-56.75	79.75	11	-51.11	79.66
-56.25	79.75	11	-50.61	79.66
-55.75	79.75	11	-50.12	79.65
-55.25	79.75	11	-49.62	79.64
-54.75	79.75	11	-49.13	79.64
-54.25	79.75	11	-48.64	79.63
-53.75	79.75	11	-48.14	79.63
-53.25	79.75	11	-47.65	79.62
-52.75	79.75	11	-47.16	79.62
-52.25	79.75	11	-46.67	79.61
-105.25	79.25	11	-100.58	79.7
-104.75	79.25	11	-100.06	79.7
-104.25	79.25	11	-99.54	79.69
-103.75	79.25	11	-99.02	79.69
-103.25	79.25	11	-98.5	79.68
-92.25	79.25	11	-87.12	79.57
-91.75	79.25	11	-86.61	79.57
-91.25	79.25	11	-86.09	79.56
-90.75	79.25	11	-85.58	79.56
-90.25	79.25	11	-85.06	79.55
-89.75	79.25	11	-84.55	79.55
-89.25	79.25	11	-84.04	79.54
-88.75	79.25	11	-83.52	79.54
