lng	lat	avg_age	paleolng	paleolat
-99.25	79.75	1	-98.82	79.79
-98.75	79.75	1	-98.31	79.79
-95.75	79.75	1	-95.3	79.79
-95.25	79.75	1	-94.8	79.79
-94.75	79.75	1	-94.3	79.78
-94.25	79.75	1	-93.8	79.78
-93.75	79.75	1	-93.3	79.78
-93.25	79.75	1	-92.79	79.78
-92.75	79.75	1	-92.29	79.78
-92.25	79.75	1	-91.79	79.78
-91.75	79.75	1	-91.29	79.78
-91.25	79.75	1	-90.79	79.78
-90.75	79.75	1	-90.29	79.78
-90.25	79.75	1	-89.79	79.78
-89.75	79.75	1	-89.28	79.78
-89.25	79.75	1	-88.78	79.78
-88.75	79.75	1	-88.28	79.78
-88.25	79.75	1	-87.78	79.78
-87.75	79.75	1	-87.28	79.78
-87.25	79.75	1	-86.78	79.78
-86.25	79.75	1	-85.77	79.78
-85.75	79.75	1	-85.27	79.78
-85.25	79.75	1	-84.77	79.78
-84.75	79.75	1	-84.27	79.78
-84.25	79.75	1	-83.77	79.78
-83.75	79.75	1	-83.27	79.77
-83.25	79.75	1	-82.77	79.77
-82.75	79.75	1	-82.27	79.77
-82.25	79.75	1	-81.76	79.77
-81.25	79.75	1	-80.76	79.77
-80.75	79.75	1	-80.26	79.77
-80.25	79.75	1	-79.76	79.77
-79.75	79.75	1	-79.26	79.77
-79.25	79.75	1	-78.76	79.77
-78.75	79.75	1	-78.26	79.77
-78.25	79.75	1	-77.76	79.77
-77.75	79.75	1	-77.26	79.77
-77.25	79.75	1	-76.75	79.77
-76.75	79.75	1	-76.25	79.77
-76.25	79.75	1	-75.75	79.77
-75.75	79.75	1	-75.25	79.77
-75.25	79.75	1	-74.75	79.77
-74.75	79.75	1	-74.25	79.77
-74.25	79.75	1	-73.75	79.77
-73.75	79.75	1	-73.25	79.76
-72.75	79.75	1	-72.25	79.76
-72.25	79.75	1	-71.75	79.76
-71.75	79.75	1	-71.25	79.76
-64.75	79.75	1	-64.24	79.76
-64.25	79.75	1	-63.74	79.75
-63.75	79.75	1	-63.24	79.75
-63.25	79.75	1	-62.74	79.75
-62.75	79.75	1	-62.24	79.75
-62.25	79.75	1	-61.74	79.75
-61.75	79.75	1	-61.24	79.75
-61.25	79.75	1	-60.74	79.75
-60.75	79.75	1	-60.24	79.75
-60.25	79.75	1	-59.74	79.75
-59.75	79.75	1	-59.24	79.75
-59.25	79.75	1	-58.74	79.75
-58.75	79.75	1	-58.24	79.75
-58.25	79.75	1	-57.74	79.75
-57.75	79.75	1	-57.24	79.75
-57.25	79.75	1	-56.74	79.75
-56.75	79.75	1	-56.24	79.75
-56.25	79.75	1	-55.74	79.75
-55.75	79.75	1	-55.24	79.75
-55.25	79.75	1	-54.74	79.75
-54.75	79.75	1	-54.24	79.74
-54.25	79.75	1	-53.74	79.74
-53.75	79.75	1	-53.24	79.74
-53.25	79.75	1	-52.74	79.74
-52.75	79.75	1	-52.24	79.74
-52.25	79.75	1	-51.74	79.74
-105.25	79.25	1	-104.85	79.29
-104.75	79.25	1	-104.35	79.29
-104.25	79.25	1	-103.85	79.29
-103.75	79.25	1	-103.34	79.29
-103.25	79.25	1	-102.84	79.29
-92.25	79.25	1	-91.8	79.28
-91.75	79.25	1	-91.3	79.28
-91.25	79.25	1	-90.8	79.28
-90.75	79.25	1	-90.3	79.28
-90.25	79.25	1	-89.8	79.28
-89.75	79.25	1	-89.3	79.28
-89.25	79.25	1	-88.8	79.28
-88.75	79.25	1	-88.29	79.28
-88.25	79.25	1	-87.79	79.28
-87.75	79.25	1	-87.29	79.28
-87.25	79.25	1	-86.79	79.28
-86.75	79.25	1	-86.29	79.28
-86.25	79.25	1	-85.79	79.28
-85.75	79.25	1	-85.29	79.28
-85.25	79.25	1	-84.79	79.28
-84.25	79.25	1	-83.78	79.28
-83.75	79.25	1	-83.28	79.27
-83.25	79.25	1	-82.78	79.27
-82.75	79.25	1	-82.28	79.27
-82.25	79.25	1	-81.78	79.27
-81.75	79.25	1	-81.28	79.27
-81.25	79.25	1	-80.78	79.27
-80.75	79.25	1	-80.28	79.27
-80.25	79.25	1	-79.77	79.27
-79.75	79.25	1	-79.27	79.27
-79.25	79.25	1	-78.77	79.27
-78.75	79.25	1	-78.27	79.27
-78.25	79.25	1	-77.77	79.27
-77.75	79.25	1	-77.27	79.27
-77.25	79.25	1	-76.77	79.27
-76.75	79.25	1	-76.27	79.27
-65.25	79.25	1	-64.76	79.26
-64.75	79.25	1	-64.26	79.26
-64.25	79.25	1	-63.76	79.25
-63.75	79.25	1	-63.26	79.25
-63.25	79.25	1	-62.76	79.25
-62.75	79.25	1	-62.26	79.25
-62.25	79.25	1	-61.76	79.25
-61.75	79.25	1	-61.25	79.25
-61.25	79.25	1	-60.75	79.25
-60.75	79.25	1	-60.25	79.25
-60.25	79.25	1	-59.75	79.25
-59.75	79.25	1	-59.25	79.25
-59.25	79.25	1	-58.75	79.25
-58.75	79.25	1	-58.25	79.25
-58.25	79.25	1	-57.75	79.25
-57.75	79.25	1	-57.25	79.25
-57.25	79.25	1	-56.75	79.25
-56.75	79.25	1	-56.26	79.25
-56.25	79.25	1	-55.76	79.25
-55.75	79.25	1	-55.26	79.25
-55.25	79.25	1	-54.76	79.25
-54.75	79.25	1	-54.26	79.24
-54.25	79.25	1	-53.76	79.24
-53.75	79.25	1	-53.26	79.24
-53.25	79.25	1	-52.76	79.24
-52.75	79.25	1	-52.26	79.24
-52.25	79.25	1	-51.76	79.24
-103.75	78.75	1	-103.35	78.79
-103.25	78.75	1	-102.85	78.79
-102.75	78.75	1	-102.35	78.79
-102.25	78.75	1	-101.85	78.79
-101.75	78.75	1	-101.35	78.79
-101.25	78.75	1	-100.85	78.79
-100.75	78.75	1	-100.34	78.79
-100.25	78.75	1	-99.84	78.79
-98.25	78.75	1	-97.84	78.79
-97.75	78.75	1	-97.33	78.79
-93.75	78.75	1	-93.32	78.78
-93.25	78.75	1	-92.82	78.78
-92.75	78.75	1	-92.32	78.78
-92.25	78.75	1	-91.82	78.78
-91.75	78.75	1	-91.32	78.78
-91.25	78.75	1	-90.81	78.78
-90.75	78.75	1	-90.31	78.78
-90.25	78.75	1	-89.81	78.78
-89.75	78.75	1	-89.31	78.78
-89.25	78.75	1	-88.81	78.78
-88.75	78.75	1	-88.31	78.78
-88.25	78.75	1	-87.81	78.78
-87.75	78.75	1	-87.3	78.78
-86.75	78.75	1	-86.3	78.78
-86.25	78.75	1	-85.8	78.78
-85.75	78.75	1	-85.3	78.78
-85.25	78.75	1	-84.8	78.78
-84.75	78.75	1	-84.3	78.78
-84.25	78.75	1	-83.8	78.78
-83.75	78.75	1	-83.3	78.77
-82.25	78.75	1	-81.79	78.77
-81.75	78.75	1	-81.29	78.77
-81.25	78.75	1	-80.79	78.77
-80.75	78.75	1	-80.29	78.77
-80.25	78.75	1	-79.79	78.77
-79.75	78.75	1	-79.29	78.77
-79.25	78.75	1	-78.79	78.77
-78.75	78.75	1	-78.29	78.77
-78.25	78.75	1	-77.79	78.77
-77.75	78.75	1	-77.28	78.77
-77.25	78.75	1	-76.78	78.77
-76.75	78.75	1	-76.28	78.77
