lng	lat	avg_age	paleolng	paleolat
-99.25	79.75	22	-87.4	80.4
-98.75	79.75	22	-86.87	80.39
-95.75	79.75	22	-83.73	80.31
-95.25	79.75	22	-83.2	80.29
-94.75	79.75	22	-82.68	80.28
-94.25	79.75	22	-82.16	80.27
-93.75	79.75	22	-81.64	80.25
-93.25	79.75	22	-81.12	80.24
-92.75	79.75	22	-80.6	80.23
-92.25	79.75	22	-80.09	80.21
-91.75	79.75	22	-79.57	80.2
-91.25	79.75	22	-79.05	80.19
-90.75	79.75	22	-78.54	80.17
-90.25	79.75	22	-78.02	80.16
-89.75	79.75	22	-77.51	80.14
-89.25	79.75	22	-77	80.13
-88.75	79.75	22	-76.48	80.12
-88.25	79.75	22	-75.97	80.1
-87.75	79.75	22	-75.46	80.09
-87.25	79.75	22	-74.95	80.08
-86.25	79.75	22	-73.93	80.05
-85.75	79.75	22	-73.42	80.04
-85.25	79.75	22	-72.92	80.02
-84.75	79.75	22	-72.41	80.01
-84.25	79.75	22	-71.9	79.99
-83.75	79.75	22	-71.4	79.98
-83.25	79.75	22	-70.89	79.97
-82.75	79.75	22	-70.39	79.95
-82.25	79.75	22	-69.88	79.94
-81.25	79.75	22	-68.88	79.91
-80.75	79.75	22	-68.38	79.9
-80.25	79.75	22	-67.88	79.88
-79.75	79.75	22	-67.38	79.87
-79.25	79.75	22	-66.88	79.86
-78.75	79.75	22	-66.38	79.84
-78.25	79.75	22	-65.88	79.83
-77.75	79.75	22	-65.38	79.81
-77.25	79.75	22	-64.89	79.8
-76.75	79.75	22	-64.39	79.79
-76.25	79.75	22	-63.9	79.77
-75.75	79.75	22	-63.4	79.76
-75.25	79.75	22	-62.91	79.75
-74.75	79.75	22	-62.41	79.73
-74.25	79.75	22	-61.92	79.72
-73.75	79.75	22	-61.43	79.7
-72.75	79.75	22	-60.45	79.68
-72.25	79.75	22	-59.96	79.66
-71.75	79.75	22	-59.47	79.65
-64.75	79.75	22	-52.68	79.46
-64.25	79.75	22	-52.2	79.45
-63.75	79.75	22	-51.72	79.43
-63.25	79.75	22	-51.24	79.42
-62.75	79.75	22	-50.76	79.41
-62.25	79.75	22	-50.28	79.39
-61.75	79.75	22	-49.8	79.38
-61.25	79.75	22	-49.32	79.37
-60.75	79.75	22	-48.85	79.35
-60.25	79.75	22	-48.37	79.34
-59.75	79.75	22	-47.9	79.33
-59.25	79.75	22	-47.42	79.31
-58.75	79.75	22	-46.95	79.3
-58.25	79.75	22	-46.47	79.29
-57.75	79.75	22	-46	79.28
-57.25	79.75	22	-45.53	79.26
-56.75	79.75	22	-45.05	79.25
-56.25	79.75	22	-44.58	79.24
-55.75	79.75	22	-44.11	79.22
-55.25	79.75	22	-43.64	79.21
-54.75	79.75	22	-43.17	79.2
-54.25	79.75	22	-42.7	79.19
-53.75	79.75	22	-42.23	79.17
-53.25	79.75	22	-41.76	79.16
-52.75	79.75	22	-41.29	79.15
-52.25	79.75	22	-40.83	79.14
-105.25	79.25	22	-94.19	80.06
-104.75	79.25	22	-93.66	80.04
-104.25	79.25	22	-93.12	80.03
-103.75	79.25	22	-92.59	80.02
-103.25	79.25	22	-92.06	80.01
-92.25	79.25	22	-80.51	79.72
-91.75	79.25	22	-80	79.7
-91.25	79.25	22	-79.48	79.69
-90.75	79.25	22	-78.96	79.68
-90.25	79.25	22	-78.45	79.66
-89.75	79.25	22	-77.94	79.65
-89.25	79.25	22	-77.42	79.64
-88.75	79.25	22	-76.91	79.62
-88.25	79.25	22	-76.4	79.61
-87.75	79.25	22	-75.89	79.6
-87.25	79.25	22	-75.38	79.58
-86.75	79.25	22	-74.87	79.57
-86.25	79.25	22	-74.36	79.55
-85.75	79.25	22	-73.85	79.54
-85.25	79.25	22	-73.34	79.53
-84.25	79.25	22	-72.33	79.5
-83.75	79.25	22	-71.82	79.49
-83.25	79.25	22	-71.32	79.47
-82.75	79.25	22	-70.81	79.46
-82.25	79.25	22	-70.31	79.44
-81.75	79.25	22	-69.8	79.43
-81.25	79.25	22	-69.3	79.42
-80.75	79.25	22	-68.8	79.4
-80.25	79.25	22	-68.3	79.39
-79.75	79.25	22	-67.8	79.38
-79.25	79.25	22	-67.3	79.36
-78.75	79.25	22	-66.8	79.35
-78.25	79.25	22	-66.3	79.33
-77.75	79.25	22	-65.8	79.32
-77.25	79.25	22	-65.31	79.31
-76.75	79.25	22	-64.81	79.29
-65.25	79.25	22	-53.55	78.98
-64.75	79.25	22	-53.07	78.96
-64.25	79.25	22	-52.59	78.95
-63.75	79.25	22	-52.11	78.94
-63.25	79.25	22	-51.62	78.92
-62.75	79.25	22	-51.14	78.91
-62.25	79.25	22	-50.66	78.9
-61.75	79.25	22	-50.19	78.89
-61.25	79.25	22	-49.71	78.87
-60.75	79.25	22	-49.23	78.86
-60.25	79.25	22	-48.75	78.85
-59.75	79.25	22	-48.27	78.83
-59.25	79.25	22	-47.8	78.82
-58.75	79.25	22	-47.32	78.81
-58.25	79.25	22	-46.85	78.79
-57.75	79.25	22	-46.37	78.78
-57.25	79.25	22	-45.9	78.77
-56.75	79.25	22	-45.42	78.75
-56.25	79.25	22	-44.95	78.74
-55.75	79.25	22	-44.48	78.73
-55.25	79.25	22	-44	78.72
-54.75	79.25	22	-43.53	78.7
-54.25	79.25	22	-43.06	78.69
-53.75	79.25	22	-42.59	78.68
-53.25	79.25	22	-42.12	78.67
-52.75	79.25	22	-41.65	78.65
-52.25	79.25	22	-41.18	78.64
-103.75	78.75	22	-92.96	79.52
-103.25	78.75	22	-92.43	79.51
-102.75	78.75	22	-91.9	79.5
-102.25	78.75	22	-91.37	79.49
-101.75	78.75	22	-90.84	79.47
-101.25	78.75	22	-90.31	79.46
-100.75	78.75	22	-89.78	79.45
-100.25	78.75	22	-89.25	79.43
-98.25	78.75	22	-87.15	79.38
-97.75	78.75	22	-86.62	79.37
-93.75	78.75	22	-82.45	79.26
-93.25	78.75	22	-81.93	79.25
-92.75	78.75	22	-81.42	79.24
-92.25	78.75	22	-80.9	79.22
-91.75	78.75	22	-80.38	79.21
-91.25	78.75	22	-79.87	79.2
-90.75	78.75	22	-79.35	79.18
-90.25	78.75	22	-78.84	79.17
-89.75	78.75	22	-78.32	79.16
-89.25	78.75	22	-77.81	79.14
-88.75	78.75	22	-77.3	79.13
-88.25	78.75	22	-76.79	79.11
-87.75	78.75	22	-76.27	79.1
-86.75	78.75	22	-75.25	79.07
-86.25	78.75	22	-74.74	79.06
-85.75	78.75	22	-74.24	79.05
-85.25	78.75	22	-73.73	79.03
-84.75	78.75	22	-73.22	79.02
-84.25	78.75	22	-72.71	79.01
-83.75	78.75	22	-72.21	78.99
-82.25	78.75	22	-70.69	78.95
-81.75	78.75	22	-70.19	78.94
-81.25	78.75	22	-69.69	78.92
-80.75	78.75	22	-69.19	78.91
-80.25	78.75	22	-68.68	78.89
-79.75	78.75	22	-68.18	78.88
-79.25	78.75	22	-67.68	78.87
-78.75	78.75	22	-67.18	78.85
-78.25	78.75	22	-66.68	78.84
-77.75	78.75	22	-66.19	78.83
-77.25	78.75	22	-65.69	78.81
-76.75	78.75	22	-65.19	78.8
-76.25	78.75	22	-64.69	78.78
-75.75	78.75	22	-64.2	78.77
-75.25	78.75	22	-63.7	78.76
