genus	age_bin	north_america	south_america	eurasia	africa	australia
Leptarctus	10	19	0	1	0	0
Leptarctus	15	47	0	1	0	0
Leptarctus	20	2	0	0	0	0
Leptarctus	5	4	0	0	0	0
Leptauchenia	20	6	0	0	0	0
Leptauchenia	25	31	0	0	0	0
Leptauchenia	30	155	0	0	0	0
Leptictis	30	1	0	0	0	0
Leptobos	0	0	0	39	0	0
Leptobos	5	0	0	12	1	0
Leptocyon	10	88	0	0	0	0
Leptocyon	15	157	0	0	0	0
Leptocyon	20	33	0	0	0	0
Leptocyon	25	16	0	0	0	0
Leptocyon	30	8	0	0	0	0
Leptodelphis	10	0	0	1	0	0
Leptodontomys	10	0	0	6	0	0
Leptodontomys	15	16	0	0	0	0
Leptodontomys	30	2	0	0	0	0
Leptodontomys	5	2	0	5	0	0
Leptomeryx	30	1	0	0	0	0
Leptonycteris	0	1	0	0	0	0
Leptoplesictis	10	0	0	8	0	0
Leptoplesictis	15	0	0	4	0	0
Leptoplesictis	20	0	0	3	0	0
Leptoreodon	30	1	0	0	0	0
Leptorycteropus	10	0	0	0	1	0
Leptorycteropus	5	0	0	0	1	0
Leptoscaptor	10	0	0	11	0	0
Leptotataromys	25	0	0	1	0	0
Lepus	0	51	1	34	40	0
Lepus	10	0	0	1	0	0
Lepus	20	0	0	0	1	0
Lepus	25	1	0	0	0	0
Lepus	5	3	0	4	3	0
Lestodelphys	0	0	4	0	0	0
Lestodon	0	0	12	0	0	0
Leukaristomys	0	0	0	1	0	0
Leukaristomys	5	0	0	1	0	0
Libralces	0	0	0	7	0	0
Libralces	5	0	0	3	0	0
Libycochoerus	10	0	0	0	2	0
Libycochoerus	15	0	0	0	3	0
Libycosaurus	10	0	0	0	1	0
Libycosaurus	15	0	0	0	1	0
Libycosaurus	5	0	0	0	3	0
Libypithecus	5	0	0	0	1	0
Libytherium	0	0	0	0	4	0
Licaphrium	5	0	1	0	0	0
Licaphrops	20	0	1	0	0	0
Ligerimys	15	0	0	40	0	0
Ligerimys	20	0	0	127	0	0
Ligeromeryx	20	0	0	21	0	0
Lignimus	15	24	0	0	0	0
Limnoecus	10	6	0	0	0	0
Limnoecus	15	54	0	0	0	0
Limnoecus	20	6	0	0	0	0
Limnoecus	5	1	0	0	0	0
Limnonyx	10	0	0	5	0	0
Limnonyx	5	0	0	1	0	0
Limnopithecus	15	0	0	0	9	0
Limnopithecus	20	0	0	0	13	0
Liodontia	10	5	0	0	0	0
Liodontia	15	19	0	0	0	0
Liodontia	5	2	0	0	0	0
Liolithax	10	1	0	0	0	0
Liolithax	15	3	0	0	0	0
Liomys	0	3	0	0	0	0
Lipotes	0	0	0	2	0	0
Listriodon	10	0	0	68	0	0
Listriodon	15	0	0	24	1	0
Listriodon	5	0	0	1	0	0
Litocranius	0	0	0	0	4	0
Litodonomys	15	0	0	1	0	0
Litodonomys	25	0	0	1	0	0
Lokotunjailurus	5	0	0	0	5	0
Lomaphorops	5	0	1	0	0	0
Longirostromeryx	10	48	0	0	0	0
Longirostromeryx	15	32	0	0	0	0
Longirostromeryx	5	1	0	0	0	0
Lontra	0	27	5	0	0	0
Lontra	5	2	0	0	0	0
Lophiomeryx	25	0	0	1	0	0
Lophiomys	5	0	0	0	2	0
Lophocebus	0	0	0	0	1	0
Lophocetus	10	3	0	0	0	0
Lophocetus	15	2	0	0	0	0
Lophocricetus	0	0	0	1	0	0
Lophocricetus	10	0	0	6	0	0
Lophocricetus	5	0	0	14	0	0
Lophocyon	10	0	0	1	0	0
Lophocyon	15	0	0	2	0	0
Lopholistriodon	10	0	0	0	5	0
Lopholistriodon	15	0	0	0	19	0
Lopholistriodon	20	0	0	0	1	0
Lophostoma	0	0	2	0	0	0
Lorancahyus	20	0	0	1	0	0
Lorancameryx	20	0	0	1	0	0
Loupomys	0	1	0	0	0	0
Loxodonta	0	0	0	0	44	0
Loxodonta	5	0	0	0	39	0
Luanthus	20	0	1	0	0	0
Luantus	20	0	2	0	0	0
Lucashyus	20	1	0	0	0	0
Lucentia	10	0	0	5	0	0
Lufengpithecus	10	0	0	2	0	0
Lunanosorex	5	0	0	8	0	0
Lunatoceras	0	0	0	0	1	0
Lusorex	15	0	0	2	0	0
Lutra	0	2	0	22	6	0
Lutra	10	0	0	2	0	0
Lutra	5	0	0	12	2	0
Lutravus	10	5	0	0	0	0
Lutravus	5	3	0	0	0	0
Lutreolina	0	0	1	0	0	0
Lutreolina	5	0	2	0	0	0
Lutrogale	0	0	0	1	0	0
Lycaon	0	0	0	4	15	0
Lycyaena	10	0	0	4	0	0
Lycyaena	5	0	0	7	0	0
Lycyaenops	0	0	0	0	2	0
Lycyaenops	5	0	0	0	1	0
Lynx	0	69	0	38	2	0
Lynx	5	16	0	39	0	0
Mabokomys	15	0	0	0	1	0
Mabokopithecus	15	0	0	0	1	0
Macaca	0	0	0	66	0	0
Macaca	10	0	0	0	1	0
Macaca	15	0	0	1	0	0
Macaca	5	0	0	9	2	0
Macacus	0	0	0	1	0	0
Machaeromeryx	15	3	0	0	0	0
Machaeromeryx	20	16	0	0	0	0
Machaeromeryx	25	1	0	0	0	0
Machairodus	0	0	0	1	0	0
Machairodus	10	3	0	28	1	0
Machairodus	5	25	0	9	1	0
Macrauchenia	0	0	26	0	0	0
Macrochorobates	10	0	1	0	0	0
Macrochorobates	5	0	3	0	0	0
Macroderma	0	0	0	0	0	9
Macroderma	5	0	0	0	0	2
Macroeuphractus	5	0	2	0	0	0
Macrogenis	10	17	0	0	0	0
Macrogenis	15	2	0	0	0	0
Macrognathomys	10	11	0	0	0	0
Macrognathomys	15	5	0	0	0	0
Macrognathomys	5	2	0	0	0	0
Macrokentriodon	15	1	0	0	0	0
Macroneomys	0	0	0	1	0	0
Macropus	0	1	0	0	0	504
Macropus	5	0	0	0	0	9
Macroscelides	0	0	0	0	2	0
Macroscelides	5	0	0	0	1	0
Macrotarsomys	0	0	0	0	0	0
Macrotis	0	0	0	0	0	16
Macrotragus	5	0	0	2	0	0
Macruromys	0	0	0	0	0	3
Madoqua	5	0	0	0	5	0
Maemohcyon	15	0	0	1	0	0
Mafia	5	0	0	14	0	0
Magerictis	15	0	0	2	0	0
Magericyon	10	0	0	5	0	0
Majoreas	10	0	0	2	0	0
Majoreas	5	0	0	1	0	0
Makapania	0	0	0	0	1	0
Makapania	5	0	0	0	1	0
Malacothrix	0	0	0	0	5	0
Malacothrix	5	0	0	0	2	0
Mallomys	0	0	0	0	0	15
Mammacyon	20	1	0	0	0	0
Mammacyon	25	3	0	0	0	0
Mammalodon	25	0	0	0	0	0
Mammut	0	336	0	20	0	0
Mammut	10	0	0	5	0	0
Mammut	15	1	0	2	0	0
Mammut	20	0	0	1	0	0
Mammut	5	22	0	26	2	0
Mammuthus	0	166	0	240	4	0
Mammuthus	5	3	0	55	12	0
Manis	0	0	0	6	0	0
Manis	5	0	0	0	2	0
Maokopia	0	0	0	0	0	3
Marcetia	10	0	0	1	0	0
Marcuinomys	20	0	0	1	0	0
Maremmia	10	0	0	7	0	0
Maremmia	5	0	0	7	0	0
Margaritamys	15	0	0	0	0	0
Marlu	10	0	0	0	0	1
Marmosa	0	2	3	0	0	0
Marmosa	5	0	1	0	0	0
Marmota	0	53	0	20	0	0
Marmota	10	4	0	0	0	0
Marmota	5	5	0	2	0	0
Marshochoerus	20	4	0	0	0	0
Martes	0	0	0	28	0	0
Martes	10	10	0	30	0	0
Martes	15	9	0	33	1	0
Martes	20	0	0	15	0	0
Martes	5	6	0	8	0	0
Martinogale	10	6	0	0	0	0
Martinogale	15	1	0	0	0	0
Martinogale	5	7	0	0	0	0
Maruchito	15	0	1	0	0	0
Masritherium	15	0	0	0	4	0
Masritherium	20	0	0	0	4	0
Mastacomys	0	0	0	0	0	49
Mastodon	0	0	0	3	0	0
Mastodon	10	0	0	1	0	0
Mastodon	15	2	0	0	1	0
Mastomys	0	0	0	0	4	0
Mastomys	5	0	0	0	5	0
Matanomictis	25	0	0	1	0	0
Maximucinus	10	0	0	0	0	1
Maxomys	0	0	0	1	0	0
Mazama	0	1	5	0	0	0
Mazzonicebus	20	0	1	0	0	0
Mececyon	0	0	0	1	0	0
Mecodonitherium	5	0	0	1	0	0
Mediochoerus	15	6	0	0	0	0
Mediochoerus	20	4	0	0	0	0
Medocinia	20	0	0	1	0	0
Megabelodon	10	8	0	0	0	0
Megabelodon	15	2	0	0	0	0
Megabradys	5	0	1	0	0	0
Megacamelus	5	8	0	0	0	0
Megaceroides	0	0	0	3	0	0
Megaceroides	5	0	0	2	0	0
Megaceros	0	0	0	1	0	0
Megacricetodon	10	0	0	246	0	0
Megacricetodon	15	0	0	395	0	0
Megacricetodon	20	0	0	49	0	0
Megaderma	0	0	0	0	0	0
Megaderma	10	0	0	14	0	0
Megaderma	15	0	0	5	0	0
Megaderma	20	0	0	3	0	0
Megaderma	5	0	0	3	0	0
Megadolodus	15	0	1	0	0	0
Megagomphos	10	0	0	0	0	0
Megahippus	10	17	0	0	0	0
Megahippus	15	34	0	0	0	0
Megaladapis	0	0	0	0	0	0
Megalagus	15	2	0	0	0	0
Megalagus	20	1	0	0	0	0
Megalagus	25	4	0	0	0	0
Megalagus	30	24	0	0	0	0
Megalenhydris	0	0	0	0	0	0
Megalibgwilia	0	0	0	0	0	22
Megalictis	20	17	0	0	0	0
Megalictis	25	8	0	0	0	0
Megaloceros	0	0	0	28	0	0
Megalohyrax	15	0	0	0	12	0
Megalohyrax	20	0	0	0	10	0
Megalohyrax	30	0	0	1	0	0
Megalomys	0	0	0	0	0	0
Megalonychops	10	0	1	0	0	0
Megalonyx	0	72	0	0	0	0
Megalonyx	10	1	0	0	0	0
Megalonyx	5	39	0	0	0	0
Megalotragus	0	0	0	0	24	0
Megalotragus	5	0	0	0	4	0
Megalovis	0	0	0	4	0	0
Megalovis	5	0	0	4	0	0
Megantereon	0	1	0	40	12	0
Megantereon	5	4	0	12	7	0
Meganteron	0	4	0	0	0	0
Meganteron	5	7	0	0	0	0
Megapedetes	10	0	0	1	0	0
Megapedetes	15	0	0	1	11	0
Megapedetes	20	0	0	1	9	0
Megapeomys	15	2	0	4	0	0
Megapeomys	20	1	0	3	0	0
Megasminthus	15	55	0	0	0	0
Megatapirus	0	0	0	23	0	0
Megathericulus	10	0	2	0	0	0
Megatherium	0	2	24	0	0	0
Megatherium	5	0	3	0	0	0
Megatylopus	0	1	0	0	0	0
Megatylopus	10	17	0	0	0	0
Megatylopus	5	50	0	0	0	0
Megaviverra	0	0	0	1	0	0
Megistotherium	10	0	0	0	2	0
Megistotherium	15	0	0	0	4	0
Megoreodon	25	1	0	0	0	0
Meingensorex	20	0	0	1	0	0
Meiniogale	15	0	0	1	0	0
Meiniogale	5	0	0	1	0	0
Meizonyx	0	1	0	0	0	0
Meles	0	0	0	57	0	0
Meles	5	0	0	6	0	0
Melidellavus	15	0	0	1	0	0
Melissiodon	15	0	0	15	0	0
Melissiodon	20	0	0	48	0	0
Melissiodon	25	0	0	3	0	0
Mellalictis	15	0	0	0	1	0
Mellalomys	10	0	0	0	1	0
Mellalomys	15	0	0	0	5	0
Mellivora	0	0	0	1	33	0
Mellivora	5	0	0	1	11	0
Melodon	10	0	0	3	0	0
Melodon	5	0	0	2	0	0
Melogale	0	0	0	1	0	0
Melomys	0	0	0	0	0	11
Melursus	0	0	0	1	0	0
Menelikia	0	0	0	0	20	0
Menelikia	5	0	0	0	11	0
Menetes	0	0	0	1	0	0
Meniscomys	20	1	0	0	0	0
Meniscomys	25	10	0	0	0	0
Meniscomys	30	20	0	0	0	0
Menoceras	15	15	0	0	0	0
Menoceras	20	100	3	2	0	0
Menoceras	25	11	0	0	0	0
Menoceras	30	1	0	0	0	0
Mephitis	0	42	0	0	0	0
Mephitis	5	4	0	0	0	0
Meriones	0	0	0	8	8	0
Meroehyrax	15	0	0	0	2	0
Meroehyrax	20	0	0	0	3	0
Merriamoceros	15	9	0	0	0	0
Meryceros	10	3	0	0	0	0
Meryceros	15	19	0	0	0	0
Merychippus	10	19	0	0	0	0
Merychippus	15	287	0	0	0	0
Merychippus	20	13	0	0	0	0
Merychyus	10	169	0	0	0	0
Merychyus	15	183	0	0	0	0
Merychyus	20	233	0	0	0	0
Merychyus	25	26	0	0	0	0
Merychyus	5	1	0	0	0	0
Merycochoerus	15	5	1	0	0	0
Merycochoerus	20	99	2	0	0	0
Merycochoerus	25	37	0	0	0	0
Merycochoerus	30	13	0	0	0	0
Merycodus	10	11	0	0	0	0
Merycodus	15	197	0	0	0	0
Merycodus	20	15	0	0	0	0
Merycodus	5	1	0	0	0	0
Merycoides	20	52	0	0	0	0
Merycoides	25	28	0	0	0	0
Merycoides	30	19	0	0	0	0
Merycoidodon	10	1	0	0	0	0
Merycoidodon	30	1	0	0	0	0
Merycopotamus	0	0	0	2	0	0
Merycopotamus	10	0	0	2	0	0
Merycopotamus	5	0	0	5	0	0
Mesaceratherium	10	0	0	1	0	0
Mesaceratherium	20	0	0	3	0	0
Meschotherium	25	0	0	1	0	0
Mesembriacerus	10	0	0	3	0	0
Mesembriomys	0	0	0	0	0	4
Mesembriportax	5	0	0	0	1	0
Mesocetus	10	0	0	7	0	0
Mesocetus	15	5	0	3	0	0
Mesocetus	20	0	0	1	0	0
Mesochoerus	0	0	0	0	4	0
Mesocnus	0	0	0	0	0	0
Mesocricetus	0	0	0	8	0	0
Mesocricetus	5	0	0	8	0	0
Mesocyon	20	1	0	0	0	0
Mesocyon	25	2	0	0	0	0
Mesocyon	30	28	0	0	0	0
Mesogaulus	15	8	0	0	0	0
Mesogaulus	20	21	0	0	0	0
Mesogaulus	25	2	0	0	0	0
Mesohippus	20	1	0	0	0	0
Mesomephitis	10	0	0	6	0	0
Mesopithecus	10	0	0	17	0	0
Mesopithecus	5	0	0	32	0	0
Mesoprocta	10	0	1	0	0	0
Mesoreodon	20	3	0	0	0	0
Mesoreodon	25	6	0	0	0	0
Mesoreodon	30	5	0	0	0	0
Mesoscalops	15	14	0	0	0	0
Mesoscalops	20	21	0	0	0	0
Mesoscalops	30	1	0	0	0	0
Mesosiphneus	5	0	0	6	0	0
Metacervoceros	0	0	0	3	0	0
Metacervoceros	5	0	0	2	0	0
Metacervocerus	5	0	0	3	0	0
Metacervulus	0	0	0	1	0	0
Metacervulus	10	0	0	2	0	0
Metacervulus	5	0	0	7	0	0
Metachirus	0	1	3	0	0	0
Metacordylodon	10	0	0	14	0	0
Metacordylodon	15	0	0	4	0	0
Metacordylodon	20	0	0	1	0	0
Metadjidaumo	25	1	0	0	0	0
Metadjidaumo	30	1	0	0	0	0
Metahyaena	10	0	0	1	0	0
Metailurus	0	0	0	1	0	0
Metailurus	10	0	0	27	0	0
Metailurus	5	0	0	24	1	0
Metaliomys	5	1	0	0	0	0
Metalopex	10	26	0	0	0	0
Metalopex	15	1	0	0	0	0
Metalopex	5	11	0	0	0	0
Metapterodon	20	0	0	0	2	0
Metasayimys	10	0	0	0	1	0
Metasayimys	15	0	0	0	3	0
Metaschizotherium	10	0	0	2	0	0
Metaschizotherium	15	0	0	5	0	0
Metaschizotherium	20	0	0	5	0	0
Metasinopa	15	0	0	0	1	0
Metasinopa	20	0	0	0	2	0
Metasthenurus	0	0	0	0	0	21
Metatomarctus	15	11	0	0	0	0
Metatomarctus	20	52	0	0	0	0
Metechinus	10	11	0	0	0	0
Metechinus	15	48	0	0	0	0
Metechinus	20	1	0	0	0	0
Meterix	15	2	0	0	0	0
Metexallerix	20	0	0	2	0	0
Metexallerix	25	0	0	1	0	0
Metopocetus	10	0	0	1	0	0
Metopocetus	15	1	0	0	0	0
Metridiochoerus	0	0	0	0	178	0
Metridiochoerus	5	0	0	0	31	0
Michenia	10	16	0	0	0	0
Michenia	15	9	0	0	0	0
Michenia	20	33	0	0	0	0
Michenia	25	8	0	0	0	0
Micodon	10	0	1	0	0	0
Micodon	15	0	1	0	0	0
Micoureus	10	0	1	0	0	0
Micoureus	15	0	3	0	0	0
Microbiotherium	15	0	27	0	0	0
Microcavia	0	0	4	0	0	0
Microcebus	0	0	0	0	0	0
Microcnus	0	0	0	0	0	0
Microdipodops	0	1	0	0	0	0
Microdipoides	10	6	0	0	0	0
Microdipoides	15	2	0	0	0	0
Microdyromys	10	0	0	67	4	0
Microdyromys	15	0	0	251	2	0
Microdyromys	20	0	0	70	0	0
Microdyromys	25	0	0	7	0	0
Microdyromys	5	0	0	2	0	0
Microgale	0	0	0	0	0	0
Micromeryx	10	0	0	39	0	0
Micromeryx	15	0	0	41	0	0
Micromurexia	0	0	0	0	0	1
Micromys	0	0	0	24	0	0
Micromys	10	0	0	3	0	0
Micromys	5	0	0	77	0	0
Microperoryctes	0	0	0	0	0	12
Microphocaena	10	0	0	1	0	0
Micropithecus	15	0	0	0	4	0
Micropithecus	20	0	0	0	15	0
Micropternodus	30	1	0	0	0	0
Micropterus	0	0	0	0	0	2
Microscleromys	15	0	3	0	0	0
Microspalax	5	0	0	1	0	0
Microsteiromys	15	0	2	0	0	0
Microstonyx	0	0	0	2	0	0
Microstonyx	10	0	0	69	0	0
Microstonyx	15	0	0	1	0	0
Microstonyx	5	0	0	35	0	0
Microtherium	15	0	0	1	0	0
Microtocricetus	10	0	0	14	0	0
Microtocricetus	15	0	0	1	0	0
Microtodon	5	0	0	23	0	0
Microtomarctus	15	110	0	0	0	0
Microtomarctus	20	4	0	0	0	0
Microtoscoptes	10	3	0	0	0	0
Microtoscoptes	5	1	0	5	0	0
Microtragulus	10	0	2	0	0	0
Microtus	0	280	0	276	0	0
Microtus	5	1	0	2	0	0
Microtypotherium	10	0	1	0	0	0
Mictomys	0	39	0	0	0	0
Mictomys	5	20	0	0	0	0
Migmacastor	20	1	0	0	0	0
Migmacastor	25	2	0	0	0	0
Mikrotia	5	0	0	6	0	0
Millardia	0	0	0	1	0	0
Millardia	5	0	0	0	1	0
Mimomys	0	9	0	175	0	0
Mimomys	5	9	0	167	0	0
Miniopterus	0	0	0	7	1	1
Miniopterus	10	0	0	7	0	0
Miniopterus	15	0	0	2	0	0
Miniopterus	5	0	0	5	0	0
Miocallicebus	15	0	1	0	0	0
Miocechinus	10	0	0	4	0	0
Miocnus	0	0	0	0	0	0
Miocochilius	15	0	3	0	0	0
Miodyromys	10	0	0	45	0	0
Miodyromys	15	0	0	134	0	0
Miodyromys	20	0	0	44	0	0
Miodyromys	25	0	0	11	0	0
Miodyromys	5	0	0	1	0	0
Mioechinus	10	0	0	1	0	0
Mioechinus	15	0	0	1	0	0
Mioeuoticus	20	0	0	0	1	0
Mioharimys	10	0	0	0	2	0
Mioheteromys	10	10	0	0	0	0
Mioheteromys	15	31	0	0	0	0
Miohippus	20	6	0	0	0	0
Miohippus	25	23	0	0	0	0
Miohippus	30	30	0	0	0	0
Miohyaenotherium	10	0	0	4	0	0
Miolabis	15	59	0	0	0	0
Miolabis	20	5	0	0	0	0
Miolabis	25	1	0	0	0	0
Miomachairodus	10	0	0	4	0	0
Miomastodon	15	0	0	1	0	0
Miomegaderma	10	0	0	2	0	0
Miomephitis	20	0	0	1	0	0
Miomustela	15	12	0	0	0	0
Miomyotis	20	3	0	0	0	0
Mionictis	10	12	0	1	0	0
Mionictis	15	12	0	4	0	0
Mionictis	20	2	0	0	0	0
Mionictis	5	1	0	0	0	0
Miopetaurista	10	0	0	24	0	0
Miopetaurista	15	0	0	35	0	0
Miopetaurista	20	0	0	8	0	0
Miopetaurista	5	3	0	7	0	0
Miophiomys	15	0	0	0	1	0
Miorhynchocyon	15	0	0	0	4	0
Miorhynchocyon	20	0	0	0	11	0
Miosciurus	20	1	0	0	0	0
Miosciurus	30	2	0	0	0	0
Miosengi	15	0	0	0	1	0
Miosengi	20	0	0	0	1	0
Miosicista	15	3	0	0	0	0
Miosorex	10	0	0	35	0	0
Miosorex	15	0	0	92	0	0
Miosorex	20	0	0	12	0	0
Miospermophilus	10	3	0	0	0	0
Miospermophilus	15	29	0	0	0	0
Miospermophilus	20	11	0	0	0	0
Miostrellus	10	0	0	2	0	0
Miostrellus	15	0	0	1	0	0
Miotapirus	20	6	0	0	0	0
Miotapirus	25	2	0	0	0	0
Miotapirus	30	1	0	0	0	0
Miotheriomys	20	1	0	0	0	0
Miotragocerus	10	0	0	51	0	0
Miotragocerus	5	0	0	27	1	0
Miotylopus	20	6	0	0	0	0
Miotylopus	25	8	0	0	0	0
Miotylopus	30	17	0	0	0	0
Mirabella	15	0	0	1	0	0
Mirabiloceros	10	0	0	1	0	0
Mirabilocerus	10	0	0	1	0	0
Mirabilocerus	5	0	0	2	0	0
Miracinonyx	0	25	0	0	0	0
Miracinonyx	5	7	0	0	0	0
Miralina	5	0	0	0	0	2
Mirrabella	15	0	0	1	0	0
Mirrabella	20	0	0	4	0	0
Mithridatocetus	10	0	0	2	0	0
Mitilanotherium	0	0	0	4	0	0
Mixocetus	10	1	0	0	0	0
Mixocricetodon	10	0	0	1	0	0
Mixocricetodon	15	0	0	7	0	0
Mixotoxodon	0	4	4	0	0	0
Mogera	0	0	0	2	0	0
Moghradictis	20	0	0	0	1	0
Mojavemys	10	2	0	0	0	0
Mojavemys	15	35	0	0	0	0
Mojavesorex	10	3	0	0	0	0
Molarochoerus	10	0	0	1	0	0
Moldoredunca	10	0	0	1	0	0
Mongolosorex	10	0	0	3	0	0
Monodelphis	0	0	1	0	0	0
Monodelphis	5	0	1	0	0	0
Monosaulax	10	4	0	4	0	0
Monosaulax	15	97	0	1	0	0
Monosaulax	20	5	0	2	0	0
Mookomys	15	35	0	0	0	0
Mookomys	20	2	0	0	0	0
Mops	0	0	0	0	0	0
Morenelaphus	0	0	2	0	0	0
Mormopterus	0	0	0	0	0	0
Mormopterus	10	0	0	2	0	0
Mormopterus	15	0	0	1	0	0
Mormopterus	20	0	1	4	0	0
Moropus	15	26	0	0	0	0
Moropus	20	32	0	0	0	0
Moropus	25	10	0	0	0	0
Morotochoerus	15	0	0	0	5	0
Morotochoerus	20	0	0	0	3	0
Morotopithecus	20	0	0	0	1	0
Morrillia	0	4	0	0	0	0
Moschus	0	0	0	6	0	0
Moschus	10	0	0	1	0	0
Moschus	5	0	0	3	0	0
Mungos	0	0	0	0	6	0
Mungos	5	0	0	0	3	0
Mungotictis	0	0	0	0	0	0
Munizia	10	0	1	0	0	0
Muntiacus	0	0	0	46	0	0
Muntiacus	10	0	0	2	0	0
Muntiacus	5	0	0	8	0	0
Muramura	5	0	0	0	0	1
Muribacinus	15	0	0	0	0	1
Murina	0	0	0	1	0	0
Mus	0	1	1	18	9	3
Mus	5	0	0	3	3	0
Muscardinus	0	0	0	25	0	0
Muscardinus	10	0	0	140	0	0
Muscardinus	15	0	0	36	0	0
Muscardinus	20	0	0	1	0	0
Muscardinus	5	0	0	45	0	0
Mustela	0	103	0	54	0	0
Mustela	10	0	0	7	0	0
Mustela	5	17	0	10	0	0
Mutpuracinus	10	0	0	0	0	1
Muva	0	0	0	1	0	0
Myacyon	10	0	0	0	1	0
Mycteriacetus	20	0	0	1	0	0
Mygalea	10	0	0	2	0	0
Mygalea	15	0	0	14	0	0
Mygalea	20	0	0	9	0	0
Mygalea	25	0	0	2	0	0
Mygalinia	10	0	0	1	0	0
Mygatalpa	20	0	0	1	0	0
Mygatalpa	25	0	0	1	0	0
Mylagaulodon	20	4	0	0	0	0
Mylagaulodon	25	1	0	0	0	0
Mylagaulus	10	9	0	0	0	0
Mylagaulus	15	3	0	0	0	0
Mylagaulus	5	1	0	0	0	0
Mylodonopsis	0	0	1	0	0	0
Mylohyus	0	53	0	0	0	0
Mylohyus	10	3	0	0	0	0
Mylohyus	5	11	0	0	0	0
Mylomygale	0	0	0	0	1	0
Myocastor	0	0	10	0	0	0
Myocricetodon	10	0	0	15	21	0
Myocricetodon	15	0	0	7	7	0
Myocricetodon	20	0	0	2	0	0
Myocricetodon	5	0	0	2	1	0
Myodes	0	3	0	1	0	0
Myoglis	10	0	0	58	0	0
Myoglis	15	0	0	22	0	0
Myoglis	20	0	0	8	0	0
Myohyrax	15	0	0	0	4	0
Myohyrax	20	0	0	0	13	0
Myomimus	0	0	0	7	0	0
Myomimus	10	0	0	77	0	0
Myomimus	15	0	0	4	0	0
Myomimus	5	0	0	23	0	0
Myophiomys	15	0	0	0	2	0
Myophiomys	20	0	0	0	3	0
Myoprocta	0	0	2	0	0	0
Myopus	0	0	0	3	0	0
Myorycteropus	15	0	0	0	2	0
Myosorex	0	0	0	2	5	0
Myosorex	5	0	0	8	1	0
Myospalax	0	0	0	19	0	0
Myospalax	5	0	0	3	0	0
Myotis	0	40	0	28	1	0
Myotis	10	3	0	30	0	0
Myotis	15	0	0	4	0	0
Myotis	20	0	0	5	0	0
Myotis	5	0	0	42	1	0
Myotomys	0	0	0	0	2	0
Myotragus	0	0	0	0	0	0
Myotragus	5	0	0	0	0	0
Myrmecobius	0	0	0	0	0	2
Myrmecophaga	0	0	4	0	0	0
Myrmecophaga	5	1	0	0	0	0
Mystacina	15	0	0	0	0	0
Mystipterus	10	4	0	0	0	0
Mystipterus	15	9	0	0	0	0
Mystipterus	20	14	0	0	0	0
Mystromys	0	0	0	0	6	0
Mystromys	5	0	0	0	3	0
Myxomygale	10	0	0	2	0	0
Myxomygale	15	0	0	10	0	0
Myxomygale	20	0	0	15	0	0
Myxomygale	25	0	0	1	0	0
Nacholapithecus	15	0	0	0	1	0
Naemorhedus	0	0	0	18	0	0
Nakalimys	10	0	0	0	3	0
Nakalipithecus	10	0	0	0	1	0
Namacerus	15	0	0	0	1	0
Namafelis	15	0	0	0	1	0
Nambaroo	10	0	0	0	0	2
Nambaroo	15	0	0	0	0	2
Namibictis	15	0	0	0	1	0
Namibimys	10	0	0	0	1	0
Namibiomeryx	20	0	0	0	1	0
Nannippus	0	29	0	0	0	0
Nannippus	10	39	0	1	0	0
Nannippus	15	4	0	0	0	0
Nannippus	5	148	0	0	0	0
Nannocetus	5	2	0	0	0	0
Nannocricetus	10	0	0	7	0	0
Nannocricetus	5	0	0	20	0	0
Nannomephitis	10	0	0	1	0	0
Nannospalax	0	0	0	3	0	0
Nanoastegotherium	15	0	2	0	0	0
Nanodelphys	30	4	0	0	0	0
Nanokogia	10	2	0	0	0	0
Nanotragulus	20	16	0	0	0	0
Nanotragulus	25	21	0	0	0	0
Nanotragulus	30	50	0	0	0	0
Napaeozapus	0	7	0	0	0	0
Nasua	0	1	4	0	0	0
Nasua	5	2	0	0	0	0
Navahoceros	0	4	0	0	0	0
Navahoceros	5	1	0	0	0	0
Neatocastor	15	1	0	0	0	0
Neatocastor	20	4	0	0	0	0
Neatocastor	25	8	0	0	0	0
Neatocastor	30	1	0	0	0	0
Nebraskerix	30	1	0	0	0	0
Nebraskomys	0	2	0	0	0	0
Nebraskomys	5	5	0	0	0	0
Necrolestes	20	0	1	0	0	0
Necromanis	15	0	0	1	0	0
Necromanis	20	0	0	3	0	0
Necromys	0	0	2	0	0	0
Nectomys	0	0	2	0	0	0
Negodiaetictis	15	1	0	0	0	0
Nekrolagus	0	3	0	0	0	0
Nekrolagus	5	16	0	0	0	0
Nematherium	15	0	1	0	0	0
Nemomeryx	15	1	0	0	0	0
Neobrachytherium	10	0	1	0	0	0
Neocavia	5	0	1	0	0	0
Neochoerus	0	31	1	0	0	0
Neochoerus	5	4	0	0	0	0
Neocometes	10	0	0	4	0	0
Neocometes	15	0	0	32	0	0
Neocometes	20	0	0	8	0	0
Neocricetodon	10	0	0	11	0	0
Neocricetodon	5	0	0	11	0	0
Neodjidaumo	30	1	0	0	0	0
Neodolodus	15	0	1	0	0	0
Neoepiblema	10	0	4	0	0	0
Neoepiblema	5	0	1	0	0	0
Neofelis	0	0	0	5	0	0
Neofiber	0	36	0	0	0	0
Neoglyptatelus	15	0	7	0	0	0
Neohapalops	10	0	1	0	0	0
