lng	lat	avg_age	paleolng	paleolat
-99.25	79.75	26	-83.97	80.34
-98.75	79.75	26	-83.45	80.32
-95.75	79.75	26	-80.35	80.22
-95.25	79.75	26	-79.84	80.2
-94.75	79.75	26	-79.33	80.18
-94.25	79.75	26	-78.82	80.16
-93.75	79.75	26	-78.31	80.14
-93.25	79.75	26	-77.8	80.13
-92.75	79.75	26	-77.29	80.11
-92.25	79.75	26	-76.78	80.09
-91.75	79.75	26	-76.28	80.07
-91.25	79.75	26	-75.77	80.06
-90.75	79.75	26	-75.27	80.04
-90.25	79.75	26	-74.76	80.02
-89.75	79.75	26	-74.26	80
-89.25	79.75	26	-73.76	79.99
-88.75	79.75	26	-73.26	79.97
-88.25	79.75	26	-72.76	79.95
-87.75	79.75	26	-72.26	79.93
-87.25	79.75	26	-71.76	79.91
-86.25	79.75	26	-70.77	79.88
-85.75	79.75	26	-70.27	79.86
-85.25	79.75	26	-69.78	79.84
-84.75	79.75	26	-69.28	79.83
-84.25	79.75	26	-68.79	79.81
-83.75	79.75	26	-68.3	79.79
-83.25	79.75	26	-67.8	79.77
-82.75	79.75	26	-67.31	79.76
-82.25	79.75	26	-66.82	79.74
-81.25	79.75	26	-65.85	79.7
-80.75	79.75	26	-65.36	79.68
-80.25	79.75	26	-64.87	79.67
-79.75	79.75	26	-64.39	79.65
-79.25	79.75	26	-63.9	79.63
-78.75	79.75	26	-63.42	79.61
-78.25	79.75	26	-62.93	79.6
-77.75	79.75	26	-62.45	79.58
-77.25	79.75	26	-61.97	79.56
-76.75	79.75	26	-61.49	79.54
-76.25	79.75	26	-61.01	79.53
-75.75	79.75	26	-60.53	79.51
-75.25	79.75	26	-60.05	79.49
-74.75	79.75	26	-59.57	79.48
-74.25	79.75	26	-59.09	79.46
-73.75	79.75	26	-58.62	79.44
-72.75	79.75	26	-57.66	79.41
-72.25	79.75	26	-57.19	79.39
-71.75	79.75	26	-56.72	79.37
-64.75	79.75	26	-50.44	79.05
-64.25	79.75	26	-49.98	79.03
-63.75	79.75	26	-49.52	79.02
-63.25	79.75	26	-49.06	79
-62.75	79.75	26	-48.6	78.98
-62.25	79.75	26	-48.14	78.97
-61.75	79.75	26	-47.69	78.95
-61.25	79.75	26	-47.23	78.94
-60.75	79.75	26	-46.77	78.92
-60.25	79.75	26	-46.32	78.91
-59.75	79.75	26	-45.86	78.89
-59.25	79.75	26	-45.41	78.88
-58.75	79.75	26	-44.95	78.86
-58.25	79.75	26	-44.5	78.85
-57.75	79.75	26	-44.05	78.83
-57.25	79.75	26	-43.59	78.81
-56.75	79.75	26	-43.14	78.8
-56.25	79.75	26	-42.69	78.78
-55.75	79.75	26	-42.24	78.77
-55.25	79.75	26	-41.79	78.76
-54.75	79.75	26	-41.34	78.74
-54.25	79.75	26	-40.89	78.73
-53.75	79.75	26	-40.44	78.71
-53.25	79.75	26	-39.99	78.7
-52.75	79.75	26	-39.55	78.68
-52.25	79.75	26	-39.1	78.67
-105.25	79.25	26	-90.83	80.05
-104.75	79.25	26	-90.3	80.04
-104.25	79.25	26	-89.77	80.02
-103.75	79.25	26	-89.24	80
-103.25	79.25	26	-88.71	79.98
-92.25	79.25	26	-77.33	79.6
-91.75	79.25	26	-76.83	79.58
-91.25	79.25	26	-76.32	79.57
-90.75	79.25	26	-75.82	79.55
-90.25	79.25	26	-75.31	79.53
-89.75	79.25	26	-74.81	79.51
-89.25	79.25	26	-74.31	79.49
-88.75	79.25	26	-73.8	79.48
-88.25	79.25	26	-73.3	79.46
-87.75	79.25	26	-72.8	79.44
-87.25	79.25	26	-72.3	79.42
-86.75	79.25	26	-71.8	79.41
-86.25	79.25	26	-71.31	79.39
-85.75	79.25	26	-70.81	79.37
-85.25	79.25	26	-70.31	79.35
-84.25	79.25	26	-69.32	79.32
-83.75	79.25	26	-68.83	79.3
-83.25	79.25	26	-68.34	79.28
-82.75	79.25	26	-67.85	79.26
-82.25	79.25	26	-67.35	79.25
