lng	lat	avg_age	paleolng	paleolat	x_present_albers	y_present_albers
-99.25	79.75	26	-83.97	80.34	-147126	5628495
-98.75	79.75	26	-83.45	80.32	-124498	5627781
-95.75	79.75	26	-80.35	80.22	11320	5625994
-95.25	79.75	26	-79.84	80.2	33958	5626113
-94.75	79.75	26	-79.33	80.18	56596	5626352
-94.25	79.75	26	-78.82	80.16	79233	5626709
-93.75	79.75	26	-78.31	80.14	101867	5627185
-93.25	79.75	26	-77.8	80.13	124498	5627781
-92.75	79.75	26	-77.29	80.11	147126	5628495
-92.25	79.75	26	-76.78	80.09	169750	5629329
-91.75	79.75	26	-76.28	80.07	192369	5630282
-91.25	79.75	26	-75.77	80.06	214983	5631353
-90.75	79.75	26	-75.27	80.04	237591	5632544
-90.25	79.75	26	-74.76	80.02	260192	5633853
-89.75	79.75	26	-74.26	80	282786	5635282
-89.25	79.75	26	-73.76	79.99	305373	5636829
-88.75	79.75	26	-73.26	79.97	327951	5638495
-88.25	79.75	26	-72.76	79.95	350519	5640280
-87.75	79.75	26	-72.26	79.93	373078	5642183
-87.25	79.75	26	-71.76	79.91	395627	5644206
-86.25	79.75	26	-70.77	79.88	440691	5648606
-85.75	79.75	26	-70.27	79.86	463205	5650984
-85.25	79.75	26	-69.78	79.84	485706	5653480
-84.75	79.75	26	-69.28	79.83	508194	5656095
-84.25	79.75	26	-68.79	79.81	530667	5658827
-83.75	79.75	26	-68.3	79.79	553126	5661679
-83.25	79.75	26	-67.8	79.77	575570	5664648
-82.75	79.75	26	-67.31	79.76	597998	5667735
-82.25	79.75	26	-66.82	79.74	620409	5670940
-81.25	79.75	26	-65.85	79.7	665179	5677704
-80.75	79.75	26	-65.36	79.68	687537	5681263
-80.25	79.75	26	-64.87	79.67	709876	5684939
-79.75	79.75	26	-64.39	79.65	732195	5688733
-79.25	79.75	26	-63.9	79.63	754494	5692643
-78.75	79.75	26	-63.42	79.61	776772	5696672
-78.25	79.75	26	-62.93	79.6	799028	5700817
-77.75	79.75	26	-62.45	79.58	821262	5705080
-77.25	79.75	26	-61.97	79.56	843474	5709459
-76.75	79.75	26	-61.49	79.54	865662	5713955
-76.25	79.75	26	-61.01	79.53	887826	5718568
-75.75	79.75	26	-60.53	79.51	909966	5723297
-75.25	79.75	26	-60.05	79.49	932081	5728143
-74.75	79.75	26	-59.57	79.48	954169	5733105
-74.25	79.75	26	-59.09	79.46	976232	5738183
-73.75	79.75	26	-58.62	79.44	998267	5743378
-72.75	79.75	26	-57.66	79.41	1042254	5754114
-72.25	79.75	26	-57.19	79.39	1064205	5759655
-71.75	79.75	26	-56.72	79.37	1086126	5765312
-64.75	79.75	26	-50.44	79.05	1389590	5856532
-64.25	79.75	26	-49.98	79.03	1410996	5863899
-63.75	79.75	26	-49.52	79.02	1432364	5871379
-63.25	79.75	26	-49.06	79	1453693	5878971
-62.75	79.75	26	-48.6	78.98	1474980	5886676
-62.25	79.75	26	-48.14	78.97	1496228	5894492
-61.75	79.75	26	-47.69	78.95	1517433	5902420
-61.25	79.75	26	-47.23	78.94	1538597	5910459
-60.75	79.75	26	-46.77	78.92	1559718	5918610
-60.25	79.75	26	-46.32	78.91	1580796	5926872
-59.75	79.75	26	-45.86	78.89	1601830	5935244
-59.25	79.75	26	-45.41	78.88	1622820	5943727
-58.75	79.75	26	-44.95	78.86	1643765	5952320
-58.25	79.75	26	-44.5	78.85	1664664	5961024
-57.75	79.75	26	-44.05	78.83	1685518	5969837
