lng	lat	avg_age	paleolng	paleolat	x_present_albers	y_present_albers
-99.25	79.75	11	-94.19	80.14	-147126	5628495
-98.75	79.75	11	-93.67	80.14	-124498	5627781
-95.75	79.75	11	-90.57	80.11	11320	5625994
-95.25	79.75	11	-90.05	80.1	33958	5626113
-94.75	79.75	11	-89.53	80.1	56596	5626352
-94.25	79.75	11	-89.02	80.09	79233	5626709
-93.75	79.75	11	-88.5	80.09	101867	5627185
-93.25	79.75	11	-87.99	80.08	124498	5627781
-92.75	79.75	11	-87.47	80.08	147126	5628495
-92.25	79.75	11	-86.95	80.07	169750	5629329
-91.75	79.75	11	-86.44	80.07	192369	5630282
-91.25	79.75	11	-85.92	80.06	214983	5631353
-90.75	79.75	11	-85.41	80.06	237591	5632544
-90.25	79.75	11	-84.9	80.05	260192	5633853
-89.75	79.75	11	-84.38	80.05	282786	5635282
-89.25	79.75	11	-83.87	80.04	305373	5636829
-88.75	79.75	11	-83.36	80.03	327951	5638495
-88.25	79.75	11	-82.84	80.03	350519	5640280
-87.75	79.75	11	-82.33	80.02	373078	5642183
-87.25	79.75	11	-81.82	80.02	395627	5644206
-86.25	79.75	11	-80.79	80.01	440691	5648606
-85.75	79.75	11	-80.28	80	463205	5650984
-85.25	79.75	11	-79.77	80	485706	5653480
-84.75	79.75	11	-79.26	79.99	508194	5656095
-84.25	79.75	11	-78.75	79.98	530667	5658827
-83.75	79.75	11	-78.24	79.98	553126	5661679
-83.25	79.75	11	-77.73	79.97	575570	5664648
-82.75	79.75	11	-77.22	79.97	597998	5667735
-82.25	79.75	11	-76.71	79.96	620409	5670940
-81.25	79.75	11	-75.69	79.95	665179	5677704
-80.75	79.75	11	-75.18	79.94	687537	5681263
-80.25	79.75	11	-74.67	79.94	709876	5684939
-79.75	79.75	11	-74.17	79.93	732195	5688733
-79.25	79.75	11	-73.66	79.93	754494	5692643
-78.75	79.75	11	-73.15	79.92	776772	5696672
-78.25	79.75	11	-72.64	79.92	799028	5700817
-77.75	79.75	11	-72.14	79.91	821262	5705080
-77.25	79.75	11	-71.63	79.9	843474	5709459
-76.75	79.75	11	-71.12	79.9	865662	5713955
-76.25	79.75	11	-70.62	79.89	887826	5718568
-75.75	79.75	11	-70.11	79.89	909966	5723297
-75.25	79.75	11	-69.61	79.88	932081	5728143
-74.75	79.75	11	-69.1	79.88	954169	5733105
-74.25	79.75	11	-68.6	79.87	976232	5738183
-73.75	79.75	11	-68.09	79.86	998267	5743378
-72.75	79.75	11	-67.08	79.85	1042254	5754114
-72.25	79.75	11	-66.58	79.85	1064205	5759655
-71.75	79.75	11	-66.08	79.84	1086126	5765312
-64.75	79.75	11	-59.06	79.76	1389590	5856532
-64.25	79.75	11	-58.56	79.75	1410996	5863899
-63.75	79.75	11	-58.06	79.74	1432364	5871379
-63.25	79.75	11	-57.56	79.74	1453693	5878971
-62.75	79.75	11	-57.06	79.73	1474980	5886676
-62.25	79.75	11	-56.57	79.73	1496228	5894492
-61.75	79.75	11	-56.07	79.72	1517433	5902420
-61.25	79.75	11	-55.57	79.71	1538597	5910459
-60.75	79.75	11	-55.07	79.71	1559718	5918610
-60.25	79.75	11	-54.58	79.7	1580796	5926872
-59.75	79.75	11	-54.08	79.7	1601830	5935244
-59.25	79.75	11	-53.58	79.69	1622820	5943727
-58.75	79.75	11	-53.09	79.69	1643765	5952320
-58.25	79.75	11	-52.59	79.68	1664664	5961024
-57.75	79.75	11	-52.1	79.67	1685518	5969837
-57.25	79.75	11	-51.6	79.67	1706324	5978760
