lng	lat	avg_age	paleolng	paleolat	x_present_albers	y_present_albers
-99.25	79.75	14	-92.52	80.24	-147126	5628495
-98.75	79.75	14	-92	80.24	-124498	5627781
-95.75	79.75	14	-88.87	80.2	11320	5625994
-95.25	79.75	14	-88.35	80.19	33958	5626113
-94.75	79.75	14	-87.83	80.18	56596	5626352
-94.25	79.75	14	-87.31	80.17	79233	5626709
-93.75	79.75	14	-86.79	80.17	101867	5627185
-93.25	79.75	14	-86.27	80.16	124498	5627781
-92.75	79.75	14	-85.75	80.15	147126	5628495
-92.25	79.75	14	-85.23	80.14	169750	5629329
-91.75	79.75	14	-84.71	80.14	192369	5630282
-91.25	79.75	14	-84.2	80.13	214983	5631353
-90.75	79.75	14	-83.68	80.12	237591	5632544
-90.25	79.75	14	-83.16	80.12	260192	5633853
-89.75	79.75	14	-82.65	80.11	282786	5635282
-89.25	79.75	14	-82.13	80.1	305373	5636829
-88.75	79.75	14	-81.61	80.09	327951	5638495
-88.25	79.75	14	-81.1	80.09	350519	5640280
-87.75	79.75	14	-80.58	80.08	373078	5642183
-87.25	79.75	14	-80.07	80.07	395627	5644206
-86.25	79.75	14	-79.04	80.06	440691	5648606
-85.75	79.75	14	-78.53	80.05	463205	5650984
-85.25	79.75	14	-78.02	80.04	485706	5653480
-84.75	79.75	14	-77.5	80.03	508194	5656095
-84.25	79.75	14	-76.99	80.02	530667	5658827
-83.75	79.75	14	-76.48	80.02	553126	5661679
-83.25	79.75	14	-75.97	80.01	575570	5664648
-82.75	79.75	14	-75.46	80	597998	5667735
-82.25	79.75	14	-74.95	79.99	620409	5670940
-81.25	79.75	14	-73.93	79.98	665179	5677704
-80.75	79.75	14	-73.42	79.97	687537	5681263
-80.25	79.75	14	-72.91	79.96	709876	5684939
-79.75	79.75	14	-72.4	79.95	732195	5688733
-79.25	79.75	14	-71.9	79.95	754494	5692643
-78.75	79.75	14	-71.39	79.94	776772	5696672
-78.25	79.75	14	-70.88	79.93	799028	5700817
-77.75	79.75	14	-70.37	79.92	821262	5705080
-77.25	79.75	14	-69.87	79.92	843474	5709459
-76.75	79.75	14	-69.36	79.91	865662	5713955
-76.25	79.75	14	-68.86	79.9	887826	5718568
-75.75	79.75	14	-68.35	79.89	909966	5723297
-75.25	79.75	14	-67.85	79.88	932081	5728143
-74.75	79.75	14	-67.34	79.88	954169	5733105
-74.25	79.75	14	-66.84	79.87	976232	5738183
-73.75	79.75	14	-66.34	79.86	998267	5743378
-72.75	79.75	14	-65.33	79.84	1042254	5754114
-72.25	79.75	14	-64.83	79.84	1064205	5759655
-71.75	79.75	14	-64.32	79.83	1086126	5765312
-64.75	79.75	14	-57.34	79.72	1389590	5856532
-64.25	79.75	14	-56.84	79.71	1410996	5863899
-63.75	79.75	14	-56.35	79.7	1432364	5871379
-63.25	79.75	14	-55.85	79.69	1453693	5878971
-62.75	79.75	14	-55.35	79.69	1474980	5886676
-62.25	79.75	14	-54.86	79.68	1496228	5894492
-61.75	79.75	14	-54.37	79.67	1517433	5902420
-61.25	79.75	14	-53.87	79.66	1538597	5910459
-60.75	79.75	14	-53.38	79.65	1559718	5918610
-60.25	79.75	14	-52.88	79.65	1580796	5926872
-59.75	79.75	14	-52.39	79.64	1601830	5935244
-59.25	79.75	14	-51.9	79.63	1622820	5943727
-58.75	79.75	14	-51.41	79.62	1643765	5952320
-58.25	79.75	14	-50.92	79.61	1664664	5961024
-57.75	79.75	14	-50.42	79.61	1685518	5969837
-57.25	79.75	14	-49.93	79.6	1706324	5978760
-56.75	79.75	14	-49.44	79.59	1727084	5987792
-56.25	79.75	14	-48.95	79.58	1747795	5996933
-55.75	79.75	14	-48.46	79.58	1768459	6006183
-55.25	79.75	14	-47.97	79.57	1789073	6015542
-54.75	79.75	14	-47.48	79.56	1809638	6025009
-54.25	79.75	14	-46.99	79.55	1830152	6034584
-53.75	79.75	14	-46.5	79.54	1850616	6044267
-53.25	79.75	14	-46.02	79.54	1871029	6054057
-52.75	79.75	14	-45.53	79.53	1891390	6063955
-52.25	79.75	14	-45.04	79.52	1911699	6073960
-105.25	79.25	14	-99.03	79.82	-420596	5621443
-104.75	79.25	14	-98.51	79.82	-397928	5619290
-104.25	79.25	14	-97.98	79.81	-375248	5617256
-103.75	79.25	14	-97.45	79.81	-352558	5615342
-103.25	79.25	14	-96.93	79.8	-329858	5613546
-92.25	79.25	14	-85.46	79.65	170737	5604327
-91.75	79.25	14	-84.94	79.64	193488	5605285
-91.25	79.25	14	-84.43	79.63	216233	5606363
-90.75	79.25	14	-83.91	79.62	238973	5607561
-90.25	79.25	14	-83.39	79.62	261705	5608878
-89.75	79.25	14	-82.88	79.61	284431	5610314
-89.25	79.25	14	-82.36	79.6	307148	5611871
-88.75	79.25	14	-81.85	79.59	329858	5613546
-88.25	79.25	14	-81.33	79.59	352558	5615342
-87.75	79.25	14	-80.82	79.58	375248	5617256
-87.25	79.25	14	-80.3	79.57	397928	5619290
-86.75	79.25	14	-79.79	79.56	420596	5621443
-86.25	79.25	14	-79.28	79.56	443254	5623716
-85.75	79.25	14	-78.77	79.55	465898	5626108
-85.25	79.25	14	-78.25	79.54	488530	5628618
-84.25	79.25	14	-77.23	79.53	533753	5633997
-83.75	79.25	14	-76.72	79.52	556343	5636865
-83.25	79.25	14	-76.21	79.51	578917	5639851
-82.75	79.25	14	-75.7	79.5	601475	5642956
-82.25	79.25	14	-75.19	79.5	624017	5646180
-81.75	79.25	14	-74.68	79.49	646541	5649523
-81.25	79.25	14	-74.17	79.48	669047	5652983
-80.75	79.25	14	-73.66	79.47	691535	5656563
-80.25	79.25	14	-73.15	79.46	714004	5660260
-79.75	79.25	14	-72.64	79.46	736452	5664076
-79.25	79.25	14	-72.14	79.45	758881	5668010
-78.75	79.25	14	-71.63	79.44	781288	5672061
-78.25	79.25	14	-71.12	79.43	803674	5676231
-77.75	79.25	14	-70.62	79.43	826038	5680518
-77.25	79.25	14	-70.11	79.42	848379	5684923
-76.75	79.25	14	-69.6	79.41	870696	5689445
-65.25	79.25	14	-58.07	79.23	1376100	5825554
