lng	lat	avg_age	paleolng	paleolat	x_present_albers	y_present_albers
-99.25	79.75	24	-85.77	80.36	-147126	5628495
-98.75	79.75	24	-85.25	80.35	-124498	5627781
-95.75	79.75	24	-82.13	80.26	11320	5625994
-95.25	79.75	24	-81.61	80.24	33958	5626113
-94.75	79.75	24	-81.09	80.23	56596	5626352
-94.25	79.75	24	-80.58	80.21	79233	5626709
-93.75	79.75	24	-80.06	80.2	101867	5627185
-93.25	79.75	24	-79.55	80.18	124498	5627781
-92.75	79.75	24	-79.03	80.17	147126	5628495
-92.25	79.75	24	-78.52	80.15	169750	5629329
-91.75	79.75	24	-78.01	80.13	192369	5630282
-91.25	79.75	24	-77.5	80.12	214983	5631353
-90.75	79.75	24	-76.99	80.1	237591	5632544
-90.25	79.75	24	-76.48	80.09	260192	5633853
-89.75	79.75	24	-75.97	80.07	282786	5635282
-89.25	79.75	24	-75.46	80.06	305373	5636829
-88.75	79.75	24	-74.96	80.04	327951	5638495
-88.25	79.75	24	-74.45	80.03	350519	5640280
-87.75	79.75	24	-73.94	80.01	373078	5642183
-87.25	79.75	24	-73.44	79.99	395627	5644206
-86.25	79.75	24	-72.43	79.96	440691	5648606
-85.75	79.75	24	-71.93	79.95	463205	5650984
-85.25	79.75	24	-71.43	79.93	485706	5653480
-84.75	79.75	24	-70.93	79.92	508194	5656095
-84.25	79.75	24	-70.43	79.9	530667	5658827
-83.75	79.75	24	-69.93	79.88	553126	5661679
-83.25	79.75	24	-69.43	79.87	575570	5664648
-82.75	79.75	24	-68.93	79.85	597998	5667735
-82.25	79.75	24	-68.44	79.84	620409	5670940
-81.25	79.75	24	-67.45	79.81	665179	5677704
-80.75	79.75	24	-66.95	79.79	687537	5681263
-80.25	79.75	24	-66.46	79.78	709876	5684939
-79.75	79.75	24	-65.96	79.76	732195	5688733
-79.25	79.75	24	-65.47	79.74	754494	5692643
-78.75	79.75	24	-64.98	79.73	776772	5696672
-78.25	79.75	24	-64.49	79.71	799028	5700817
-77.75	79.75	24	-64	79.7	821262	5705080
-77.25	79.75	24	-63.51	79.68	843474	5709459
-76.75	79.75	24	-63.02	79.67	865662	5713955
-76.25	79.75	24	-62.53	79.65	887826	5718568
-75.75	79.75	24	-62.05	79.64	909966	5723297
-75.25	79.75	24	-61.56	79.62	932081	5728143
-74.75	79.75	24	-61.07	79.6	954169	5733105
-74.25	79.75	24	-60.59	79.59	976232	5738183
-73.75	79.75	24	-60.1	79.57	998267	5743378
-72.75	79.75	24	-59.14	79.54	1042254	5754114
-72.25	79.75	24	-58.65	79.53	1064205	5759655
-71.75	79.75	24	-58.17	79.51	1086126	5765312
