lng	lat	avg_age	paleolng	paleolat	x_present_albers	y_present_albers
-99.25	79.75	4	-97.49	79.9	-147126	5628495
-98.75	79.75	4	-96.98	79.9	-124498	5627781
-95.75	79.75	4	-93.94	79.89	11320	5625994
-95.25	79.75	4	-93.43	79.89	33958	5626113
-94.75	79.75	4	-92.93	79.89	56596	5626352
-94.25	79.75	4	-92.42	79.88	79233	5626709
-93.75	79.75	4	-91.91	79.88	101867	5627185
-93.25	79.75	4	-91.41	79.88	124498	5627781
-92.75	79.75	4	-90.9	79.88	147126	5628495
-92.25	79.75	4	-90.39	79.88	169750	5629329
-91.75	79.75	4	-89.89	79.88	192369	5630282
-91.25	79.75	4	-89.38	79.87	214983	5631353
-90.75	79.75	4	-88.88	79.87	237591	5632544
-90.25	79.75	4	-88.37	79.87	260192	5633853
-89.75	79.75	4	-87.86	79.87	282786	5635282
-89.25	79.75	4	-87.36	79.87	305373	5636829
-88.75	79.75	4	-86.85	79.86	327951	5638495
-88.25	79.75	4	-86.35	79.86	350519	5640280
-87.75	79.75	4	-85.84	79.86	373078	5642183
-87.25	79.75	4	-85.34	79.86	395627	5644206
-86.25	79.75	4	-84.33	79.86	440691	5648606
-85.75	79.75	4	-83.82	79.85	463205	5650984
-85.25	79.75	4	-83.32	79.85	485706	5653480
-84.75	79.75	4	-82.81	79.85	508194	5656095
-84.25	79.75	4	-82.31	79.85	530667	5658827
-83.75	79.75	4	-81.8	79.85	553126	5661679
-83.25	79.75	4	-81.3	79.84	575570	5664648
-82.75	79.75	4	-80.79	79.84	597998	5667735
-82.25	79.75	4	-80.29	79.84	620409	5670940
-81.25	79.75	4	-79.28	79.84	665179	5677704
-80.75	79.75	4	-78.78	79.83	687537	5681263
-80.25	79.75	4	-78.27	79.83	709876	5684939
-79.75	79.75	4	-77.77	79.83	732195	5688733
-79.25	79.75	4	-77.27	79.83	754494	5692643
-78.75	79.75	4	-76.76	79.83	776772	5696672
-78.25	79.75	4	-76.26	79.82	799028	5700817
-77.75	79.75	4	-75.76	79.82	821262	5705080
-77.25	79.75	4	-75.25	79.82	843474	5709459
-76.75	79.75	4	-74.75	79.82	865662	5713955
-76.25	79.75	4	-74.25	79.82	887826	5718568
-75.75	79.75	4	-73.74	79.81	909966	5723297
-75.25	79.75	4	-73.24	79.81	932081	5728143
-74.75	79.75	4	-72.74	79.81	954169	5733105
-74.25	79.75	4	-72.24	79.81	976232	5738183
-73.75	79.75	4	-71.73	79.81	998267	5743378
-72.75	79.75	4	-70.73	79.8	1042254	5754114
-72.25	79.75	4	-70.23	79.8	1064205	5759655
-71.75	79.75	4	-69.72	79.8	1086126	5765312
-64.75	79.75	4	-62.7	79.77	1389590	5856532
-64.25	79.75	4	-62.2	79.77	1410996	5863899
-63.75	79.75	4	-61.7	79.76	1432364	5871379
-63.25	79.75	4	-61.2	79.76	1453693	5878971
-62.75	79.75	4	-60.7	79.76	1474980	5886676
-62.25	79.75	4	-60.2	79.76	1496228	5894492
-61.75	79.75	4	-59.7	79.75	1517433	5902420
-61.25	79.75	4	-59.2	79.75	1538597	5910459
-60.75	79.75	4	-58.7	79.75	1559718	5918610
-60.25	79.75	4	-58.2	79.75	1580796	5926872
-59.75	79.75	4	-57.7	79.75	1601830	5935244
-59.25	79.75	4	-57.2	79.74	1622820	5943727
-58.75	79.75	4	-56.7	79.74	1643765	5952320
-58.25	79.75	4	-56.2	79.74	1664664	5961024
-57.75	79.75	4	-55.7	79.74	1685518	5969837
-57.25	79.75	4	-55.2	79.74	1706324	5978760
-56.75	79.75	4	-54.71	79.73	1727084	5987792
-56.25	79.75	4	-54.21	79.73	1747795	5996933
-55.75	79.75	4	-53.71	79.73	1768459	6006183
-55.25	79.75	4	-53.21	79.73	1789073	6015542
-54.75	79.75	4	-52.71	79.73	1809638	6025009
-54.25	79.75	4	-52.21	79.72	1830152	6034584
-53.75	79.75	4	-51.71	79.72	1850616	6044267
-53.25	79.75	4	-51.21	79.72	1871029	6054057
-52.75	79.75	4	-50.72	79.72	1891390	6063955
-52.25	79.75	4	-50.22	79.71	1911699	6073960
-105.25	79.25	4	-103.63	79.42	-420596	5621443
-104.75	79.25	4	-103.12	79.42	-397928	5619290
-104.25	79.25	4	-102.61	79.42	-375248	5617256
-103.75	79.25	4	-102.11	79.42	-352558	5615342
-103.25	79.25	4	-101.6	79.41	-329858	5613546
-92.25	79.25	4	-90.45	79.38	170737	5604327
-91.75	79.25	4	-89.94	79.38	193488	5605285
-91.25	79.25	4	-89.44	79.37	216233	5606363
-90.75	79.25	4	-88.93	79.37	238973	5607561
-90.25	79.25	4	-88.43	79.37	261705	5608878
-89.75	79.25	4	-87.92	79.37	284431	5610314
-89.25	79.25	4	-87.42	79.37	307148	5611871
-88.75	79.25	4	-86.91	79.36	329858	5613546
-88.25	79.25	4	-86.41	79.36	352558	5615342
-87.75	79.25	4	-85.9	79.36	375248	5617256
-87.25	79.25	4	-85.4	79.36	397928	5619290
-86.75	79.25	4	-84.89	79.36	420596	5621443
-86.25	79.25	4	-84.39	79.36	443254	5623716
-85.75	79.25	4	-83.88	79.35	465898	5626108
-85.25	79.25	4	-83.38	79.35	488530	5628618
-84.25	79.25	4	-82.37	79.35	533753	5633997
-83.75	79.25	4	-81.86	79.35	556343	5636865
-83.25	79.25	4	-81.36	79.34	578917	5639851
-82.75	79.25	4	-80.85	79.34	601475	5642956
-82.25	79.25	4	-80.35	79.34	624017	5646180
-81.75	79.25	4	-79.85	79.34	646541	5649523
-81.25	79.25	4	-79.34	79.34	669047	5652983
-80.75	79.25	4	-78.84	79.33	691535	5656563
-80.25	79.25	4	-78.33	79.33	714004	5660260
-79.75	79.25	4	-77.83	79.33	736452	5664076
-79.25	79.25	4	-77.33	79.33	758881	5668010
-78.75	79.25	4	-76.82	79.33	781288	5672061
-78.25	79.25	4	-76.32	79.32	803674	5676231
-77.75	79.25	4	-75.82	79.32	826038	5680518
-77.25	79.25	4	-75.31	79.32	848379	5684923
-76.75	79.25	4	-74.81	79.32	870696	5689445
-65.25	79.25	4	-63.27	79.27	1376100	5825554
-64.75	79.25	4	-62.77	79.27	1397670	5832851
-64.25	79.25	4	-62.27	79.27	1419201	5840261
-63.75	79.25	4	-61.77	79.26	1440693	5847785
-63.25	79.25	4	-61.27	79.26	1462146	5855421
-62.75	79.25	4	-60.77	79.26	1483557	5863170
-62.25	79.25	4	-60.27	79.26	1504928	5871032
-61.75	79.25	4	-59.76	79.25	1526257	5879006
-61.25	79.25	4	-59.26	79.25	1547544	5887092
-60.75	79.25	4	-58.76	79.25	1568788	5895290
-60.25	79.25	4	-58.27	79.25	1589988	5903600
-59.75	79.25	4	-57.77	79.25	1611145	5912021
-59.25	79.25	4	-57.27	79.24	1632257	5920553
-58.75	79.25	4	-56.77	79.24	1653323	5929196
-58.25	79.25	4	-56.27	79.24	1674344	5937950
-57.75	79.25	4	-55.77	79.24	1695319	5946815
-57.25	79.25	4	-55.27	79.24	1716246	5955790
-56.75	79.25	4	-54.77	79.23	1737127	5964874
-56.25	79.25	4	-54.27	79.23	1757959	5974069
